category,review_full_content_0,review_full_content_1,pos_review_title,pos_review_content,itemnumber,neg_review_content,maker,neg_review_title
"Dog,Food,Wet Food","This is the one moist dog food that they eat like no other.  I love the fact that it is grain free, quality, with limited ingredients.  Not only is it good for my dogs, but the ease of ordering with Chewy.com and the super fast delivery, make it much easier because it is delivered straight to my door !",,My dogs love it !,"This is the one moist dog food that they eat like no other.  I love the fact that it is grain free, quality, with limited ingredients.  Not only is it good for my dogs, but the ease of ordering with Chewy.com and the super fast delivery, make it much easier because it is delivered straight to my door",49199,"Too much jelly surrounding the meat in can, whereas other dog foods dont have all this jelly, I have to scrape off and throw out. Too pricy for all that extra jelly, but dogs like it.",By Wellness,"Dogs love it, but it has a 16th of an inch of jelly all around it that I have to scrape off, that I'm paying for."
"Dog,Food,Wet Food","I have a senior dog, Smokey. Going on twelve years old. He's a big guy, my Smokey. Half Lab, half Newfie. I thought I would change his senior food up a bit with chicken and rice rather than the beef and rice senior from Pro-Plan. He was not enthusiastic about this. He likes beef. Yes, he will eat this, but he likes beef. The food looks good. Not a lot of gravy, so The can is packed pretty tight with all that chicken and just enough rice. It's a good deal. Especially if your critter likes chicken. I have also found that I now have to feed him 2-3 smaller meals a day, so this is a good food for doing just that. Every meal is different. He prefers them smaller every few hours throughout the day. This works well for that method. So I will need to go back to beef...okay. He's older than I, so he gets all the special treatment he deserves.",,This stew is perfect!!!,My 15-yr-old Old English Sheepdog is finally eating again! I have used Nutro forever and just started mixing this in so she might eat again.  She absolutely loves it.  Try this for your finicky dog!  So now I have this delivered right to my front door by the case. Thanks Chewy!!,86751,"I have a senior dog, Smokey. Going on twelve years old. He's a big guy, my Smokey. Half Lab, half Newfie. I thought I would change his senior food up a bit with chicken and rice rather than the beef and rice senior from Pro-Plan. He was not enthusiastic about this. He likes beef. Yes, he will eat this",By Nutro,Not overly enthusiastic
"Dog,Food,Wet Food","Creatinine level was cut in half after three weeks on this product. No, our dog does not like this food so we sparingly add a little something he does like such as sweet potato or broccoli. Our trust is in our DVM, whose doctorate thesis was in canine food. It is off putting that the ingredients are ambiguous and unfortunate that the ""natural smoked flavor"" is over powering. Too bad this is not available in different flavors. We are very happy that our dog is feeling well again and can enjoy his remaining months with us.","Our dog who needed Renal Support food, really liked this food for 8 days and then decided to not like it.  Now we're switching him to Royal Cannin, letter T.  As for the dry Pro Plan he did not lke it.  I think because he has some loose teeth and it was too hard to chew.  Two of our other dogs constantly tried to swipe some, but I think it's because the would eat anything you out in their plates.",Results Oriented,"Creatinine level was cut in half after three weeks on this product. No, our dog does not like this food so we sparingly add a little something he does like such as sweet potato or broccoli. Our trust is in our DVM, whose doctorate thesis was in canine food. It is off putting that the ingredients are ",65064,"Our dog who needed Renal Support food, really liked this food for 8 days and then decided to not like it.  Now we're switching him to Royal Cannin, letter T.  As for the dry Pro Plan he did not lke it.  I think because he has some loose teeth and it was too hard to chew.  Two of our other dogs constantly",By Purina Pro Plan Veterinary Diets,Okay if Dog not picky
"Dog,Food,Wet Food",,,This was so Easy!,"We were having a difficult time finding our dog's favorite food in our little coastal town.  This worked out so well!  Then we were told that we would have to change the dog food to a Prescription dog food and again, very simple.",47675,"I liked your prices when I started but in a short time they went up by five or six dollars per item ... when you live on a small income it becomes tougher. Though I don't want to, I will have to look to see if I can find the same item for a few dollars cheaper or buy a less expensive brand.",By Iams,Disappointed in pricing
"Dog,Food,Wet Food",I think it looks great and I know how good this product is helping our pets loose weight but non of my three dogs like it. I have to spruce up with regular food like Little Caesar and so out goes the diet aspect. Wish it would work. They don't care any longer for the regular Metabolic canned. Don't know if company changed formula. They used to like it.,,Weight Loss Delicious,"All three of my dogs have lost weight with this diet, used according to my vet's instructions. And they LOVE it...I add some string beans to this along with their Metabolic Kibble and they are completely satisfied!!",87468,I think it looks great and I know how good this product is helping our pets loose weight but non of my three dogs like it. I have to spruce up with regular food like Little Caesar and so out goes the diet aspect. Wish it would work. They don't care any longer for the regular Metabolic canned. Don't know,By Hill's Prescription Diet,dogs don't like
"Dog,Food,Wet Food",,,Soft food after dental procedure,"My beagle/bassett had to have dental surgery a couple weeks ago.  Eight extractions..yikes!! Needless to say, no crunchy food for two weeks.  Well this was a perfect alternative!",47673,"Chihuahua & Yorkie just don't like it. We've tried other foods as well, but so farx. They only like Cezars.",By Iams,Pets don't like it.
"Dog,Food,Wet Food","I bought this to replace the no longer available from Chewy -- Fromm canned dog food I had been purchasing for my finicky dog.    When I first opened the can I did not like all the liquid.    After the can is refrigerated the liquid becomes solid -- so less messy.    Most importantly, my dog gobbles it up.    Nothing to throw away when she is through and no cajoling her to eat it!!!      Very happy!!","Recommending with reservations; this batch (case) of cans literally has liquid sloshing around in the can. It's not gravy-like at all, just watery.

That said, it agrees with my German Shepherd and he likes it. The water content may be a fluke; I've bought this product before (off and on since 2015) and it seemed to be about average on the watery scale. If the next case is equally watery I'll try to find something else he likes, because this certainly isn't a cheap food.",Dog really likes!!,"I bought this to replace the no longer available from Chewy -- Fromm canned dog food I had been purchasing for my finicky dog.    When I first opened the can I did not like all the liquid.    After the can is refrigerated the liquid becomes solid -- so less messy.    Most importantly, my dog gobbles ",120819,"Recommending with reservations; this batch (case) of cans literally has liquid sloshing around in the can. It's not gravy-like at all, just watery.

That said, it agrees with my German Shepherd and he likes it. The water content may be a fluke; I've bought this product before (off and on since 2015",By Instinct,Contains a lot of water
"Dog,Food,Wet Food",I originally had my dog on Canidae dry dog food but she developed what seems to be a tumor in her sinus cavity it got infected and was very sore before she started taking antibiotics & because it was so close to her teeth she couldnt chew the dry dog food & was not eating so I got the Canidae canned dog food because it was soft & she laps it up now her infection is gone so I mix the canned with the dry and she cannot wait to get at it The canned dog food I must admit has a very pleasant food smelling odor instead of just smelling like dog food its wonderful and my dog thanks you for it Canidae,"Well I've given it two shipments (10 cans each shipment). Neither of my dogs like it. It's mushy looking, off white color and doesn't smell good. So I guess that's why my dogs only eat it, when force to do so. I won't reorder again! I don't recommend it. I bought it because it said it help with gas and one of my dogs does have a gas problem. But if they won't eat it, well, that's no good.",My dog LOVES this stuff,I originally had my dog on Canidae dry dog food but she developed what seems to be a tumor in her sinus cavity it got infected and was very sore before she started taking antibiotics & because it was so close to her teeth she couldnt chew the dry dog food & was not eating so I got the Canidae canned ,47023,"Well I've given it two shipments (10 cans each shipment). Neither of my dogs like it. It's mushy looking, off white color and doesn't smell good. So I guess that's why my dogs only eat it, when force to do so. I won't reorder again! I don't recommend it. I bought it because it said it help with gas and",By CANIDAE,Not Good! Dogs won't eat it!
"Dog,Food,Wet Food","I have two mini schnauzers and weight, nutrition and health are very important to me.  After checking the Schnauzers Rule website and learning a few things about reading labels and how to decipher them I was really impressed by the way this product added up in benefits for my girls.  They enjoy it and it is a good variety in flavors for them.  And Chewys price couldn't be beat.","My dog seemed to really enjoy eating the Purina Beyond Turkey and Green Bean Recipe. However, I noticed on the three occasions I fed it to him, it gave him loose stools. I am thinking the gravy is too rich for his tummy therefore, I have stopped feeding this to him. My dog is a small breed so maybe he cannot handle this food. I will donate the rest to the shelter in my neighborhood.",I would have never bought a Purina product until this food....,"I have two mini schnauzers and weight, nutrition and health are very important to me.  After checking the Schnauzers Rule website and learning a few things about reading labels and how to decipher them I was really impressed by the way this product added up in benefits for my girls.  They enjoy it and",93786,"My dog seemed to really enjoy eating the Purina Beyond Turkey and Green Bean Recipe. However, I noticed on the three occasions I fed it to him, it gave him loose stools. I am thinking the gravy is too rich for his tummy therefore, I have stopped feeding this to him. My dog is a small breed so maybe he",By Purina Beyond,Not for My Pup!
"Dog,Food,Wet Food","Chewy.com was out of the Ultra Senior, the rep checked and found that the Adult Large Breed was very similiar to the Senior so I ordered a case.  The rep did not charge me shipping. The only thing that could have made it 100% is because they were out of Senior perhaps they could have substituted an item for free.",,AS A SUBSTITUTE,"Chewy.com was out of the Ultra Senior, the rep checked and found that the Adult Large Breed was very similiar to the Senior so I ordered a case.  The rep did not charge me shipping. The only thing that could have made it 100% is because they were out of Senior perhaps they could have substituted an item",48402,I ordered two cases and when I went to feed my dogs I opened the can and it was all gravy and maybe two or three little chunks of meat.  I had to go buy different food at the pet store.,By Nutro Ultra,Disappointed
"Dog,Food,Wet Food",My dogs love this! I started feeding them this brand & flavor a few years ago & it was the best thing I could have ever done. They are all healthy & their coats are very shiny. They haven't had an upset stomach from this food (both dry & wet food) & adjusted very easily to it. I only use the wet food as a treat to mix with their dry food & to coat their stomachs when giving them meds.,,My Dogs LOVE This!,My dogs love this! I started feeding them this brand & flavor a few years ago & it was the best thing I could have ever done. They are all healthy & their coats are very shiny. They haven't had an upset stomach from this food (both dry & wet food) & adjusted very easily to it. I only use the wet food,87363,"My husky wouldn't eat it. When he saw it, he looks like he is going to throw up. Opened one can, rest is still sitting there.",By Whole Earth Farms,"Good product, but my dog doesn't like it."
"Dog,Food,Wet Food",,,Basset love,My 2 basset hounds absolutely proplan wet food. The price is much better on Cheney than even at local grocery.,67640,My mom bought turkey and beef and I barely eat either of them. Paws down and her search continues.,By Purina Pro Plan,Nah........
"Dog,Food,Wet Food",After finding out that my little Pomeranian had food allergies I tried many different types of food.  Finally I found Merrick and love that it is grain free.  After checking the ingredients I saw no poultry either.  Since she has been eating this food her skin has cleared up and she is excited whenever I put her food down in front of her.  The food looks amazing and you can see the fresh ingredients that are in it.,,Dogs Love It!,After finding out that my little Pomeranian had food allergies I tried many different types of food.  Finally I found Merrick and love that it is grain free.  After checking the ingredients I saw no poultry either.  Since she has been eating this food her skin has cleared up and she is excited whenever,47884,"I bought this as it is grain free and hoping because it is venison, it wouldn't trigger my dog's allergies. 
They aren't real keen on eating it however. I will keep trying different grain free foods for them!",By Merrick,My dogs didn't care for it.
"Dog,Food,Wet Food",,,Buy in bulk!,"This brand is a staple in the house for kibble and canned food. This flavor is a hit for our Doberman and Weim. I have bought this brand for 2 years, but this flavor is a more recent add to give variety to meals and they love it!",94006,"Must be different from the black/brown label cans, which the dogs loved, I can no longer find!",By Hill's Science Diet,Dogs refuse to eat it.
"Dog,Food,Wet Food",,,Breakfast and Dinner Toppers,Great size to use as a topped to mix with dry food - my pup loves to gobble it down,86740,Blackie hesitantly tried it a few times and then would not eat it at all. i am donating the rest of this to the local shelter,By Nutro,Nutro beef and potato
"Dog,Food,Wet Food",Ordering was easy and shipping was fast.  I know this is a good quality dog food but my 8 year old chawhennie HATES it.  I order a whole 24 cans based on a sister giving me some from her dog.  She refuses to even smell it and went 3 days without eating.  I have had to throw away 2 cans and have given away the rest.,,Great Customer Service,I had recently placed an order and didn't realize the shipping address was wrong until after I hit submit. When I called to get it fixed the representative was very helpful and friendly and even saved me some money by combining my orders.,63386,Ordering was easy and shipping was fast.  I know this is a good quality dog food but my 8 year old chawhennie HATES it.  I order a whole 24 cans based on a sister giving me some from her dog.  She refuses to even smell it and went 3 days without eating.  I have had to throw away 2 cans and have given,By Royal Canin,I have a very Picky dog
"Dog,Food,Wet Food","This has been a lifesaver for us! I have a yorkie with an digestive disorder and can only eat pate style food. He also has acid reflux and the oatmeal in this recipe is very calming on his stomach. Ordering from Chewy.com is great, my cases of canned food no longer arrive crushed (the way they did from another supplier) due to the extra step they do in packaging! I'll be ordering again!","We were running low on my collie's Chicken, Rice and Oatmeal recipe, and learned that there was an ingredient change. Despite Nutro telling us only one ingredient changed (from whole grain oatmeal to sweet potato), there was more than that and my dog isn't a fan. We've started transitioning to Merrick, putting a quarter cup of each in his bowl with a mix of Nutro and Merrick dry foods. He gobbles up the other food immediately and eventually eats the Nutro when he's still hungry. Based on that reaction, I can no longer recommend this food.",Sensitive tummies,"This has been a lifesaver for us! I have a yorkie with an digestive disorder and can only eat pate style food. He also has acid reflux and the oatmeal in this recipe is very calming on his stomach. Ordering from Chewy.com is great, my cases of canned food no longer arrive crushed (the way they did from",86747,"We were running low on my collie's Chicken, Rice and Oatmeal recipe, and learned that there was an ingredient change. Despite Nutro telling us only one ingredient changed (from whole grain oatmeal to sweet potato), there was more than that and my dog isn't a fan. We've started transitioning to Merrick",By Nutro,Dog doesn't like new formula
"Dog,Food,Wet Food","My golden retriever has always been fed blue, I switched her to blue Freedom I put a few spoons of the canned to give it the extra taste so she would eat it it works out great she is 3 yrs old and eats 1cup dry lamb blue Freedom and 3spoons of the canned she is in wonderful health. I strongly recommend ordering from chewy...you won't ring it cheaper any ware else. You can get put on a shipping schedule that you can change at any time and save even more. The best part It it comes to your door within 1 to2 days",,Best canned dog food,"My golden retriever has always been fed blue, I switched her to blue Freedom I put a few spoons of the canned to give it the extra taste so she would eat it it works out great she is 3 yrs old and eats 1cup dry lamb blue Freedom and 3spoons of the canned she is in wonderful health. I strongly recommend",75703,I guess its ok but my dog doesn't like it very much.,By Blue Buffalo,Hardy's beef grillers
"Dog,Food,Wet Food",,,He really likes it,It won't last through the month anymore.  He really likes it.  I have to put it witha dry food so he will eat more slowly.,67576,She will eat it but she doesn't finish it off she leaves about a tenth of it in her bowl and doesn't come back to get the rest.,By Purina Pro Plan,Something is lacking
"Dog,Food,Wet Food",,,Love Chewy.com,Everything in my order was perfect.  My second time using you and am so happy with it.  I spent more time running all over town trying to find enough of the Beneful tubs to feed my 105# baby for a month.  That is what he likes.,100171,"Had hoped Kali would like this food, but she is refusing to even taste the this brand of food!
Guess I will donate them to the Green Valley Animal League upon our return to Green Valley.
Guess we will start purchasing one (1) can at a time to determine what the little lady will eat and like",By Purina Beneful,"Selected the wrong canine food, once again!"
"Dog,Food,Wet Food",,,my dogs go crazy,I was having such a problem getting my dogs to eat there food but adding this to the dry food with just 1 teaspoon they devour it!!!!,89574,We have been feeding one of our dogs this food ever sense our vet started carrying the mix. She has Cushings. Her gas make our eyes water. Her poop stinks. With this order we are mixing the JD and metabolic our selves. Within 2 days her poop and gas smell is back to normal.,By Hill's Prescription Diet,Stinky farts
"Dog,Food,Wet Food",,,They sure love it!,"No complaints here on this product. Both dogs love it !   My  Puggle has a sensitive stomach and has never gotten sick after eating it now over a month, and heartily eats her food  since mixing this with the dry food. Highly recommend!",67776,My dogs refused to eat it. I even tried to trick them by mixing some hot dog in it. They carefully picked out the hot dog & wouldn't touch this food. I had to get rid of it. Waste of money.,By Purina Pro Plan,Dogs refused to eat it & I had to get rid of it.
"Dog,Food,Wet Food",,,Our very picky eater,Our very picky eater loves this flavor.  That is saying something because she will go without eating most food brands and flavors.,100064,Too big of can for me. This one is too heavy and it takes a good can opener to open. I like the pop tops better.,By ALPO,Product is good
"Dog,Food,Wet Food",,,Great for Senior dogs,my dog is pretty fussy and he really likes this.  I wish they made it for overweight dogs too since my other dog has a weight problem,48382,The high fat content kept my dog begging for food. Gaining weight. Not satisfying at all. We buy 3 cases per month and he has almost gone thru it all in half the time. We will be switching back to his Nutro Healthy next month. I do not recommend for older dogs.,By Nutro Max,Not a good choice for Senior Dog
"Dog,Food,Wet Food",,,Awesome!!!,Dogs luv this! I mix it in with the dry purina one and they really enjoy their dinner! Having Chewy ship right to the door a day after I order is the best. And their prices can't be beat.,103726,My dog noticed the dented cans even before eating the food {HA HA]. 1 in each set of 6 cans was dented.,By Purina ONE,Dented cans
"Dog,Food,Wet Food",,,Puppy Loves,My 5 month old puppy loves this canned food along with his Puppy Chow. He recommends this wonderful tasting Blue Buffalo canned food for puppies all over the world!,84152,"I am giving this service a second chance, but if 8 of the cans from the twelve that I order are damaged, like this case I received, I will no longer be using this website.",By Blue Buffalo,Can conditions
"Dog,Food,Wet Food",,,Chrissy's favorite,We have finally found a meal that Chrissy eats right up!  Note ~ we traveled extensively out west to and from Alaska this summer.  This meal and all of Nutrish items difficult to find.  Stock up before traveling if you travel that way!,55443,"My dog seemed to like this for a minute, but then he turns his nose up at it now. It could be that he is just a picky eater...otherwise I love these products.",By Rachael Ray Nutrish,Rachael Ray Nutrish Natural Chicken Muttballs with Pasta Natural Wet Dog Food
"Dog,Food,Wet Food","I didn't realize that this canned food is actually a topper for a week. It's written it such small print, it's easy to miss. Now I mix it with the Honest Kitchen's grain-free base food and my dogs love it and I know it's nutritious. The reason I chose this food was because it was listed on Project Clean Label's (projectcleanlabel.org) top ten wet foods for least toxins and contaminants. So if you care about what you're feeding your animals, this is a good choice.","Used to love this, as did my pups, but the formula had absolutely changed and it is awful. The pups don't even like it anymore. This used to have a good amount of gelatin but that had been replaced by pure fat.  This not only makes it like concrete if it has been in the fridge, it also makes it much less healthy for the dogs eating it. 

I am VERY unhappy!",This is a good topper,"I didn't realize that this canned food is actually a topper for a week. It's written it such small print, it's easy to miss. Now I mix it with the Honest Kitchen's grain-free base food and my dogs love it and I know it's nutritious. The reason I chose this food was because it was listed on Project Clean",49195,"Used to love this, as did my pups, but the formula had absolutely changed and it is awful. The pups don't even like it anymore. This used to have a good amount of gelatin but that had been replaced by pure fat.  This not only makes it like concrete if it has been in the fridge, it also makes it much ",By Wellness,Not the same!
"Dog,Food,Wet Food",,,our dog loves Merrick's 96% line,"Our dog, Sarah, just loves Merrick's 96% line.  We rotate a different flavor every day.  She always eats every last bit of it, which has not been the case for other foods.",47859,"Previously the Merrick 96% Real Texas Beef was just chopped up beef in a can ...
now it's a pate, like a spreadable paste & my darlin' is disappointed .",By Merrick,'sbeen changed
"Dog,Food,Wet Food","This food is great! It smells amazing, like you were cooking a stew of some sort on the stove. My puppy would rarely eat, or at least we had a hard time getting her to, but when we added this to her food she couldnt wait to eat, as soon as she heard the food being poured she was ready. We have a little Maltese so we can get 3-4 meals out of one package but i recomend this to anyone.",,Love this food!,"This food is great! It smells amazing, like you were cooking a stew of some sort on the stove. My puppy would rarely eat, or at least we had a hard time getting her to, but when we added this to her food she couldnt wait to eat, as soon as she heard the food being poured she was ready. We have a little",63832,My dogs both love the Pure Essentials venison but don't seem to like this flavor.  There's absolutely nothing wrong with the food.  The dogs just don't care for it.,By Nature's Recipe,My dogs don't particularly like this one
"Dog,Food,Wet Food",,,This is awesome!,"My dogs have been on a metabolic weight management diet for a few months and they were not fond of it, so with their doctors  approval I changed their diet to the light food. The food is so moist there is no comparison. It is  so much easier to mix this can food with their dry food any day.",48975,I think the product is very good. She does not like it to much,By Hill's Science Diet,My dog does not like it at all She has been going to poop several times a day very loose
"Dog,Food,Wet Food","Using Rachel Ray dry food for both our small and large dogs, but they're spoiled I admit, and they always want something 'good' mixed in for flavor....so now I'm using this, and it lasts for 2-3 meals!  Really nice big chunks of meat, and even can be warmed up a bit in the microwave - good purchase!!","Have been buying Rachael Ray brand for over a year since we got our dog.  I even switched the cats over.  I was buying the variety pack of wet food to supplement his dry food.  I do the same for my cats.  He loves them so I bought some of the Chicken paw pie for the cats.  Great product.  So good that the dog goes crazy for it...
In cat food form!   He whines to get to it.  The dog food version, however, is highly disappointing.  It looks like beef as it is brown.  The cat food version smells great and looks like chicken. I am going to try the chicken mutt balls.  If this is not better,  I will just buy the cat food version as this is only added to his dry food a few times a week and will not hurt him.  Do not like the silly names.",Dogs love it with their Dry!,"Using Rachel Ray dry food for both our small and large dogs, but they're spoiled I admit, and they always want something 'good' mixed in for flavor....so now I'm using this, and it lasts for 2-3 meals!  Really nice big chunks of meat, and even can be warmed up a bit in the microwave - good purchase!!",55444,Have been buying Rachael Ray brand for over a year since we got our dog.  I even switched the cats over.  I was buying the variety pack of wet food to supplement his dry food.  I do the same for my cats.  He loves them so I bought some of the Chicken paw pie for the cats.  Great product.  So good that,By Rachael Ray Nutrish,Chicken? Or not!
"Dog,Food,Wet Food","It has helped my dog to eat healthier, I had no idea what food to choose for my dog to lose weight, then I found this one and it has worked so far, I mix it with the same but in dry food, she gets picky with the dry food but she has no problem with the can so I rather mix a little of this can with the dry food and it has helped her a lot, I saw her losing weight right away; it does wonders.",,It works wonders!,"It has helped my dog to eat healthier, I had no idea what food to choose for my dog to lose weight, then I found this one and it has worked so far, I mix it with the same but in dry food, she gets picky with the dry food but she has no problem with the can so I rather mix a little of this can with the",52029,"I think even dogs know the difference in regular foods and weight management foods. This is probably a good food but my dogs turn their noses up at it, that's the only reason I gave a 3 star rating. I do like the wellness brand though.",By Wellness,weight management
"Dog,Food,Wet Food",,,Great for appetite,My little 13 year old sheltie girl with kidney and liver problems loved this until the day she died. It kept her physical wasting to a minimum.  Sadly age and a stroke took her but seeing her appetite remain in contrast to her two older brothers with KD was a real gift.,91075,"My dog refuses to eat any of this food, wet or dry.  It must be horrible because she has always been a pig when it comes to food.",By Hill's Prescription Diet,"Apparently, no flavor"
"Dog,Food,Wet Food",,,Blue Buffalo Sunday Chicken Dinner,My dog can hardly wait for Sundays! I specifically ordered it for Sunday.  My daughter in NY let me know about her dog luvving it so I had to give it a try.  Thank You guys for making my doggie HAPPY.,51804,"My westies' don't particularly like this type of texture. They prefer solid. However, it is packed with peas and potatoes. if I feed it alone, they eat it better. I always mix the can food with their dry food.",By Blue Buffalo,My dogs have been eating blue buffalo for a long time.
"Dog,Food,Wet Food","My dog who eats almost anything will not eat this at all. He's never refused to eat any dog food except this. I've tried everything I can think of to get him to eat it and he won't go near it. 

He does love Hill's Science Youthful Vitality canned food and the Mobility dry food but he gives me dirty looks if I put this Chicken and Barley stuff in his bowl.

I should have gone to the store & bought a couple of cans before I bought a whole case, but I assumed since my dog loves the other Hill's Science food I've bought him he would also love this but he definitely does not.",,Happy senior,My senior chi needed to be switched to soft food. He also has heart disease & is on a low sodium diet. After much research on wet foods & their sodium levels this was by far the lowest I found & perfect for him.,48955,"My dog who eats almost anything will not eat this at all. He's never refused to eat any dog food except this. I've tried everything I can think of to get him to eat it and he won't go near it. 

He does love Hill's Science Youthful Vitality canned food and the Mobility dry food but he gives me dirty",By Hill's Science Diet,My dog hates this
"Dog,Food,Wet Food",,,She loves this food!,I have tried so many canned dog foods for KK only to give them to neighbors.  She loves this dog food!,60624,I was hoping for a better reaction from Willow who is the one eating this food. Her reaction was somewhat tepid at best. I won't be buying it again. Not because I don't think it is good food (it looks good and it smells good) but because Willow did not really care for it.,By Nutro Max,Willow says it's ok
"Dog,Food,Wet Food","Yes my GSD is a finicky eater, she wouldn't eat her dry food so I tried canned food to mix it together, I had tried a different brand a more expensive brand she ate it for a while but turned her nose up after a while so nmow I'm giving her this brand and so far she loves it. I've tried the turkey and red meat she seems to like both just the same. I would recommend the food it's super easy to mix with the dry.",,whole pack likes it,"I have 7 dogs, mostly elderly and one that has a poultry sensitivity.  I use this an an occasional supplement to raw/homemade diet.  No poultry and even the most elderly of my dogs who takes medications that mess with appetite love this food.",73953,"Yes my GSD is a finicky eater, she wouldn't eat her dry food so I tried canned food to mix it together, I had tried a different brand a more expensive brand she ate it for a while but turned her nose up after a while so nmow I'm giving her this brand and so far she loves it. I've tried the turkey and",By Whole Earth Farms,For a pickey eater!
"Dog,Food,Wet Food",,,"I Liked the Label, Dogs Loved the Food","I find that all of this line of Blue Buffalo's canned foods are a hit with my sister labs. I can't detect that they love one more than another, so I order several different recipes so they don't have to eat the same thing every day.",46821,My dog likes this food occasionally.  It looks and smells desirable. Still searching for a home run,By Blue Buffalo,Blue's Irish lamb stew
"Dog,Food,Wet Food","My Golden Retriever had digestion issues. We tried 3 different foods for her, including a prescription formula kibble.  We found Canidae 10 ingredient kibble and it solved her issues within days.  After a month on that, we tried this canned food as a tasty addition. She loves it and it didn't adversely affect the progress we'd made with her digestion. Highly recommend!","Hello Chewy world!
If your dog needs baby food, this would be a good fit. 
My Toy Poodle would not eat it. The food is too creamy, mushy, but may not have been her choice of flavor, since this was the first time we had offered her lamb. It has a noticeably different smell and she just refused to try it. I like to offer her different foods to add variety, but she just did not want it and refused to eat it.
Previously, we had ordered a different canned food from Chewy.com and it is one she loves! It has a bacon flavor and she loved it! I should have reordered that. I would love for food companies to begin creating more bacon flavored foods, with the good ingredients.",Happy puppy,"My Golden Retriever had digestion issues. We tried 3 different foods for her, including a prescription formula kibble.  We found Canidae 10 ingredient kibble and it solved her issues within days.  After a month on that, we tried this canned food as a tasty addition. She loves it and it didn't adversely",51416,"Hello Chewy world!
If your dog needs baby food, this would be a good fit. 
My Toy Poodle would not eat it. The food is too creamy, mushy, but may not have been her choice of flavor, since this was the first time we had offered her lamb. It has a noticeably different smell and she just refused to try",By CANIDAE,If your dog needs cream food...
"Dog,Food,Wet Food","I made the mistake of deciding to add some canned food to the dry food for my dogs for variety.  Now my pit mix, Sally, is spoiled.  She eats only the canned food and leaves the dry food behind...lol.  She has Valley Fever so now she will be getting just canned food.  She is seriously loving this brand and the different flavors!  Can't wait for the chunk style to arrive so she can also have texture variety.",,Sally says Nommers!,"I made the mistake of deciding to add some canned food to the dry food for my dogs for variety.  Now my pit mix, Sally, is spoiled.  She eats only the canned food and leaves the dry food behind...lol.  She has Valley Fever so now she will be getting just canned food.  She is seriously loving this brand",67579,She loves this one. Ate the whole can and licked the bowl clean.,By Purina Pro Plan,Really tasty
"Dog,Food,Wet Food",,,Best food ever!,My pup loves this food! Its low in fat witch is great since she has pancreatitis and can not process high fat foods. But this food gives her energy and she just loves it! Its cheaper than prescription diet food and i think healthier for her since the ingredients are way better!,75743,"My dogs didn't really go for this flavor. They picked at it and ate some of it, but there wasn't much enthusiasm, and they didn't want it again.",By Blue Buffalo,Not so much
"Dog,Food,Wet Food","We had adopted an 84 days old  ""Bichon Poodle,"" Rachael, born Aug 22, 2002 was the sweetest of sweet little girl dog.  However, in 2009 she became very ill with gailbladder problems.  The veterinarians took a pro active approach vs surgery and we started using prescription  Royal  Canin vegetarian and as she got better added beef RX RC;  to this day we believe this excellent dog food kept her alive until she succumbed to cancer Jan 2016.   So, in Nov 2016 we adopted a starving 7 1/2 year old ""cocker-poodle named Jada.""  We immediately  started feeding her Royal Canin food, and she is now normal and very healthy.  We have found that Chewy.com has the very best prices for an expensive  food, and other great things for pets.  We will continue  to order our dog's requirements from Chewy.com.",,"Royal Canin , ""The Best""","We had adopted an 84 days old  ""Bichon Poodle,"" Rachael, born Aug 22, 2002 was the sweetest of sweet little girl dog.  However, in 2009 she became very ill with gailbladder problems.  The veterinarians took a pro active approach vs surgery and we started using prescription  Royal  Canin vegetarian and",99652,"My dog turned his nose up at this dog food, I expected a much better product for the price.",By Royal Canin,seen better!
"Dog,Food,Wet Food","My furry friend, a 12Y old Malti-tzu, has suffered with IBD for several years now and digestive issues have become more frequent lately. The Great Vets that are treating him wanted to see if an illumination diet would help with his issues. I made the transition (At their request) with the Hill's Prescription Diet  from (11 Years) of Homemade Food consisting of Chicken, Brown Rice, Carrots and Green Beans supplemented with Omega3 Fish Oil. This transition for the first week was done adding the Hill's gradually to his old food formula until it became 100% of his diet.
He still has some issues but he is taking some meds (antibiotics,etc.) His stool at this point is much better and I have to give credit to the Hill's diet.
Chewy also deserves a Big Thank You, especially ""Customer Service"" for their support and patience with me during my trek to make things better for my Furry friend.","The vet prescribed this food for my Jack Russell Terrier for his problem with prolonged loose stool.  I was skeptical that he would eat it only because he always has been a very picky eater, and we had no luck with him eating other prescription food.  Much to my surprise, he ate it.  For the first few weeks, we got by on the supply given us by the Vet.  When that ran out, I ordered a case of this from Chewy.  As soon as I opened the first can, it looked different than the cans the Vet gave me. The food was mushy, and even looked somewhat different than the what the Vet supplied.  And sure enough, my dog refuses it.  Now, I am not only stuck with a case of the food, I am having to start all over with the dogs problems.  Very disappointed at the inconsistent texture and taste between the original cans I had, and what i received.  Very disappointed in the manufacturer.  Cannot recommend",So Far So Good,"My furry friend, a 12Y old Malti-tzu, has suffered with IBD for several years now and digestive issues have become more frequent lately. The Great Vets that are treating him wanted to see if an illumination diet would help with his issues. I made the transition (At their request) with the Hill's Prescription",69747,"The vet prescribed this food for my Jack Russell Terrier for his problem with prolonged loose stool.  I was skeptical that he would eat it only because he always has been a very picky eater, and we had no luck with him eating other prescription food.  Much to my surprise, he ate it.  For the first few",By Hill's Prescription Diet,Product texture and taste varies from prior cans.  Dog will not eat
