category,review_full_content_0,review_full_content_1,pos_review_title,pos_review_content,itemnumber,neg_review_content,maker,neg_review_title
"Dog,Food,Dry Food","My Zoee is now 11 months old.  I had her spayed in June and had noticed her getting a tad chunky.  I know how unhealthy that is for our pet kids, people kids too, so I wanted a weight management food for her.  I still have Neutro puppy food left, so am mixing the two together.  She's been on the new food for 10 days, and I think she may have lost a pound or so already.  She really likes it, and I feel really good about feeding this to her.  Definitely 5 Stars!!",,Must be tasty!,"My Zoee is now 11 months old.  I had her spayed in June and had noticed her getting a tad chunky.  I know how unhealthy that is for our pet kids, people kids too, so I wanted a weight management food for her.  I still have Neutro puppy food left, so am mixing the two together.  She's been on the new ",49626,The weight management dog food by Nutra MAX was more enjoyed by my dog.  He does not seem to like the Nutra ULTRA as much.  Which is too bad because I cannot find the Nutra MAX weight management blend anywhere any more,By Nutro Ultra,Ultra Not Quite MAX
"Dog,Food,Dry Food",I transitioned from victor sweet potato mix to this about a month ago with my now 10 month old GSD I noticed during the transition week his stool was runny for the first 3-4 days and he was going more frequently.  Within a week all stools were firm and he goes less than he did before. I believe because of the high protein. Very pleased with my selection.,"My goldendoodle gets tired of eating the same food all the time.  Eventually he'll refuse to eat so we change it up every couple of months.  Nothing wrong with quality of food but he does not like it at all.  We have to put freeze dried beef in it to get him to eat any of it.  And with purchasing such a large bag we are, no he is stuck with it until it's all gone.  ;)",Food for my GSD dog,I transitioned from victor sweet potato mix to this about a month ago with my now 10 month old GSD I noticed during the transition week his stool was runny for the first 3-4 days and he was going more frequently.  Within a week all stools were firm and he goes less than he did before. I believe because,93076,My goldendoodle gets tired of eating the same food all the time.  Eventually he'll refuse to eat so we change it up every couple of months.  Nothing wrong with quality of food but he does not like it at all.  We have to put freeze dried beef in it to get him to eat any of it.  And with purchasing such,By Victor,My goldendoodle doesn't like it
"Dog,Food,Dry Food","I have a 9yr old Dane/Mastiff mix and a 3 yr old Mastiff/mix.  They are both rescue dogs from kill shelters.  I started feeding them Gentle Giants 6 months ago and the changes we've seen in Dani (9yr old) literally makes me tear up. She is happier than she has been in years; you can see it in her face.  Her eyes are brighter.  (She only has one good eye. She has a large scar under the other one from her life before us and that eye is messed up; even that eye seems better.)  She has a spunk to her like we have never seen before.  She tries to pull the blankets off of us wanting to play.  She tries to get us up to play.  The difference this dog food has made, is truly amazing.  All of the information I read prior to purchasing Gentle Giants has been spot on for us and I am grateful!  My other dog, Kaya, eats anything and everything, so this food was no big change for her as far as liking it or not.  If it adds years on to her life, too.........YAY!!",,"LOVE, LOVE IT!!",I have a 9yr old Dane/Mastiff mix and a 3 yr old Mastiff/mix.  They are both rescue dogs from kill shelters.  I started feeding them Gentle Giants 6 months ago and the changes we've seen in Dani (9yr old) literally makes me tear up. She is happier than she has been in years; you can see it in her face,106348,BAG OF FOOD WAS FULL OF BUGS-ALIVE-SCREAMED AND WAS SO UPSET-THREW WHOLE BAG AWAY OUT SIDE IN GARBAGE-SO MANY BUGS-TRIED TO KILL THE ONES FLYING OUT OF BAG INTO MY KITCHEN.,By Gentle Giants,HAD TO THROW OUT
"Dog,Food,Dry Food","We have multiple dogs... and after 4 (FOUR) of our dogs succumbed to cancer after having been on GMO grain-based dog food, we came to the conclusion that the main factor for their developing cancer, was due to their diet. We hence switched ALL dogs to Nutro, including our GSD puppy - and they ALL are a picture of health !! Adults, juniors and puppy alike !!","The bag of Nutro came with a different shape of pellet.  This is the second change to the dog food in a year.  Our dog will not eat the new food - spits it out.  The triangular pellets are softer than the pellets after the first change which was a very hard round pellet, but they are flavorless. I understand that Mars bought Nutro and moved the manufacturing to their own facility.  This may increase their revenue and profits but their tenure as a prime food supplier will soon be over.   
It would be a benefit to us, as a consumer, to know who is making the food and where the food and/or ingredients come from, so we can follow the corporate changes and buy the best food for our pet.",Nutro Adult,"We have multiple dogs... and after 4 (FOUR) of our dogs succumbed to cancer after having been on GMO grain-based dog food, we came to the conclusion that the main factor for their developing cancer, was due to their diet. We hence switched ALL dogs to Nutro, including our GSD puppy - and they ALL are",86789,"The bag of Nutro came with a different shape of pellet.  This is the second change to the dog food in a year.  Our dog will not eat the new food - spits it out.  The triangular pellets are softer than the pellets after the first change which was a very hard round pellet, but they are flavorless. I understand",By Nutro,change in food
"Dog,Food,Dry Food","Our dogs love it! Once we got Our Newfie from the Newfoundland breeder, we switched our Lhasa Ahpsa Chihuahua mix to it, too. We also converted two households with dogs from work to Victor. Our breeder explained that there are no recalls from this brand. I checked dogfoodadvisor.com against Taste of the Wild. Taste of the Wild, our previous dog food, had a voluntary recall which does not bother me (exhibits a responsible company being on the safe side), but the dogs seem to like Victor much more. I am very happy with it. It is also affordable! I used to work at a pet food supply place. I know that you can find quality food at  good prices and vice versa (poor quality expensive pet food). I wish they had a grain free cat formula. We would totally switch our cat and kitten to it if they did.","We switched from another premium brand to this simply because Chewy stopped autoshipping the other brand. We saw good reviews, so we transitioned our bulldog. She hates it. She won't eat it unless we mix  a little canned food. So after 2 bags of trying and hoping, we will switch her back to the other brand but have to pick it up somewhere since it can't be shipped.","Breeder Recommended, Dog Approved","Our dogs love it! Once we got Our Newfie from the Newfoundland breeder, we switched our Lhasa Ahpsa Chihuahua mix to it, too. We also converted two households with dogs from work to Victor. Our breeder explained that there are no recalls from this brand. I checked dogfoodadvisor.com against Taste of ",93074,"We switched from another premium brand to this simply because Chewy stopped autoshipping the other brand. We saw good reviews, so we transitioned our bulldog. She hates it. She won't eat it unless we mix  a little canned food. So after 2 bags of trying and hoping, we will switch her back to the other",By Victor,She hates it
"Dog,Food,Dry Food","My two shepherds really like this, and that's a plus because they can be somewhat picky. The price is high, but I know it's a quality food, so as long as I can afford it, I will keep them on it. It seems to go quickly. :)
Chewy is one of the best shippers by far. My shipping was FREE, which means a lot, and I got two bags the NEXT DAY! Can't get much better than that. 
Keep up the great work Chewy!","We've used other Earthborn Naturals and had great success with softened fur, helped active dog not get too skinny as he easily dumps weight. But hokey smelly , the Primitive Natural has a strong unpleasant odor upon opening the bag, and 13 days in my dog has the worse smelling toxic gas ever, we added pre/probiotics with no relief, does his tummy hurt? This has not been a pleasant experience from bag, to bowl to home to pick up in yard.",They love it.,"My two shepherds really like this, and that's a plus because they can be somewhat picky. The price is high, but I know it's a quality food, so as long as I can afford it, I will keep them on it. It seems to go quickly. :)
Chewy is one of the best shippers by far. My shipping was FREE, which means a ",47222,"We've used other Earthborn Naturals and had great success with softened fur, helped active dog not get too skinny as he easily dumps weight. But hokey smelly , the Primitive Natural has a strong unpleasant odor upon opening the bag, and 13 days in my dog has the worse smelling toxic gas ever, we added",By Earthborn Holistic,Earthborn yes- Primitive Natural not for us.
"Dog,Food,Dry Food","We have two 6 year old golden doodles.  One with arthritis and one who gains weight easily.  They are both moving better and their coats are more shiny.  They seem happier.  I was worried about the grain, however there have been zero ear infections and less itching all around.  My vet has two boxers who are on this and they are both 14 years old now.  It is worth the money.",,Worth trying if you are skeptical.....,"We have two 6 year old golden doodles.  One with arthritis and one who gains weight easily.  They are both moving better and their coats are more shiny.  They seem happier.  I was worried about the grain, however there have been zero ear infections and less itching all around.  My vet has two boxers ",69770,Hoping this would improve our Flat Coat Retreiver's mobility. All other treatments with medication weren't tolerated by our sweet girl and sadly this food didn't help her at all.,By Hill's Prescription Diet,No improvement in her mobility.
"Dog,Food,Dry Food","I have 3 dogs, 7 year mini dashund, 2 year Lab, 4 month Lab. The older dogs are grazers and don't care what I put in the bowl and they nibble all day. NOT THIS FOOD, they empty the bowl and beg for more. They LOVE this and yesterday the puppy found the 30 lb bag with leftovers of what didn't fit in the bin, climbed in the bag and ate until she could barely walk. 
Good stuff, I signed up for auto ship to make sure I never run out.",,Can't get enough,"I have 3 dogs, 7 year mini dashund, 2 year Lab, 4 month Lab. The older dogs are grazers and don't care what I put in the bowl and they nibble all day. NOT THIS FOOD, they empty the bowl and beg for more. They LOVE this and yesterday the puppy found the 30 lb bag with leftovers of what didn't fit in the",86698,My German Shepherd puppy won't eat. I loved the idea of the glucosamine & condroiton in it to hopefully give her strong joints & ligaments since she'll be prone to hip dysplasia. But she just turns her nose up to it.,By Nutro,Great features but...
"Dog,Food,Dry Food","Wellness CORE is a great dog food; at least, that's what my dogs seem to think. It's array of natural products, including meat, make it a cut above grain-based foods.

And I love Chewy!! I like the autoship feature, the flexibility to change shipping dates, and the free shipping to my door. I haven't been to a pet store in a long time, and I don't miss that. Keep up the great work!!!",,I LOVE CHEWY.COM!!!!,"Wellness CORE is a great dog food; at least, that's what my dogs seem to think. It's array of natural products, including meat, make it a cut above grain-based foods.

And I love Chewy!! I like the autoship feature, the flexibility to change shipping dates, and the free shipping to my door. I haven't",52020,Hard to tell sometimes she will devour it sometimes she will just eat a little and leave it till 10:00 at night my Chihuahua is not a big eater.,By Wellness,Wellness dog food
"Dog,Food,Dry Food",I was expecting this food to help regulate the blood glucose levels of my dog; but can't say this has happened yet.  This is the 3rd type of food I have changed in the last 6 months and nothing has got his glucose levels to be where the vet desires.  It is frustrating not only financially; but emotionally for me and my pet.,,Amazing service,This was my first time ordering from Chewy. My miniature Australian Shepherd has been diagnosed diabetic and I got the same bag I would get from the vet at a much discounted price!! The process was easy and seamless and I had my order in two days!! Very impressed! I will definitely be ordering again,51008,I was expecting this food to help regulate the blood glucose levels of my dog; but can't say this has happened yet.  This is the 3rd type of food I have changed in the last 6 months and nothing has got his glucose levels to be where the vet desires.  It is frustrating not only financially; but emotionally,By Royal Canin Veterinary Diet,food for diabetic pet
"Dog,Food,Dry Food",It's a kibble food that has the freeze dried raw to get the benefits of feeding raw without the expensive price of actually feeding raw to your dogs and  my dogs love it I have a black mouth cur and a Shiba inu and both of them love their food I can't complain about it neither from them get sick from i  in my opinion it's a great food my Dad decided to switch over and feed Merrick Backcountry to his bullmastiffs they love it its a good food in general  made in America and there's no undesirable extras added to it,My first bag had a good ratio this bag almost none to be found in this bag.  I would love to talk to a representative.  This bag is not right and feel I paid too much this time.  Where are the freeze dried morsals.  Help  I need a credit for this bag it not right at all.  What has happened to me this brand and the ratio is off.  Paying almost $60. For his food and not getting what I thought I was paying for.??????,My dogs love it,It's a kibble food that has the freeze dried raw to get the benefits of feeding raw without the expensive price of actually feeding raw to your dogs and  my dogs love it I have a black mouth cur and a Shiba inu and both of them love their food I can't complain about it neither from them get sick from,86965,My first bag had a good ratio this bag almost none to be found in this bag.  I would love to talk to a representative.  This bag is not right and feel I paid too much this time.  Where are the freeze dried morsals.  Help  I need a credit for this bag it not right at all.  What has happened to me this,By Merrick,The freeze dried item few and fair between
"Dog,Food,Dry Food",,,tastes great!,"I recently switched dog food due to the previous food being out of stock.  The food looks exactly the same so the dogs did not notice the difference at all.  This is a safe bet for dogs who need a very basic, healthy dog food.  My dogs do not eat people food at all so they think this is great!",86796,"it smells awful to me, and my girls just don't want it. it is good food but I will find another fromm retailer.",By Nutro,not for my girls
"Dog,Food,Dry Food",So my dog has kidney disease we found out in January 2017. We started on the Purina NF for three months. She lost a lot of weight fast and could not keep any on so I switched. To Royal Canin it was good but still didn't help with the weight. Then finally we switched to Hill's she put on weight and running around like a puppy and her kidneys are staying same not getting worst. Not saying the other brands are bad but just saying they didn't work for me and my dog. Also my mother got a dog with kidney disease and he is on the same food and his kidney are staying the same. My mothers dog is a Black Shepherd(2yrs) so its good for all sizes. She had problems keeping weight on him at the beginning also. So over all we are very happy with this product.,,11yr Smooth Fox,So my dog has kidney disease we found out in January 2017. We started on the Purina NF for three months. She lost a lot of weight fast and could not keep any on so I switched. To Royal Canin it was good but still didn't help with the weight. Then finally we switched to Hill's she put on weight and running,87466,"It may be good for my dogs but they hate the taste.  I can't believe I'm benefitting them and their health if I have to add all sorts of things to this food in order to get them to eat it.  It smells so bad, they just walk up to their dish and walk away.",By Hill's Prescription Diet,The smell is disgusting!
"Dog,Food,Dry Food","We love Chewy!  It's s easy to order from your website and cheaper than many other stores!  Delivered to my door and easy to unpack.  Saves me loads of time!  Also,  I can't begin to thank you enough for the pictures you painted of my fir babies. I adore them and get so many compliments on them,  which gives me more reasons to tell everyone about chewy!",,We Love what your doing,"We love Chewy!  It's s easy to order from your website and cheaper than many other stores!  Delivered to my door and easy to unpack.  Saves me loads of time!  Also,  I can't begin to thank you enough for the pictures you painted of my fir babies. I adore them and get so many compliments on them,  which",49622,my dogs were not crazy about nutro dry dog food. I am sorry but they prefer their other brand. this kibble is too big for them they are small dogs,By Nutro Ultra,my dogs are not crazy about item
"Dog,Food,Dry Food","My dogs have only eaten Orijen/Acana but ever since the formula was changed it's pretty much a whole new food for them and they wouldn't finish all of it like the original recipes so when chewy emailed me that they would no longer be carrying that brand I knew it was time to make the move to something else, but I remember how grim it was finding a high quality food that my dogs would love. Chewy made it easier to try whatever food I wanted for them by offering a 50% off coupon for any brand. After a lot of research I liked what Merrick offered so we tried 2 flavors to start. The beef recipe and the duck recipe. I have a senior dog and a 3 year old. They both loved it. They both leave their bowls clean and there excited again when they know it's feeding time. They've been on this brand for 2 months now and Merrick will be the brand we will stick too. Thank you chewy for making the transition much easier.",,Glad we found this brand,My dogs have only eaten Orijen/Acana but ever since the formula was changed it's pretty much a whole new food for them and they wouldn't finish all of it like the original recipes so when chewy emailed me that they would no longer be carrying that brand I knew it was time to make the move to something,52174,You sent me a bag of food that was torn. Who knows how long it has been torn and that means the food is not fresh!  That is unacceptable.,By Merrick,You sent me a torn bag
"Dog,Food,Dry Food","For several years I have tried different brands and strategies to help my dog lose weight. He has had two back surgeries and needed to lose 10 pounds. After last summer's surgery and consulting with the rehab vet, she suggested Hill's prescription diet. He didn't like the mobility/metabolic diet which has fish oil included, but the metabolic chicken diet is very acceptable. He enjoys and is satisfied and has lost 12 pounds over the last year! Prescription Diets are more expensive, but well-worth for the health of your pet. Chewy delivers reliably right to the house. Bonus!",,My dog is losing weight,"For several years I have tried different brands and strategies to help my dog lose weight. He has had two back surgeries and needed to lose 10 pounds. After last summer's surgery and consulting with the rehab vet, she suggested Hill's prescription diet. He didn't like the mobility/metabolic diet which",69782,"Out of the 3 prescription weight loss foods Dug has tried, he eats this one the best.  He ate it fine for a week or so but now he won't eat it unless he's starving.  He's losing weight because he won't eat it.

At least this one has meat as the first ingredient.",By Hill's Prescription Diet,It's Diet Food...
"Dog,Food,Dry Food","My dog is not a big eater. He hardly ever finishes his bowl of food. I have tried many different brands and flavors, but it has always been the same result. A friend suggested that I try this food. The first time I gave him this food, he actually stood there and finished his entire bowl! I could not believe it! Now, he eats his entire bowl almost everyday!","I bought this for my newly adopted 2 year old Chihuahua. I like most Wellness products and the ingredient list for this formula looked good. She has some skin/coat issues so I purchased this fish formula for that reason. She likes it well enough (of course she likes anything, edible or not), but the kibble size is a bit too large for her; it's more suited for my Lab, who likes it a lot. I won't be purchasing it again, though, so my Lab will just have to enjoy it while it lasts!",First food that my dog actually LOVES,"My dog is not a big eater. He hardly ever finishes his bowl of food. I have tried many different brands and flavors, but it has always been the same result. A friend suggested that I try this food. The first time I gave him this food, he actually stood there and finished his entire bowl! I could not ",49158,"I bought this for my newly adopted 2 year old Chihuahua. I like most Wellness products and the ingredient list for this formula looked good. She has some skin/coat issues so I purchased this fish formula for that reason. She likes it well enough (of course she likes anything, edible or not), but the ",By Wellness,"Okay product, but probably won't buy again"
"Dog,Food,Dry Food","My vet recommended this food because it's made in the US - and all the ingredients are sourced in the US. He feeds his own 5 dogs this food. I have feed both my labrador retrievers Hill's; it's the only food that both dogs have consistently enjoyed; keeps a big dog full and satisfied. The caloric content is perfect. There are so many ""designer"" dog foods available now it's hard to know what to feed a dog. Hill's has been around for a long time and, after much experimentation, I have decided to stick with Hill's - it's safe and effective in managing dog health!

Chewy's service is excellent; I am never trekking to the pet store for food and treats again when I can get delivery to my front door at such a reasonable price.",,Hill's Science Diet never disappoints,My vet recommended this food because it's made in the US - and all the ingredients are sourced in the US. He feeds his own 5 dogs this food. I have feed both my labrador retrievers Hill's; it's the only food that both dogs have consistently enjoyed; keeps a big dog full and satisfied. The caloric content,114164,Usually my dogs won't hesitate to eat all of their food as soon as we drop their bowls. With this particular food they will leave it until they get really hungry. They like other Science Diet choices,By Hill's Science Diet,My dogs don't like it.
"Dog,Food,Dry Food",This dog food softens up nicely when a little water is added and my Golden Retriever gobbles it down.  This is the best grain free beef dog food I can find and I prefer it over another leading brand that does not soften much when water is added.  I have tried another brand of premium dry grain free beef based dog food that my Golden Retriever will not eat at all.  This dog food from Blue Buffalo is top notch dog food.,,TOP NOTCH BEEF DOG FOOD,This dog food softens up nicely when a little water is added and my Golden Retriever gobbles it down.  This is the best grain free beef dog food I can find and I prefer it over another leading brand that does not soften much when water is added.  I have tried another brand of premium dry grain free beef,84995,We love shopping from Chewy!  My dogs know when their monthly Chewy box arrives.  My dogs will eat anything BUT this.  They love Blue but for some reason they do not like this specific kind.,By Blue Buffalo,I do not recommend
"Dog,Food,Dry Food","I originally tried the small breed puppy formula last year when my pug puppy started having issues with hair falling out... His coat grew back thick and soft! Decided to switch to this formula after he started having digestive issues from a much more expensive food. Once again Diamond Naturals cleared it up! Plus he and my other dog gobble it up, and they're picky eaters! Would definitely recommend!",,Pups love it!,I originally tried the small breed puppy formula last year when my pug puppy started having issues with hair falling out... His coat grew back thick and soft! Decided to switch to this formula after he started having digestive issues from a much more expensive food. Once again Diamond Naturals cleared,49775,My dogs are not crazy about this food but they are not crazy about anything healthy.,By Diamond,Food for thought
"Dog,Food,Dry Food","Honestly if this food was within our budget, it would be our number 1 dog food. Instead we feed Eagle Pack which is a close comparison BUT it still isn't wellness complete. 

We have large and giant breed dogs and this food checks off all of the boxes to fit within the scope of their nutritional needs. Product is always fresh with good moisture. Not a lot of powdery waste at the end of the bag. Dogs love this food so much they try to get into their food storage containers when we cycle them on this food. 

Speaking from my personal experience, if you have a German shepherd, Great Dane, boxer or a greyhound this is a solid food choice.",,Hands down the best food,"Honestly if this food was within our budget, it would be our number 1 dog food. Instead we feed Eagle Pack which is a close comparison BUT it still isn't wellness complete. 

We have large and giant breed dogs and this food checks off all of the boxes to fit within the scope of their nutritional needs",49175,"Really wanted a large breed formula for my older Great Dane mix. Going to try the Simple option instead, even though it is not a large breed food.",By Wellness,Made my dog's ears itch
"Dog,Food,Dry Food","This is one of the best foods on the market. It does have grains, which none of my dogs have a problem with. My dogs like this food a little too much, so if I am free feeding, I cannot free feed with this food because they won't stop eating. If I want to leave food out during the day I use Nature's Recipe. It also has pumpkin which is a good source of fiber. For dinner I like to feed the Royal Canin. My dogs have never loved any food more than Royal Canin. I have also never had a problem with this food, ever. I would definitely recommend this brand.",,Best food out there,"This is one of the best foods on the market. It does have grains, which none of my dogs have a problem with. My dogs like this food a little too much, so if I am free feeding, I cannot free feed with this food because they won't stop eating. If I want to leave food out during the day I use Nature's Recipe",50246,Old food and the dogs will not eat it. Now I have an unopened bag that I do not know what to do with.,By Royal Canin,Somethings wrong
"Dog,Food,Dry Food","I've been looking for a nutritious dog food that my GSD likes, too.
My Blitz is spoiled and doesn't eat everything, it has to be tasty, too. Boy, did he love this food! I was still filling up his storage container and he was right there with his head in it, eating it. I also noticed him to become calmer and easier to train, but still with lots of energy. A win win situation. Maybe the food is a bit more in cost, but so worth it. Thank you Chewy, I finally found the right dry dog food for my boy! He still gets his once a day fresh prepared food, like cooked chicken, tuna, liver, hamburger etc., but when he eats inbetween, I know, he gets the best dry food there is for him.",,Nutritious and tasty,"I've been looking for a nutritious dog food that my GSD likes, too.
My Blitz is spoiled and doesn't eat everything, it has to be tasty, too. Boy, did he love this food! I was still filling up his storage container and he was right there with his head in it, eating it. I also noticed him to become calmer",68303,"she seemed to like it. as soon as I put in on her plate, she devoured it.",By Nature's Recipe,good choice
"Dog,Food,Dry Food","My husky puppy enjoys this food and is able to digest it well. We had her on the 4lb bag of the chicken flavor, and when we switched to buying the 22lb bag because of her size, she stopped eating it. Turns out that the large bag of chicken flavor has fish meal as a main ingredient, but the small bag only contains fish oil. We switched to the beef flavor because the large bag only has fish oil and no fish meal. She immediately started eating it, and has been eating it ever since. A husky that doesn't like fish... go figure... LOL","The puppy we got was raised on Purina One puppy chow. I like the Blue Buffalo brand and tried to switch him over to it. We started mixing it in with Purina One to gradually get his stomach used to a new food. However, his stools started getting runny and we simply stopped mixing the food and his stools got solid again",She likes it...,"My husky puppy enjoys this food and is able to digest it well. We had her on the 4lb bag of the chicken flavor, and when we switched to buying the 22lb bag because of her size, she stopped eating it. Turns out that the large bag of chicken flavor has fish meal as a main ingredient, but the small bag ",75756,"The puppy we got was raised on Purina One puppy chow. I like the Blue Buffalo brand and tried to switch him over to it. We started mixing it in with Purina One to gradually get his stomach used to a new food. However, his stools started getting runny and we simply stopped mixing the food and his stools",By Blue Buffalo,Good product but not for our puppy
"Dog,Food,Dry Food","My girls did not like the food...not because of the quality but because they are extremely picky.  I had to take them to the vet after Hurricane Irma due to their stress levels (we live on the water and stayed home during the storm).  My vet requested they be put on a prescription dog food due to their age and joint problems.  All that said, I have packed up the food and will be taking it to our local animal shelter.  I'm sure they have some chubby kids there:)",,Definitely noticed a difference!,I have been feeding my German Shepherd this for about 3 months and she has dropped around 10 lbs. I feed her twice a day a cup in the am and a cup at night and she sometimes doesn't eat right away so I know it keeps her full. Good stuff!,61827,My girls did not like the food...not because of the quality but because they are extremely picky.  I had to take them to the vet after Hurricane Irma due to their stress levels (we live on the water and stayed home during the storm).  My vet requested they be put on a prescription dog food due to their,By Natural Balance,My picky girls won't eat it
"Dog,Food,Dry Food","I love Zignature and most importantly, so does my Joey. My three year old golden retriever. 
Ever since he turned 1 he went from Fromm's baby kibbles to Zignature. My sister has been giving this food to her three dogs for years and it was only natural that I would start giving it to Joey as well as they all do amazing on it. One of her dogs, Dakota, a red Merle Australian Shepherd with Addison's disease and a BUNCH of different food allergies loves Zignature and never had any problems with it. Joey loves how many different formulas they have, so each time there is something different for him to enjoy and that way he doesn't get bored of the same formula each time. He also loves the wet food and never showed any type of difficulties after eating it with his kibbles. 
Every time he gets a chewy package he knows it's a different food he gets to have next and his excitement is the cutest thing ever! 
Highly recommend this food if your dog has any type of allergies. Or if you just want a large variety of flavors.",,Excellent!,"I love Zignature and most importantly, so does my Joey. My three year old golden retriever. 
Ever since he turned 1 he went from Fromm's baby kibbles to Zignature. My sister has been giving this food to her three dogs for years and it was only natural that I would start giving it to Joey as well as they",51583,"Our 10 year old Lab liked this food but she will eat anything, my Standard Poodle did not like it as much as some other foods we have given her. The ingredients in this food are very good, but we are going to try another food next time.",By Zignature,good ingredients
"Dog,Food,Dry Food",I placed two orders in error and they called me back immediately.  They were very nice and explained what I had done and to be sure I did not want 2 bags.  Of course Royal Canin is a wonderful food for our Bulldogs.  The breeder we purchased our 1st dog from highly recommended it.    Chewy is now our place to shop.,,Wonderful Service,I placed two orders in error and they called me back immediately.  They were very nice and explained what I had done and to be sure I did not want 2 bags.  Of course Royal Canin is a wonderful food for our Bulldogs.  The breeder we purchased our 1st dog from highly recommended it.    Chewy is now our,48678,"At first my Bully loved and within a short period of time, I had to switch. She loves to eat and would not eat this food. Chewy customer service was amazing, they returned- no problem. Thank you!",By Royal Canin,Follow up Review...
"Dog,Food,Dry Food","Our vet specifically recommended Purina for our large breed puppy because of their high standards and nutritional excellence. I like it and recommend it because I feed it to three dogs and it's quality that I can afford. The dogs like it, but since they eat cat poop I don't put a lot of value on their culinary reviews. The cats, those stingy stuck up beasts, love this stuff. If I feed the dogs before letting them in the cats hustle to the food bowl to pick out the meaty bits. So I'm going to say it's the meaty kibbles that make this a total win for everyone.",,Meaty kibbles make this a win!,"Our vet specifically recommended Purina for our large breed puppy because of their high standards and nutritional excellence. I like it and recommend it because I feed it to three dogs and it's quality that I can afford. The dogs like it, but since they eat cat poop I don't put a lot of value on their",52437,"I bought this product because my dog has lowered pasterns. Reducing the amount of protein is supposed to help. I thought all large breed kibbles had less protein, but is not the case with this product. I will have to wait until his proble has cleared up before using this kibble.",By Purina ONE,Large Breed Kibble
"Dog,Food,Dry Food","We have 2 rescues: 67 lb Staffordshire Terrier/German Shep/Chow Chow now 13 yrs + 48 lb Collie/German Shep dog now 14 yrs.  They loved the food from the start.  Their stools are firm and have minimal odor, and with the 447 Kcals per cup, the dogs need less food than they did with the previous food, which did not agree with them (Instinct Raw, limited ingredients, Lamb and peas). The bag is heavy, sturdy plastic, so no odor escapes when rolled up and weighted (with a can of beans) to keep it closed (although I don't find the fishy smell to be strong or too unpleasant). The largest bag (30 lb) seems to last the two of them about 4 1/2 - 5 weeks.  I believe they'll be on this food for good.","I had high hopes for this food as it was one of the few I could find with limited ingredients. My poor Spaz had been chewing and licking his paws constantly and I was trying to identify any food allergies. I think this is a great food but he wouldn't eat it. He apparently can't stand the taste of it. Once a day he would eat if I mixed in some canned food and water. If I left it out dry and plain he would starve himself. I desperately wanted this to work and it did, he quit scratching but has also lost 2 pounds. He only weighed 18 to start with so I can't continue to feed him this anymore. He's never been a picky eater so I'm not sure what the deal is. Hopefully you all have better luck!",Great Food,"We have 2 rescues: 67 lb Staffordshire Terrier/German Shep/Chow Chow now 13 yrs + 48 lb Collie/German Shep dog now 14 yrs.  They loved the food from the start.  Their stools are firm and have minimal odor, and with the 447 Kcals per cup, the dogs need less food than they did with the previous food, which",93080,I had high hopes for this food as it was one of the few I could find with limited ingredients. My poor Spaz had been chewing and licking his paws constantly and I was trying to identify any food allergies. I think this is a great food but he wouldn't eat it. He apparently can't stand the taste of it.,By Victor,His itching went away but so did a few pounds of his weight
"Dog,Food,Dry Food",,,My little critters love this stuff!,"This is the third variety I've gotten them from taste of the wild, and they love them all. It has way better ingredients than the garbage you buy at the store. Since starting them on this about a year ago, their fur is exceptionally soft and shinny and they seem to have more energy.",55842,"all three dogs love the taste but it gave them all ""the runs"", not fun let me tell you. 15 y.o. bassets don't always make it to the door in time.  We will stick to the Pacific Stream flavor, same brand",By Taste of the Wild,too high in protein
"Dog,Food,Dry Food","I love Chewy's service and the ease of their Auto ship, as I am able to modify the order as they give you plenty of notice of your next shipment. I also love the variety of choice foods that they make available and how they seem to have the best prices most of the time, as I frequently check their competitors (Sorry, Chewy!). But, obviously, they check then too, as I have seen them adjust their prices (Thank you, Chewy!).",,Quality Food at a Great Price!,"I love Chewy's service and the ease of their Auto ship, as I am able to modify the order as they give you plenty of notice of your next shipment. I also love the variety of choice foods that they make available and how they seem to have the best prices most of the time, as I frequently check their competitors",51580,"I have 1 dog with allergies. Normally at least 2 of the 3 will like what the other doesn't. All 3 of my dogs missed meals when I put this in their bowls. I was hoping this would have had better results, not worth almost $70 a bag.",By Zignature,All 3 dogs avoided eating this
"Dog,Food,Dry Food","Switched to this when my chihuahua turned 10. He does not like the little round brown life force bits at all. Will pick them out and only eat the triangle kibbles. Seems kind of a waste if he only eats half the food. Also lots of food dust in the bag. Trust me, buy a small bag if you are testing it out.",,Senior dog,"I was looking for a healthy alternative to my old dog food for a senior Lab. One without grains. He loves this food and the vet says he is in good shape, not overweight, shiny coat. As long as he is healthy and thriving, I will continue to use this food.",51755,"Switched to this when my chihuahua turned 10. He does not like the little round brown life force bits at all. Will pick them out and only eat the triangle kibbles. Seems kind of a waste if he only eats half the food. Also lots of food dust in the bag. Trust me, buy a small bag if you are testing it out",By Blue Buffalo,Not for us
