rating,list_price,weight,lifestage,protein,caloric,size,category,fibre,review_count,ingredients,itemnumber,moisture,madein,price,foodform,brand,fat,breedsize,specialdiet,benefits,product_list,maker,foodtexture
4.5,"
                        $51.48",,"adult, all stages",10.0% min,"391 kcal/14 oz can, 152 kcal/5.5 oz can","14-oz, case of 12","Dog,Food,Wet Food",0.5% max,6,"water for processing, chicken (boneless, skinless breast), lamb, lamb liver, lamb lung, sunflower seed oil, locust bean gum, xanthan gum, guar gum, tricalcium phosphate, calcium lactate, potassium chloride, choline chloride, taurine, zinc sulfate, vitamin e supplement, ferrous sulfate, thiamine mononitrate (vitamin b1), nicotinic acid (vitamin b3), manganese sulfate, calcium pantothenate, vitamin a supplement, potassium iodide, vitamin d3 supplement, copper sulfate, riboflavin supplement (vitamin b2), pyridoxine hydrochloride (vitamin b6), folic acid, vitamin b12.",85493,85.0% max,,"
                        $48.96",wet food,,5.0% min,"all breeds, small breeds, medium breeds, large breeds","gmo-free, grain-free","<li>gourmet, natural canned dog food with a delicious recipe featuring real shreds of chicken breast mixed into a pate of lamb</li>,<li>all of weruva's dog food formulas are formulated with the carnivore in mind, so this recipe focuses on high quality protein, minimal carbs and a high moisture content for the most nutritious meal around for your pup.</li>,<li>recipe is grain-free, gluten-free, starch free and contain no carrageenan, so it's ideal for any pups with sensitive tummies or allergies</li>,<li>contains added vitamins and minerals to make this delicious food a complete and balanced diet</li>,<li>suitable for all life stages, can be served as a standalone diet or as a yummy topper for dry food</li>",weruva that's my jam! with chicken & lamb in gelee grain-free canned dog food,By Weruva,aspic / gelee
5,"
                        $28.07",,"adult, all stages",8.0% min,"1,460 kcal/kg, 539 kcal/can",,"Dog,Food,Wet Food",1.5% max,6,"lamb, chicken broth, chicken, chicken liver, ocean fish, rice, peas, carrots, potatoes, flax seed, guar gum, salt, blueberries, cranberries, avocado meal, avocado oil, dried kelp, lecithin, minerals (iron amino acid chelate, zinc amino acid chelate, cobalt amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, potassium iodide), potassium chloride, carrageenan, vitamins (vitamin e, a, b12, d3 supplements, thiamine mononitrate, biotin, riboflavin supplement), choline chloride.",46691,78.0% max,,"
                        $27.49",wet food,breeder's choice,5.5% min,"all breeds, small breeds, medium breeds, large breeds",,"<li>uses only quality ingredients in all our formulas to provide healthy, balanced levels of protein, fat, and nutrients for adult dogs</li>,<li>naturally preserved with mixed tocopherols to ensure freshness and palatability</li>,<li>antioxidant nutrients are added to help support a healthy immune system and overall wellness</li>,<li>avocado is known for being rich in omega 3 and omega 6, which benefits the skin &amp; coat</li>,<li>formulated without corn, wheat or soy</li>","avoderm natural original formula canned dog food,13-oz,case of 12",By AvoDerm,pate
4.1,,11.25 pounds,"adult, all stages",9.0% min,"**new formula:** 1180 kcal/kg, 435 kcal/can",,"Dog,Food,Wet Food",2.0% max,9,"**new formula:** duck, liver, broth, sweet potatoes, brewers dried yeast, cranberries, canola oil, dicalcium phosphate, calcium carbonate, cassia gum, xanthan gum, guar gum, potassium chloride, vitamins (vitamin e supplement, niacin supplement, thiamine mononitrate, vitamin a supplement, l-ascorbyl-2-polyphosphate, d-calcium pantothenate, pyridoxine hydrochloride, riboflavin supplement, folic acid, vitamin d3 supplement, biotin, vitamin b12 supplement), salt, minerals (zinc sulfate, zinc proteinate, ferrous sulfate, iron proteinate, manganese sulfate, copper sulfate, manganese proteinate, copper proteinate, sodium selenite, potassium iodide, cobalt proteinate), fish oil, selenium yeast.",136566,78.0% min,united states,"
                        $26.99",wet food,,6.0% min,"all breeds, small breeds, medium breeds, large breeds",grain-free,"<li>loaded with real meat and a great taste your dog will love</li>,<li>healthy, grain-free, all natural diets with no artificial flavors or colors</li>,<li>balanced nutrition for dogs of all ages and sizes</li>,<li>pre and probiotics as well as oligofructose to help maintain a healthy digestive system</li>,<li>wholesome vegetables like sweet potato for a natural source of fiber and cranberries helps support urinary tract</li>","dave's pet food grain-free duck & sweet potato recipe canned dog food,13-oz,case of 12",By Dave's Pet Food,pate
,,11.73 pounds,"adult, all stages",9.0% min,"1230 kcal/kg, 453 kcal/can",,"Dog,Food,Wet Food",1.5% max,,"turkey, turkey broth, chicken, meat by-products, liver, pheasant, quail, potassium chloride, carrageenan, guar gum, salt, choline chloride, locust bean gum, vitamin e supplement, zinc sulfate, ferrous sulfate, niacin, thiamine mononitrate, copper sulfate, calcium pantothenate, manganese sulfate, pyridoxine hydrochloride, vitamin b-12 supplement, riboflavin supplement, vitamin a supplement, folic acid, potassium iodide, vitamin d-3 supplement, biotin, sodium selenite. a-4213.",135638,78.0% min,united states,"
                        $19.15",wet food,,8.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, no corn no wheat no soy","<li>made with turkey, chicken, pheasant and quail as the top ingredients to satisfy your pup’s true instincts for game protein.</li>,<li>formulated with vitamins, minerals and antioxidants for immune health and overall well-being.</li>,<li>nutrient-dense formula provides a balanced and complete diet for adult dogs of all breeds.</li>,<li>perfect to give on its own or as a delicious kibble topper that’s great for picky eaters.</li>,<li>crafted in usa facilities with no corn, soy, or wheat and comes in an easy-to-open can.</li>","purina one smartblend true instinct classic ground with real game bird dog food,13-oz,case of 12",By Purina ONE,ground
4,,3.29 pounds,adult,9.5% min,"758 kcal/kg, 76 kcal/tray",,"Dog,Food,Wet Food",1.5% max,1,"deboned turkey, water sufficient for processing, chicken liver, venison, calcium carbonate, powdered cellulose, locust bean gum, carrageenan, sodium tripolyphosp hate, salt, canola oil, magnesium carbonate, ascorbic acid, copper amino acid chelate, zinc sulfate, xantham gum, vitamin e supplement, thiamine hydrochloride, pyridoxine hydrochloride, manganese sulfate, folic acid, calcium iodate, biotin, vitamin d3 supplement.",126276,81.5% max,united states,"
                        $12.99",wet food,,5.0% min,"all breeds, small breeds, medium breeds, large breeds",no corn no wheat no soy,"<li>made with real venison bits in delectable juices in every easy-peel tray.</li>,<li>deliciously savory venison flavor that most dogs find lip-smackingly irresistible.</li>,<li>perfect as a wholesome meal, deliciously savory meal topper, or a healthy snack.</li>,<li>enhanced with added vitamins and minerals for a healthy, balanced diet.</li>,<li>contains no corn, wheat, soy, by-products, fillers, artificial colors or flavors.</li>","triumph meals of victory with venison in savory juices dog food trays,3.5-oz,case of 15",By Triumph,bits in broth
,"
                        $28.56",7.0 pounds,adult,8.0% min,"1328 kcal/kg, 120 kcal per 3.2 oz can",,"Dog,Food,Wet Food",1.4% max,,"duck, chicken broth, chicken, chicken liver, salmon, peas, carrots, natural flavor, sweet potatoes, dried egg product, yeast culture, organic alfalfa meal, calcium carbonate, sunflower oil, flaxseed oil, sodium phosphate, potassium chloride, choline chloride, minerals (zinc amino acid complex, iron amino acid complex, manganese amino acid complex, copper amino acid complex, potassium iodate, cobalt glucoheptonate, sodium selenite), vitamins (vitamin e supplement, vitamin b12 supplement, d-calcium pantothenate, vitamin a supplement, niacin, vitamin d3 supplement, riboflavin supplement, folic acid, pyridoxine hydrochloride, biotin, thiamine mononitrate), salt, guar gum, blueberries, dried cranberries, cinnamon, xanthan gum, rosemary, sage, thyme, yucca schidigera extract.",117835,78.0% max,united states,"
                        $24.96",wet food,,5.0% min,"extra small & toy breeds, small breeds","gluten free, no corn no wheat no soy, grain-free","<li>specially designed for small breeds, this highly palatable recipe will have your pup begging for more.</li>,<li>features protein from duck and chicken to give your pooch the energy he needs to be active.</li>,<li>designed to help digestibility, reduce shedding, promote a shinier coat, increase energy, strengthen nails and support healthier skin.</li>,<li>made without any corn, wheat, soy, by-products, artificial colors or preservatives, for a grain-free recipe you can trust.</li>,<li>proudly made in the usa from the earth’s best ingredients.</li>","whole earth farms small breed recipe duck dinner grain-free canned dog food,3.2-oz,case of 24",By Whole Earth Farms,stew
,"
                        $22.63",9.9 pounds,"all stages, adult",8.0% min,"878 kcal/kg, 329 kcal/can",,"Dog,Food,Wet Food",1.0% max,,"sufficient water for processing, chicken (source of linoleic acid), meat by-products, beef, wheat flour, wheat gluten, salt, sodium tripolyphosphate, natural flavor, whole rice, dehydrated green beans, dehydrated carrots, guar gum, minerals (potassium chloride, magnesium proteinate, zinc sulfate, potassium iodide, copper proteinate, manganese sulfate, copper sulfate), added color, natural prime rib flavor, natural smoke flavor, xanthan gum, vitamins (choline chloride, vitamin e supplement, d-calcium pantothenate, biotin, thiamine mononitrate [vitamin b1], vitamin a supplement, vitamin d3 supplement), sodium nitrite (for color retention).",114392,82.0% max,united states,"
                        $20.16",wet food,,3.0% min,"all breeds, small breeds, medium breeds, large breeds",,"<li>made with high-quality ingredients, including real beef plus hearty vegetables and rice.</li>,<li>meaty, home-style recipe has a hearty texture that delivers complete and balanced nourishment.</li>,<li>optimal levels of oil and minerals nourish the skin and coat for a luxurious shine.</li>,<li>soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble.</li>,<li>proudly made in the usa with the flavors dogs crave and the nutrition they need.</li>","pedigree homestyle meals prime rib,rice & vegetable flavor in gravy canned dog food,13.2-oz,case of 12",By Pedigree,chunks in gravy
5,"
                        $38.26",,adult,8.5% min,"1,140 kcal/kg, 404 kcal/can",,"Dog,Food,Wet Food",2.0% max,2,"turkey, turkey broth, turkey liver, peas, carrots, flax seed (source of omega 3), guar gum, avocado oil, potassium chloride, cassia gum, xanthan gum, minerals (zinc amino acid chelate, iron amino acid chelate, copper amino acid chelate, manganese amino acid chelate, sodium selenite, cobalt amino acid chelate, potassium iodide), vitamins (vitamin e supplement, thiamine mononitrate, niacin supplement, d-calcium pantothenate, vitamin a supplement, riboflavin supplement, biotin, vitamin b12 supplement, pyridoxine hydrochloride, vitamin d3 supplement, folic acid), choline chloride, salt.",89229,78.0% max,,"
                        $30.89",wet food,breeder's choice,5.0% min,"all breeds, small breeds, medium breeds, large breeds","sensitive digestion, grain-free, limited ingredient diet","<li>uses only quality ingredients in all our formulas to provide healthy, balanced levels of protein, fat, and nutrients for adult dogs</li>,<li>naturally preserved with mixed tocopherols to ensure freshness and palatability</li>,<li>antioxidant nutrients are added to help support a healthy immune system and overall wellness</li>,<li>avocado is known for being rich in omega 3 and omega 6, which benefits the skin &amp; coat</li>,<li>formulated without corn, wheat or soy</li>","avoderm natural grain-free revolving menu turkey recipe adult & puppy canned dog food,12.5-oz,case of 12",By AvoDerm,pate
4,"
                        $61.99",,adult,4.0% min,87 kcal/container,,"Dog,Food,Wet Food",2.0% max,3,"chicken broth, water sufficient for processing, chicken, carrots, potato starch, chicken liver, eggs, salmon, cod, natural flavor, salt, potassium chloride, tricalcium phosphate, locust bean gum, sodium carbonate, xanthan gum, guar gum, magnesium sulfate, vitamins [vitamin e supplement, thiamine hydrochloride, niacin, vitamin a supplement, pyridoxine hydrochloride, d-calcium pantothenate, riboflavin supplement, folic acid, vitamin d3 supplement, biotin, vitamin b12 supplement], choline chloride, zinc amino acid chelate, iron amino acid chelate, manganese amino acid chelate, copper amino acid chelate, potassium iodide, sodium selenite.",87644,85.0% max,,"
                        $54.99",wet food,trufood,2.5% min,"small breeds, medium breeds, large breeds, all breeds","grain-free, no corn no wheat no soy","<li>a naturally grain-free recipe</li>,<li>contains pure protein and vitamin a for vision health</li>,<li>gives your dog the vital antioxidants he needs</li>,<li>easy-open cups makes plating exciting for dogs</li>,<li>no wheat, corn or soy fillers</li>","wellness trufood tasty pairings with carrots,salmon & cod grain-free dog food trays,5-oz,case of 24",By Wellness,"minced, shredded"
4.2,"
                        $41.99",,adult,10.0% min,,,"Dog,Food,Wet Food",1.5% max,15,"duck, water sufficient for processing, natural flavor, organic guar gum, mixed tocopherols.",83374,75.0% max,united states,"
                        $38.79",wet food,,8.0% min,"all breeds, small breeds, medium breeds, large breeds",grain-free,"<li>premium 95% meat pet foods designed to mimic the archetypal, natural eating patterns of our carnivorous companion animals</li>,<li>one of the few natural canned pet diets on the market that is truly genetically appropriate</li>,<li>devoid of all the modern conventional pet food filler ingredients and additives, including starch ingredients</li>,<li>use as a supplement to wysong dry diets</li>,<li>suitable for dogs, cats &amp; ferrets</li>","wysong epigen duck formula grain-free canned  dog,cat & ferret food,13-oz,case 12",By Wysong,pate
5,"
                        $47.88",,"adult, all stages",8.0% min,253 kcal/13.8oz,,"Dog,Food,Wet Food",1.0% max,4,"king salmon, hoki, potatoes, peas, carrots, lemons, oranges, carrageenan, cassia gums, taurine, calcium carbonate, choline chloride, zinc sulphate, ferrous sulphate, vitamin e supplement, copper sulphate, manganese sulphate, niacin supplement, sodium selenite, thiamine mononitrate, calcium pantothenate, vitamin a supplement, riboflavin supplement, calcium iodate, vitamin b12 supplement, pyridoxine hydrochloride, vitamin d3 supplement, folic acid.",60114,80.0% max,new zealand,"
                        $39.33",wet food,,2.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, sensitive digestion","<li>rich in omega-3 and vitamin e for a healthy skin and coat, king salmon is as nutritious as it is delectable!</li>,<li>this hypoallergenic formula is designed as a low allergy and healthier alternative to diets made from chicken, beef or lamb</li>,<li>lovingly prepared with hoki, a prized new zealand fish, as well as a medley of lemons and oranges, your dog will surely enjoy this gourmet recipe!</li>,<li>hypoallergenic formula makes it the perfect dish for dogs with sensitivities</li>,<li>very lean and low in cholesterol which is perfect for overweight or older dogs</li>","addiction grain-free king salmon & potatoes entree canned dog food,13.8-oz,case of 12",By Addiction,pate
4.2,"
                        $41.03",,"adult, all stages",8.0% min,,,"Dog,Food,Wet Food",2.0% max,11,"water sufficient for processing, soybean meal, soybean oil, brown rice, wheat germ meal, oatmeal, peas, cornmeal, carrots, guar gum, defluorinated tricalcium phosphate, dried brewer's yeast, potatoes, calcium carbonate, choline chloride, sunflower oil, potassium chloride, yucca schidigera extract, zinc amino acid chelate, iron amino acid chelate, salt, vitamin e supplement, copper amino acid chelate, manganese amino acid chelate, niacin, d-calcium pantothenate, sodium selenite, vitamin a supplement, riboflavin supplement (vitamin b2)biotin, thiamine mononitrate (vitamin b1), calcium iodate, pyridoxine hydrochloride (vitamin b6), ergocalciferol (source of vitamin d2),vitamin b12 supplement, cobalt amino acid chelate, folic acid, inositol.",48569,74.0% max,united states,"
                        $28.99",wet food,,6.5% min,"all breeds, small breeds, medium breeds, large breeds",vegetarian,"<li>farm-grown fresh-milled proteins are some of the first listed ingredients.</li>,<li>this product is perfect for all life stages. puppies, adult and senior dogs will thrive on this by-product free food. contains taurine for healthy eyes and heart.</li>,<li>provides all the vitamins, minerals and other essential nutrients that your pup will need to stay healthy. specially formulated to be a complete and balanced diet that your pet will love!</li>,<li>prepared with some of the best ingredients around! there are no artificial flavors, colors, preservative, sweeteners or sugars.</li>,<li>made to quality standards here in the usa!</li>","petguard vegetarian feast dinner canned dog food,13.2-oz,case of 12",By PetGuard,pate
,"
                        $20.48",5.0 pounds,"adult, all stages",10.0% min,"1035 kcal/kg, 293 kcal/tub",,"Dog,Food,Wet Food",1.5% max,,"water sufficient for processing, chicken, wheat gluten, carrots, liver, peas, meat by-products, barley, corn starch-modified, wild rice, rice, artificial and natural flavors, dicalcium phosphate, salt, soy flour, potassium chloride, added color, tricalcium phosphate, zinc sulfate, choline chloride, vitamin e supplement, ferrous sulfate, niacin, copper sulfate, thiamine mononitrate, manganese sulfate, calcium pantothenate, pyridoxine hydrochloride, vitamin b-12 supplement, riboflavin supplement, vitamin a supplement, potassium iodide, folic acid, vitamin d-3 supplement, biotin, sodium selenite.",130959,76.0% max,united states,"
                        $19.70",wet food,purina,2.0% min,"all breeds, large breeds, medium breeds, small breeds",,"<li>deliciously made with finely chopped ingredients you can actually see like chicken, carrots, peas, and wild rice.</li>,<li>provides a complete and balanced diet for dogs of all breeds and ages, even puppies.</li>,<li>enhanced with essential vitamins and minerals to provide all the nutrients your dog needs to stay healthy.</li>,<li>can be given as a meal on its own or used to top dry kibble to delight even the pickiest pups.</li>,<li>convenient freshness-sealed containers with lids are perfect for portion control and can be reused with no messes.</li>","purina beneful chopped blends with chicken,carrots,peas & wild rice wet dog food,10-oz container,case of 8",By Purina Beneful,chunks in gravy
,"
                        $22.09",9.9 pounds,"all stages, adult",8.0% min,"878 kcal/kg, 329 kcal/can",,"Dog,Food,Wet Food",1.0% max,,"sufficient water for processing, chicken source of linoleic acid, meat by-products, wheat flour, wheat gluten, salt, dried peas, dehydrated carrots, sodium tripolyphosphate, natural flavor, guar gum, minerals potassium chloride, magnesium proteinate, zinc sulfate, potassium iodide, copper proteinate, manganese sulfate, copper sulfate, dehydrated potatoes, xanthan gum, added color, vitamins choline chloride, vitamin e supplement, d-calcium pantothenate, biotin, thiamine mononitrate vitamin b1, vitamin a supplement, vitamin d3 supplement, natural smoke flavor, yellow #6, yellow #5.",114386,82.0% max,united states,"
                        $13.48",wet food,,3.0% min,"all breeds, small breeds, medium breeds, large breeds",,"<li>made with high-quality ingredients, including real chicken plus hearty vegetables.</li>,<li>meaty, home-style recipe has a hearty texture that delivers complete and balanced nourishment.</li>,<li>optimal levels of oil and minerals nourish the skin and coat for a luxurious shine.</li>,<li>soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble.</li>,<li>proudly made in the usa with the flavors dogs crave and the nutrition they need.</li>","pedigree homestyle meals hearty chicken & vegetable flavor in gravy canned dog food,13.2-oz,case of 12",By Pedigree,chunks in gravy
5,"
                        $35.99",,"adult, all stages",9.0% min,"980 kcal/kg, 361.62 kcal/can",,"Dog,Food,Wet Food",1.5% max,24,"organic turkey, organic chicken, organic turkey broth, organic coconut oil, organic brussels sprouts, organic kale, organic garbanzo beans, organic lentils, organic strawberries, organic bananas, organic chia seeds, organic liver, organic guar gum, vitamins (vitamin e supplement, niacinamide, l-ascorbyl-2- polyphosphate, calcium pantothenate, thiamine mononitrate, vitamin a acetate, folic acid, riboflavin, biotin, pyridoxine hydrochloride, vitamin b12 supplement, vitamin d3 supplement), minerals (calcium carbonate, zinc sulfate, ferrous sulfate, zinc proteinate, copper sulfate, potassium iodide, copper proteinate, manganese sulfate, selenium yeast, manganese proteinate).",88827,78.0% max,united states,"
                        $34.68",wet food,,7.0% min,"all breeds, small breeds, medium breeds, large breeds","grain-free, gluten free, organic, no corn no wheat no soy","<li>produced with fresh top-quality poultry, seafood and meats, which provides a healthy source of protein for your pet</li>,<li>also use fresh fruits and vegetables such as blueberries, cranberries, zucchini and artichoke to name a few, which are a great source of antioxidants, fiber, vitamins and folic acid</li>,<li>formulated to promote clean nutrition and protection for your pets from exposure to toxins and unhealthy ingredients</li>,<li>made with organic beef, fruits, vegetables, vitamins &amp; minerals for overall wellbeing</li>,<li>no artificial preservatives, colors, flavors, corn, wheat, or soy and made with simple &amp; essential ingredients</li>","party animal cocolicious organic chicken & turkey recipe grain-free canned dog food,12.8-oz,case of 12",By Party Animal,pate
5,"
                        $51.46",,adult,8.0% min,"1,060 kcal/kg, 375 kcal/can",,"Dog,Food,Wet Food",1.0% max,1,"lamb broth, lamb, lamb liver, beef, beef liver, salmon, dried egg product, peas, chickpeas, sunflower oil, guar gum, carrots, natural flavor, menhaden fish oil, salt, sodium phosphate, potassium chloride, pumpkin, inulin, cranberries, blueberries, tomatoes, zinc amino acid chelate, iron amino acid chelate, spinach, choline chloride, vitamin e supplement, copper amino acid chelate, manganese amino acid chelate, sodium selenite, thiamine mononitrate, cobalt amino acid chelate, niacin supplement, d-calcium pantothenate, vitamin a supplement, riboflavin supplement, biotin, vitamin b12 supplement, potassium iodide, pyridoxine hydrochloride, vitamin d3 supplement, folic acid.",78166,82.0% max,united states,"
                        $23.98",wet food,,4.0% min,"all breeds, small breeds, medium breeds, large breeds","sensitive digestion, grain-free, low glycemic","<li>chunks of premium lamb with antioxidant-rich fruits and veggies</li>,<li>made with antioxidant-rich fruits &amp; veggies to support overall health and wellness</li>,<li>features pumpkin and prebiotics for healthy digestion</li>,<li>made without any grains, corn, wheat, soy, artificial colors, flavors or preservatives</li>,<li>chelated minerals for better nutrient absorption</li>","dogswell livefree lamb stew grain-free adult canned dog food,12.5-oz,case of 12",By Dogswell,stew
,,3.17 pounds,"adult, all stages",7.5 % (min),"925 kcal/kg, 93 kcal/tray",,"Dog,Food,Wet Food",1.0% (max),,"meat by-products, water, chicken, beef, smoked bacon (preserved with sodium nitrite), liver, carrageenan, minerals [potassium chloride, zinc sulfate, ferrous sulfate, copper sulfate, manganese sulfate, potassium iodide, sodium selenite], added color, locust bean gum, calcium sulfate, sodium tripolyphosphate, natural and artificial flavors, choline chloride, guar gum, xanthan gum, salt, vitamins [vitamin e supplement, niacin (vitamin b-3), thiamine mononitrate (vitamin b-1), calcium pantothenate (vitamin b-5), pyridoxine hydrochloride (vitamin b-6), vitamin b-12 supplement, riboflavin supplement (vitamin b-2), vitamin a supplement, folic acid (vitamin b-9), vitamin d-3 supplement, biotin (vitamin b-7)], sodium nitrite (to promote color retention).",135835,82.0% (max),united states,"
                        $10.80",wet food,purina,3.5% (min),"extra small & toy breeds, small breeds",,"<li>formulated for small dogs with high-protein chicken, beef and smoked bacon in savory juices for a taste and texture dogs find irresistible.</li>,<li>super premium wet dog food is loaded with immune-boosting antioxidants, muscle-nourishing protein, vitamins and minerals.</li>,<li>provides a 100% complete and balanced diet for adult small breeds, and is higher in nutrients for small dogs’ higher metabolisms.</li>,<li>single-serve, easy-to-open trays make mealtime a cinch and can be given on their own or as a delicious meal topper for kibble.</li>,<li>produced in usa facilities with careful safety and quality checks to guarantee the best ingredients for your pampered pooch.</li>","purina bella with beef & smoked bacon in savory juices small breed dog food trays,3.5-oz,case of 12",By Purina Bella,pate
4,"
                        $19.12",,"adult, all stages",12.0% min,"2.8 oz can: 1,120 kcal/kg, 89 kcal/can; 14.1 oz can: 1,120 kcal/kg, 448 kcal/can","2.8-oz, case of 12","Dog,Food,Wet Food",1.5% max,12,"ahi tuna 44%, tuna consomme 41%, brown rice 4%, carrot 4%, egg 3%, sunflower seed oil 1%, contains less than 1% of the following: calcium lactate, garlic, kale, dicalcium phosphate, tuna fish oil, choline chloride, vitamin e supplement, zinc sulfate, ferrous sulfate, thiamine mononitrate, niacin, calcium pantothenate, manganese sulphate, vitamin a acetate, potassium iodide, copper sulfate, riboflavin supplement, pyridoxine hydrochloride, vitamin d3 supplement, folic acid, vitamin b12 supplement.",49139,78.0% max,,"
                        $17.21",wet food,,2.0% min,"all breeds, small breeds, medium breeds, large breeds","high-protein, low glycemic, gluten free, no corn no wheat no soy","<li>low grain, zero carb gourmet dog food made with ahi tuna loins, brown rice, carrots, chopped whole scrambled egg, baby prawns and other nutritious whole food ingredients</li>,<li>ahi tuna consommé is great for adding extra moisture to your dog's diet and helps mimic a biologically appropriate diet</li>,<li>starch and flour free, zero glycemic index</li>,<li>high in protein and suitable for all life stages</li>,<li>ahi tuna is highly palatable, rich in essential omega fatty acids, and beneficial for dogs suffering protein allergies, also helps with skin and coat repair</li>",tiki dog pipeline luau ahi tuna on brown rice canned dog food,By Tiki Dog,shredded
4.6,"
                        $38.67",,"adult, all stages",11.0% min,373 kcal/can,,"Dog,Food,Wet Food",1.0% max,16,"organic beef liver, organic beef broth, organic guar gum, carrageenan, potassium chloride, minerals (calcium carbonate, zinc proteinate, iron carbonate, copper proteinate, manganese iodate, calcium iodate, sodium selenite), vitamins (vitamin a acetate, vitamin e supplement, vitamin d3 supplement, vitamin b12 supplement, choline chloride, niacin, calcium pantothenate, riboflavin, thiamine mononitrate, folic acid).",48338,78.0% max,,"
                        $28.79",wet food,,2.5% min,"all breeds, small breeds, medium breeds, large breeds","sensitive digestion, grain-free, organic","<li>a grain-free formula that's suitable for all life stages</li>,<li>first and primary ingredient is a single source of organic protein</li>,<li>this formula is highly palatable and digestible</li>,<li>no artificial flavors, colors, preservatives, corn or wheat</li>,<li>certified by oregon tilth for a wholesome meal any pup would enjoy</li>","newman's own organics grain-free liver canned dog food,12-oz,case of 12",By Newman's Own Organics,pate
4.9,"
                        $23.69",,"all stages, adult",,"949 kcal/kg, 355 kcal/13.2 oz can",,"Dog,Food,Wet Food",,9,"turkey broth, turkey, chicken liver, dried egg product, sweet potatoes, guar gum, peas, sodium phosphate, flaxseed meal, tricalcium phosphate, potassium chloride, salt, natural flavor, minerals (zinc amino acid chelate, iron amino acid chelate, coper amino acide chelate, magnase amino acid chelate, sodium selenite, cobalt amino acid chelate, potassium iodide), choline chloride, vitamins (vitamin e supplement, thiamine monitrate, niacin supplement, d-calcium panthothenate, vitamin a supplement, riboflavin supplement, biotin, vitamin b12 supplement, pyridoxine hydrocloride, vitamin d3 supplement, folic acid) xanthan gum.",79636,,united states,"
                        $16.99",wet food,,,"all breeds, small breeds, medium breeds, large breeds",grain-free,"<li>natural grain-free canned dog food recipe made with real turkey &amp; sweet potato with no meat by-products, artificial colors or flavors added</li>,<li>formula contains added vitamins and minerals to make this a complete and balanced meal for adult dogs with all the nutrition they need for a happy lifestyle</li>,<li>contains an optimal balance of protein, fat and carbohydrates</li>,<li>recipe contains premium, wholesome ingredients that are sure to make your dog wag their tail with delight at mealtime</li>,<li>made in the usa!</li>","triumph grain-free turkey & sweet potato stew canned dog food,13.2-oz,case of 12",By Triumph,pate
4.5,"
                        $57.46",,"adult, all stages",8.0% min,"119 kcal/100g, 471.24 kcal/can",,"Dog,Food,Wet Food",0.7% max,4,"lamb tripe, water, quinoa, potato, blueberry.",71120,79.0% max,united states,"
                        $39.48",wet food,tripett,5.5% min,"all breeds, small breeds, medium breeds, large breeds","sensitive digestion, limited ingredient diet, grain-free, gluten free","<li>this grain and gluten-free, limited ingredient food is crafted from only 5 ingredients. it's prefect for pets that have sensitivities or allergies to common foods.</li>,<li>it's highly palatable and packed with quality ingredients like quinoa and blueberries for an antioxidant boost. it doesn't contain gums, binders, or fillers, so you can feel confident about feeding your loved one.</li>,<li>perfect to add to a raw diet, or top a dry kibble with. tripe helps to promote cleaner teeth, a healthy, lustrous skin and coat, and can help put a spring back in your elderly dog's step.</li>,<li>a great option for those picky eaters who get bored easily. adding a little bit of petkind's lamb tripe introduces a new protein to your pup's diet and helps switch things up.</li>,<li>made in the usa!</li>","petkind that's it! lamb tripe grain-free canned dog food,13-oz,case of 12",By PetKind,pate
4.9,"
                        $59.03",20.4 pounds,puppy,7.5% min,"1,073 kcal/kg, 413 kcal/13.6 oz can",,"Dog,Food,Wet Food",2.0% max,7,"water sufficient for processing, chicken, chicken liver, pork by-products, salmon, corn meal, rice flour, brewers rice, powdered cellulose, natural flavors, guar gum, sodium silico aluminate, sodium tripolyphosphate, carrageenan, potassium chloride, tricalcium phosphate, casein, taurine, fish oil, hydrolyzed yeast, vitamins [dl-alpha tocopherol acetate (source of vitamin e), l-ascorbyl-2-polyphosphate (source of vitamin c), biotin, thiamine mononitrate (vitamin b1), niacin supplement, d-calcium pantothenate, riboflavin supplement, pyridoxine hydrochloride (vitamin b6), vitamin b12 supplement, folic acid, vitamin d3 supplement], trace minerals [zinc oxide, ferrous sulfate, zinc proteinate, copper sulfate, manganous oxide, sodium selenite, calcium iodate], choline chloride, marigold extract (tagetes erecta l.).",65210,76.0% max,united states,"
                        $53.12",wet food,royal canin,4.0% min,"all breeds, small breeds, medium breeds, large breeds","sensitive digestion, prescription food","<li>highly palatable, veterinary exclusive canned diet that provides complete and balanced nutrition for healthy development in puppies</li>,<li>formulated with a specific nutrient blend to help regulate intestinal transit and to help support the intestinal microflora</li>,<li>promotes appetite satisfaction with a selection and formulation of exclusive, natural flavors to help guarantee exceptional palatability</li>,<li>inclusion of several key nutrients reinforce the coat’s natural beauty and help protect puppy's delicate skin</li>,<li>contains a synergistic antioxidant blend of vitamin c, vitamin e, lutein and taurine to support immune health</li>","royal canin veterinary diet development puppy canned dog food,13.6-oz,case of 24",By Royal Canin Veterinary Diet,pate
