rating,list_price,weight,brand,lifestage,itemnumber,specialdiet,product_list,foodform,breedsize,review_count,price,madein,company,foodtexture
4.9,"
                        $72.89",,,"adult, all stages",82305,grain-free,lotus just juicy beef shank stew grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $70.68",united states,Lotus,stew
3.9,"
                        $27.49",,,adult,51039,"low-protein, prescription food","hi-tor veterinary select neo diet canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $24.19",united states,HI-TOR,pate
5,"
                        $47.99",,,"adult, all stages",49131,"high-protein, low glycemic, gluten free, no corn no wheat no soy","tiki dog kohala luau ahi tuna & chicken on brown rice with tiger prawns canned dog food,14-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $45.24",,Tiki Dog,shredded
,,3.17 pounds,purina,"adult, all stages",135829,,"purina bella with chicken & liver in savory juices small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",,"
                        $10.80",united states,Purina Bella,pate
5,"
                        $38.60",5 ounces,,"all stages, adult",115352,"grain-free, organic",tender & true organic chicken & liver recipe grain- free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $34.99",united states,Tender & True,pate
4.5,"
                        $50.16",,firstmate,"adult, all stages",110199,"grain-free, gluten free","kasiks wild coho salmon formula grain-free canned dog food,12.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $37.08",canada,KASIKS,pate
5,"
                        $61.89",,,"adult, all stages",82314,grain-free,lotus just juicy pork shoulder stew grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $59.88",united states,Lotus,stew
4.4,,,petcurean,"all stages, adult",63556,"grain-free, no corn no wheat no soy, gluten free","go! fit + free grain-free chicken,turkey & duck stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $44.28",,Go!,stew
,"
                        $35.88",9.38 pounds,blue life protection,adult,136267,"grain-free, no corn no wheat no soy","blue buffalo colorado roast with lamb,peas & apples grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, large breeds, medium breeds, small breeds",,"
                        $32.99",united states,lue Buffalo,chunks in gravy
5,,,purina,adult,100657,,"mighty dog chicken & smoked bacon combo canned dog food,5.5-oz,case of 24",wet food,"small breeds, extra small & toy breeds",2,"
                        $18.99",united states,Mighty Dog,minced
4.5,"
                        $51.48",,,"adult, all stages",85493,"gmo-free, grain-free",weruva that's my jam! with chicken & lamb in gelee grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $48.96",,Weruva,aspic / gelee
5,"
                        $28.07",,breeder's choice,"adult, all stages",46691,,"avoderm natural original formula canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $27.49",,AvoDerm,pate
,,11.73 pounds,,"adult, all stages",135638,"grain-free, no corn no wheat no soy","purina one smartblend true instinct classic ground with real game bird dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $19.15",united states,Purina ONE,ground
4,,3.29 pounds,,adult,126276,no corn no wheat no soy,"triumph meals of victory with venison in savory juices dog food trays,3.5-oz,case of 15",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $12.99",united states,Triumph,bits in broth
,"
                        $28.56",7.0 pounds,,adult,117835,"gluten free, no corn no wheat no soy, grain-free","whole earth farms small breed recipe duck dinner grain-free canned dog food,3.2-oz,case of 24",wet food,"extra small & toy breeds, small breeds",,"
                        $24.96",united states,Whole Earth Farms,stew
,"
                        $22.63",9.9 pounds,,"all stages, adult",114392,,"pedigree homestyle meals prime rib,rice & vegetable flavor in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $20.16",united states,Pedigree,chunks in gravy
5,"
                        $38.26",,breeder's choice,adult,89229,"sensitive digestion, grain-free, limited ingredient diet","avoderm natural grain-free revolving menu turkey recipe adult & puppy canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $30.89",,AvoDerm,pate
4,"
                        $61.99",,trufood,adult,87644,"grain-free, no corn no wheat no soy","wellness trufood tasty pairings with carrots,salmon & cod grain-free dog food trays,5-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",3,"
                        $54.99",,Wellness,"minced, shredded"
4.2,"
                        $41.99",,,adult,83374,grain-free,"wysong epigen duck formula grain-free canned  dog,cat & ferret food,13-oz,case 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $38.79",united states,Wysong,pate
5,"
                        $47.88",,,"adult, all stages",60114,"grain-free, sensitive digestion","addiction grain-free king salmon & potatoes entree canned dog food,13.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $39.33",new zealand,Addiction,pate
4.2,"
                        $41.03",,,"adult, all stages",48569,vegetarian,"petguard vegetarian feast dinner canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $28.99",united states,PetGuard,pate
,"
                        $20.48",5.0 pounds,purina,"adult, all stages",130959,,"purina beneful chopped blends with chicken,carrots,peas & wild rice wet dog food,10-oz container,case of 8",wet food,"all breeds, large breeds, medium breeds, small breeds",,"
                        $19.70",united states,Purina Beneful,chunks in gravy
,"
                        $22.09",9.9 pounds,,"all stages, adult",114386,,"pedigree homestyle meals hearty chicken & vegetable flavor in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $13.48",united states,Pedigree,chunks in gravy
5,"
                        $35.99",,,"adult, all stages",88827,"grain-free, gluten free, organic, no corn no wheat no soy","party animal cocolicious organic chicken & turkey recipe grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",24,"
                        $34.68",united states,Party Animal,pate
5,"
                        $51.46",,,adult,78166,"sensitive digestion, grain-free, low glycemic","dogswell livefree lamb stew grain-free adult canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $23.98",united states,Dogswell,stew
,,3.17 pounds,purina,"adult, all stages",135835,,"purina bella with beef & smoked bacon in savory juices small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",,"
                        $10.80",united states,Purina Bella,pate
4,"
                        $19.12",,,"adult, all stages",49139,"high-protein, low glycemic, gluten free, no corn no wheat no soy",tiki dog pipeline luau ahi tuna on brown rice canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $17.21",,Tiki Dog,shredded
4.6,"
                        $38.67",,,"adult, all stages",48338,"sensitive digestion, grain-free, organic","newman's own organics grain-free liver canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $28.79",,Newman's Own Organics,pate
4.9,"
                        $23.69",,,"all stages, adult",79636,grain-free,"triumph grain-free turkey & sweet potato stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $16.99",united states,Triumph,pate
4.5,"
                        $57.46",,tripett,"adult, all stages",71120,"sensitive digestion, limited ingredient diet, grain-free, gluten free","petkind that's it! lamb tripe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $39.48",united states,PetKind,pate
4.9,"
                        $59.03",20.4 pounds,royal canin,puppy,65210,"sensitive digestion, prescription food","royal canin veterinary diet development puppy canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $53.12",united states,Royal Canin Veterinary Diet,pate
,,4.875 pounds,,"adult, all stages",130167,"grain-free, no corn no wheat no soy","i and love and you beef booyah & lambarama stew grain-free combo pack canned dog food,13-oz,case of 6",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $15.99",united states,I and Love and You,stew
4.4,"
                        $38.28",,organix,"all stages, adult",54988,"gmo-free, grain-free, organic","castor & pollux organix grain-free organic turkey,carrot & potato recipe adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $30.50",united states,Castor & Pollux,pate
3.7,"
                        $28.56",7.0 pounds,,adult,117832,"gluten free, grain-free, no corn no wheat no soy","whole earth farms small breed recipe chicken dinner grain-free canned dog food,3.2-oz,case of 24",wet food,"extra small & toy breeds, small breeds",3,"
                        $24.96",united states,Whole Earth Farms,stew
4.8,"
                        $43.99",,,"adult, all stages",109335,grain-free,"dave's pet food grain-free chicken,sweet potato & quinoa recipe canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $25.99",united states,Dave's Pet Food,pate
5,,,,adult,79759,no corn no wheat no soy,"evolve turkey formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $26.08",united states,Evolve,pate
4.2,"
                        $28.55",,,"adult, all stages",48557,,"petguard chicken stew in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $25.67",united states,PetGuard,pate
5,"
                        $35.88",9.375 pounds,blue life protection,adult,136262,"grain-free, no corn no wheat no soy","blue buffalo texas bbq with beef & yukon gold potatoes grain-free canned dog food,12.5-oz,case of 12",wet food,"all breeds, large breeds, medium breeds, small breeds",1,"
                        $32.99",united states,lue Buffalo,chunks in gravy
5,,,,"adult, all stages",99495,"grain-free, no corn no wheat no soy","dave's pet food stewlicious grain-free fisherman stew canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $31.08",united states,Dave's Pet Food,stew
4.8,"
                        $29.88",,,"adult, all stages",99447,"sensitive digestion, grain-free","chicken soup for the soul beef & legumes stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $23.88",united states,Chicken Soup,pate
5,"
                        $62.16",,wellness core,adult,87679,"high-protein, grain-free","wellness core chunky centers with lamb,turkey & kale grain-free wet dog food,6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $58.99",,Wellness,"pate, chunks in gravy"
4.1,,,,"adult, all stages",60027,"no corn no wheat no soy, grain-free, gluten free","evanger's grain-free hand packed catch of the day canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",16,"
                        $38.75",united states,Evanger's,chunks in gravy
4.7,"
                        $38.28",,organix,"all stages, adult",54985,"gmo-free, grain-free, organic","castor & pollux organix grain-free organic chicken & potato recipe adult canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $30.50",united states,Castor & Pollux,pate
,"
                        $29.88",,,"adult, all stages",99445,grain-free,"chicken soup for the soul chicken & duck stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $23.88",united states,Chicken Soup,pate
4.7,,,,"adult, all stages",93278,"no corn no wheat no soy, grain-free","party animal cocolicious 95% wholesome duck grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $34.68",united states,Party Animal,pate
4.4,"
                        $69.99",,,adult,85710,,"caru real chicken stew grain-free wet dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $59.88",united states,Caru,stew
,"
                        $26.13",,,adult,79767,,"evolve nature's menu chicken & pasta dinner in gravy canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $20.28",united states,Evolve,chunks in gravy
4.5,"
                        $34.07",,,"all stages, adult",115069,"no corn no wheat no soy, grain-free, gluten free","hound & gatos salmon & lamb liver formula grain-free canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",11,"
                        $31.48",united states,Hound & Gatos,pate
4.5,,,vets choice,"adult, all stages",102045,"grain-free, gluten free, gmo-free, no corn no wheat no soy","health extension grain-free chunky chicken stew canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $28.68",united states,Health Extension,stew
5,"
                        $61.99",,trufood,"adult, all stages",87638,"grain-free, no corn no wheat no soy","wellness trufood tasty pairings with green beans,beef & lamb liver grain-free dog food trays,5-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",2,"
                        $54.99",,Wellness,"minced, shredded"
4.6,,,,adult,79753,no corn no wheat no soy,"evolve chicken formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $26.08",united states,Evolve,pate
3.7,"
                        $26.32",4.0 pounds,blue earth's essentials,adult,122565,no corn no wheat no soy,"blue buffalo earth's essentials pacific feast salmon & lentil in gravy recipe dog food trays,8-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $21.99",,lue Buffalo,chunks in gravy
,"
                        $18.00",,,adult,110520,,"cesar home delights scramble with turkey,spinach and cheese dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $16.80",united states,Cesar,chunks in gravy
2.6,,,,"adult, all stages",108523,grain-free,"canine caviar 97% salmon grain-free canned dog food supplement,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",14,"
                        $34.65",new zealand,Canine Caviar,pate
5,"
                        $35.99",,,"adult, all stages",88833,"grain-free, gluten free, no corn no wheat no soy","party animal cocolicious tender pork & lamb recipe grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",2,"
                        $34.68",united states,Party Animal,pate
5,"
                        $66.96",,,adult,88189,"sensitive digestion, grain-free, no corn no wheat no soy","redbarn naturals turkey pate healthy digestion grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $33.48",united states,Redbarn,pate
4.8,"
                        $32.99",,,"adult, all stages",59983,"sensitive digestion, organic, grain-free",newman's own organics grain-free 95% turkey & liver dinner canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",12,"
                        $29.99",united states,Newman's Own Organics,pate
4.6,"
                        $47.88",,,"adult, all stages",55598,"gmo-free, grain-free",weruva marbella paella with mackerel & pumpkin in aspic grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $45.07",,Weruva,aspic / gelee
4.5,"
                        $29.88",,breeder's choice,adult,46689,weight control,"avoderm natural rice & chicken formula weight control canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $28.39",,AvoDerm,pate
4.9,,,,"all stages, adult",115060,"no corn no wheat no soy, grain-free, gluten free","hound & gatos lamb,chicken & salmon formula grain-free canned dog food,13-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",8,"
                        $35.99",united states,Hound & Gatos,pate
4.9,"
                        $29.88",,,adult,93374,"grain-free, no corn no wheat no soy","under the sun grain-free duck formula canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $27.47",united states,Under the Sun,pate
5,"
                        $19.99",,purina,adult,83086,,"purina pro plan savory meals grilled ocean whitefish entree with brown rice wet dog food,10-oz tub,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $17.44",united states,Purina Pro Plan,grilled
4.8,"
                        $13.99",,,adult,101053,,variety pet foods mixables beef lovers variety pack dog food pouches,wet food,"medium breeds, small breeds, large breeds, all breeds",6,"
                        $12.98",united states,Variety Pet Foods,chunks in gravy
,"
                        $32.28",,,adult,98701,"gluten free, grain-free, no corn no wheat no soy","solid gold sunday sunrise lamb,sweet potato & pea recipe grain-free small & medium breed canned dog food,13-oz can,case of 12",wet food,"small breeds, medium breeds",,"
                        $31.50",united states,Solid Gold,pate
4.3,"
                        $29.88",,,"adult, all stages",63011,grain-free,"redbarn naturals chicken stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $26.51",united states,Redbarn,stew
3.9,"
                        $42.58",,,"adult, all stages",47326,"no corn no wheat no soy, grain-free, gluten free","evanger's grain-free hand packed chunky chicken casserole dinner canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $39.99",united states,Evanger's,chunks in gravy
,,9.9 pounds,,"all stages, adult",114279,,"pedigree choice cuts in gravy with lamb & vegetables canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",,"
                        $15.99",united states,Pedigree,chunks in gravy
4.6,"
                        $22.35",,,adult,79624,,"triumph chicken,rice 'n vegetable formula canned dog food",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $15.99",united states,Triumph,pate
3.9,"
                        $41.45",,,"adult, all stages",52644,"grain-free, gluten free, no corn no wheat no soy","evanger's signature series slow cooked beef stew grain-free canned dog food,12-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $36.41",united states,Evanger's,stew
5,"
                        $35.88",,natural ultramix,adult,50051,,"castor & pollux natural ultramix chicken,vegetable & brown rice stew adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $33.99",united states,Castor & Pollux,stew
3,"
                        $20.28",,,"adult, all stages",108460,"limited ingredient diet, grain-free","canidae grain-free pure petite terrine style dinner with chicken & peas small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",2,"
                        $18.05",united states,CANIDAE,pate
3.8,"
                        $39.22",,breeder's choice,adult,89225,"sensitive digestion, limited ingredient diet, grain-free","avoderm natural grain-free revolving menu beef recipe adult & puppy canned dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $30.89",,AvoDerm,pate
3.3,"
                        $38.50",,natural ultramix,adult,50056,"grain-free, no corn no wheat no soy","castor & pollux natural ultramix beef & vegetable dinner grain-free adult canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $35.99",united states,Castor & Pollux,stew
3.8,"
                        $29.49",,,"all stages, adult",115063,"no corn no wheat no soy, grain-free, gluten free","hound & gatos pork formula grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, large breeds, medium breeds, small breeds",11,"
                        $26.54",united states,Hound & Gatos,pate
4.9,"
                        $38.10",,,"all stages, adult",48562,organic,"petguard organic chicken & vegetable entree canned dog food,12.7-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $33.99",united states,PetGuard,pate
5,"
                        $26.32",4.0 pounds,blue earth's essentials,adult,122561,no corn no wheat no soy,"blue buffalo earth's essentials mountaintop medley lamb & barley in gravy recipe dog food trays,8-oz,case of 8",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $21.99",,lue Buffalo,chunks in gravy
5,"
                        $65.40",10.32 pounds,ziwipeak,"adult, all stages",114617,"grain-free, no corn no wheat no soy","ziwi peak tripe & lamb canned dog food,13.75-oz,case of 12",wet food,"small breeds, medium breeds, large breeds, all breeds",2,"
                        $62.16",new zealand,Ziwi,pate
5,"
                        $61.99",,trufood,"adult, all stages",87640,"grain-free, no corn no wheat no soy","wellness trufood tasty pairings with pumpkin,lamb & duck grain-free dog food trays,5-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",4,"
                        $54.99",,Wellness,"minced, shredded"
4.4,"
                        $41.83",,,adult,83376,grain-free,"wysong epigen turkey formula grain-free canned  dog,cat & ferret food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $38.79",united states,Wysong,pate
4.5,"
                        $20.76",,purina,adult,100686,,"mighty dog porterhouse steak flavor in gravy canned dog food,5.5-oz,case of 24",wet food,"extra small & toy breeds, small breeds",2,"
                        $19.40",united states,Mighty Dog,chunks in gravy
4.8,,,,"adult, all stages",82299,grain-free,lotus wholesome beef & asparagus stew grain-free canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $51.48",united states,Lotus,stew
4.1,"
                        $55.25",,tripett,"adult, all stages",71111,"sensitive digestion, limited ingredient diet, grain-free, gluten free","petkind that's it! venison tripe formula grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $39.48",united states,PetKind,pate
4.5,"
                        $35.88",,natural ultramix,adult,65680,"grain-free, no corn no wheat no soy","castor & pollux natural ultramix duck & venison,green beans with minnesota wild rice entree adult canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",11,"
                        $33.99",united states,Castor & Pollux,stew
4.5,"
                        $34.85",,precise,"all stages, adult",51111,"no corn no wheat no soy, grain-free","precise holistic complete beef with vegetables formula in gravy grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $28.68",united states,Precise Holistic Complete,pate
,,4.5 pounds,purina,"adult, all stages",131002,,"purina beneful incredibites with salmon,tomatoes,carrots & wild rice canned dog food,3-oz,case of 24",wet food,"all breeds, large breeds, medium breeds, small breeds",,"
                        $14.99",united states,Purina Beneful,chunks in gravy
5,"
                        $18.00",,,adult,109798,,"cesar home delights country stew with vegetables dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $16.80",,Cesar,pate
5,,,,"adult, all stages",99499,"grain-free, no corn no wheat no soy","dave's pet food stewlicious grain-free hearty beef stew canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $31.08",united states,Dave's Pet Food,stew
4.5,"
                        $37.68",,,"all stages, adult",91022,"grain-free, gmo-free","weruva dogs in the kitchen goldie lox with chicken & wild caught salmon au jus grain-free canned dog food,10-oz can,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",4,"
                        $35.76",,Weruva,bits in broth
4.9,"
                        $61.99",,trufood,"adult, all stages",87636,"grain-free, no corn no wheat no soy","wellness trufood tasty pairings with chicken,carrots & duck grain-free dog food trays,5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $54.99",,Wellness,"minced, shredded"
4.4,"
                        $20.79",,,"adult, all stages",66588,"gluten free, no corn no wheat no soy","dave's pet food naturally healthy beef & rice recipe canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $19.99",united states,Dave's Pet Food,pate
4.5,,,petcurean,"adult, all stages",63568,"sensitive digestion, grain-free, gluten free, no corn no wheat no soy","go! sensitivity + shine grain-free duck pate formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",8,"
                        $44.28",canada,Go!,pate
5,"
                        $29.88",2.625 pounds,organix,"adult, all stages",131168,"organic, grain-free","castor & pollux organix tiny feasts grain-free organic chicken recipe dog food trays,3.5 oz,case of 12",wet food,"extra small & toy breeds, small breeds",2,"
                        $25.08",united states,Castor & Pollux,pate
5,"
                        $20.28",,,"adult, all stages",108452,"limited ingredient diet, grain-free","canidae grain-free pure petite cacciatore style dinner with lamb & carrots in sauce small breed dog food trays,3.5-oz,case of 12",wet food,"extra small & toy breeds, small breeds",1,"
                        $18.05",united states,CANIDAE,chunks in gravy
4.4,"
                        $29.42",,,adult,101059,,"variety pet foods mixables poultry lovers variety pack dog food pouches,5.3-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $13.49",united states,Variety Pet Foods,chunks in gravy
5,"
                        $66.96",,,adult,88182,"grain-free, no corn no wheat no soy","redbarn naturals chicken pate joint health grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $28.91",united states,Redbarn,pate
4.4,"
                        $61.99",,trufood,"adult, all stages",87634,"grain-free, no corn no wheat no soy","wellness trufood tasty pairings with chicken,green beans & chicken liver grain-free dog food trays,5-oz,case of 24",wet food,"small breeds, medium breeds, large breeds, all breeds",7,"
                        $54.99",,Wellness,"minced, shredded"
4.8,"
                        $37.99",,precise,"all stages, adult",53915,no corn no wheat no soy,"precise naturals chicken & rice foundation formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $28.99",united states,Precise Naturals,pate
3.8,,9.375 pounds,,adult,121553,,"caru daily dish chicken stew grain-free wet dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",6,"
                        $35.88",united states,Caru,stew
5,,9.375 pounds,,adult,121535,,"caru daily dish beef with chicken stew grain-free wet dog food,12.5-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",3,"
                        $35.88",united states,Caru,stew
4.6,,,,"adult, all stages",93282,"no corn no wheat no soy, grain-free","party animal cocolicious 95% wholesome pork grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $34.68",united states,Party Animal,pate
4.2,,,,"adult, all stages",93272,"no corn no wheat no soy, organic, grain-free","party animal cocolicious 95% organic beef grain-free canned dog food,12.8-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $34.68",united states,Party Animal,pate
4.5,,,,"all stages, adult",52617,"no corn no wheat no soy, grain-free, gluten free, limited ingredient diet","evanger's grain-free chicken canned dog & cat food,6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",21,"
                        $40.07",united states,Evanger's,pate
4.8,"
                        $27.45",,,"adult, all stages",53557,grain-free,halo turkey & chickpea recipe grain-free small breed canned dog food,wet food,"all breeds, small breeds, medium breeds, large breeds",21,"
                        $22.99",united states,Halo,shredded
4.5,"
                        $33.99",,,"all stages, adult",115037,"no corn no wheat no soy, grain-free, gluten free","hound & gatos beef formula grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, large breeds, medium breeds, small breeds",10,"
                        $30.11",united states,Hound & Gatos,pate
4,"
                        $20.22",,purina,adult,100704,,"mighty dog thick-sliced chicken dinner in gravy canned dog food,5.5-oz,case of 24",wet food,"extra small & toy breeds, small breeds",1,"
                        $18.22",united states,Mighty Dog,chunks in gravy
4.8,"
                        $54.30",20.4 pounds,royal canin,adult,65192,"sensitive digestion, prescription food","royal canin veterinary diet adult canned dog food,13.6-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",5,"
                        $48.87",united states,Royal Canin Veterinary Diet,pate
4.9,"
                        $55.99",,petcurean,"adult, all stages",63557,"sensitive digestion, grain-free, gluten free, no corn no wheat no soy","go! sensitivity + shine grain-free freshwater trout & salmon pate formula canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",15,"
                        $44.28",canada,Go!,pate
4.8,"
                        $31.08",,,"adult, all stages",63009,grain-free,"redbarn naturals beef stew grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",9,"
                        $29.88",united states,Redbarn,stew
4.9,"
                        $64.27",,,"all stages, adult",54305,"grain-free, gluten free, no corn no wheat no soy","nature's logic venison feast grain-free canned dog food,13.2-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",10,"
                        $61.08",united states,Nature's Logic,minced
5,"
                        $29.88",,,"adult, all stages",47141,"grain-free, no corn no wheat no soy","dogswell vitality lamb & sweet potato stew recipe grain-free canned dog food,13-oz,case of 12",wet food,"all breeds, small breeds, medium breeds, large breeds",7,"
                        $25.99",united states,Dogswell,stew
5,"
                        $18.00",,,adult,109800,,"cesar home delights new york strip steak flavor with potatoes & summer vegetables dog food trays,3.5-oz,case of 24",wet food,"all breeds, small breeds, medium breeds, large breeds",1,"
                        $16.80",,Cesar,pate
