,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture
450,23.99,9.375,blue buffalo homestyle recipe healthy weight chicken dinner with garden vegetables & brown rice ,Blue Buffalo,Blue Buffalo,4.7,54.0,pate
451,27.48,9.899999999999999,taste of the wild wetlands grain-free ,Taste of the Wild,Taste of the Wild,4.7,96.0,chunks in gravy
452,10.99,9.899999999999999,pedigree choice cuts in gravy variety pack chicken & lamb ,Pedigree,Pedigree,4.4,13.0,chunks in gravy
453,21.14,4.125,nature's recipe chicken & wild salmon recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.6,34.0,bits in broth
454,14.16,5.0,purina beneful prepared meals savory rice & lamb stew with peas & carrots wet dog food,Purina Beneful,Purina,4.8,23.0,stew
455,12.48,9.899999999999999,"nature's recipe easy-to-digest lamb,rice & barley recipe cuts in gravy stew ",Nature's Recipe,Nature's Recipe,3.9,21.0,stew
456,31.44,9.899999999999999,merrick classic grain-free smothered comfort recipe ,Merrick,Merrick,4.4,92.0,chunks in gravy
457,17.24,9.75,"iams proactive health adult beef,rice,carrots & green beans flavor chunks in gravy ",Iams,Iams,4.8,37.0,chunks in gravy
458,16.80,0,cesar gourmet filets multi-pack dog food trays,Cesar,Cesar,4.8,19.0,bits in broth
459,33.99,9.375,wellness beef stew with carrots & potatoes grain-free ,Wellness,Wellness,4.8,86.0,stew
460,18.85,9.600000000000001,hill's science diet adult savory stew with chicken & vegetables ,Hill's Science Diet,Hill's,4.7,30.0,stew
461,38.46,10.5,weruva paw lickin' chicken in gravy grain-free ,Weruva,Weruva,4.8,121.0,chunks in gravy
462,36.99,9.75,hill's prescription diet metabolic weight management chicken flavor ,Hill's Prescription Diet,Hill's,4.7,69.0,pate
463,35.49,9.75,hill's prescription diet u/d urinary care chicken flavor ,Hill's Prescription Diet,Hill's,4.7,64.0,pate
464,18.85,9.75,hill's science diet adult 7+ turkey & barley entree ,Hill's Science Diet,Hill's,4.5,45.0,minced
465,24.98,7.875,cesar canine cuisine and home delights club variety pack dog food trays,Cesar,Cesar,4.9,17.0,"bits in broth, pate"
466,7.98,0.8125,purina one smartblend true instinct classic ground grain-free variety pack ,Purina ONE,Purina,4.6,16.0,chunks in gravy
467,19.94,0.625,purina beneful prepared meals variety pack wet dog food,Purina Beneful,Purina,4.6,19.0,stew
468,27.48,9.899999999999999,taste of the wild southwest canyon grain-free ,Taste of the Wild,Taste of the Wild,4.4,105.0,chunks in gravy
469,27.48,9.899999999999999,taste of the wild sierra mountain grain-free ,Taste of the Wild,Taste of the Wild,4.7,108.0,chunks in gravy
470,8.38,2.625,cesar savory delights multipack dog food trays,Cesar,Cesar,4.9,44.0,pate
471,31.44,9.899999999999999,merrick classic grain-free wingaling recipe ,Merrick,Merrick,4.7,101.0,chunks in gravy
472,33.99,9.375,wellness chicken stew with peas & carrots grain-free ,Wellness,Wellness,4.7,108.0,stew
473,29.11,9.375,blue buffalo basics limited ingredient grain-free salmon & potato recipe ,Blue Buffalo,Blue Buffalo,4.7,67.0,pate
474,73.09,20.4,royal canin veterinary diet selected protein adult pd ,Royal Canin Veterinary Diet,Royal Canin,4.8,60.0,pate
475,31.44,9.899999999999999,merrick grain-free 96% real chicken ,Merrick,Merrick,4.8,73.0,pate
476,37.49,9.75,hill's prescription diet l/d liver care original ,Hill's Prescription Diet,Hill's,4.6,80.0,pate
477,25.99,9.375,blue buffalo wilderness turkey & chicken grill grain-free senior ,Blue Buffalo,Blue Buffalo,4.8,72.0,pate
478,29.99,9.375,blue buffalo wilderness wolf creek stew hearty beef stew grain-free adult ,Blue Buffalo,Blue Buffalo,4.7,47.0,stew
479,21.24,9.524999999999999,whole earth farms grain-free chicken & turkey recipe ,Whole Earth Farms,Whole Earth Farms,4.5,166.0,pate
480,23.97,9.375,blue buffalo homestyle recipe puppy chicken dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.8,71.0,pate
481,12.48,9.899999999999999,"nature's recipe easy-to-digest lamb,rice & barley recipe homestyle ground ",Nature's Recipe,Nature's Recipe,3.9,50.0,minced
482,33.99,9.375,"wellness core grain-free turkey,chicken liver & turkey liver formula ",Wellness,Wellness,4.8,129.0,pate
483,28.99,9.375,blue buffalo blue's country chicken stew grain free ,Blue Buffalo,Blue Buffalo,4.7,84.0,stew
484,57.99,8.25,hill's prescription diet a/d urgent care with chicken canned dog & cat food,Hill's Prescription Diet,Hill's,4.9,165.0,pate
485,31.44,9.899999999999999,merrick classic grain-free thanksgiving day dinner recipe ,Merrick,Merrick,4.7,121.0,chunks in gravy
486,56.09,20.4,royal canin veterinary diet gastrointestinal high energy he ,Royal Canin Veterinary Diet,Royal Canin,5.0,67.0,pate
487,13.99,2.625,blue buffalo divine delights rotisserie chicken flavor hearty gravy dog food trays,Blue Buffalo,Blue Buffalo,4.7,14.0,chunks in gravy
488,25.99,9.375,blue buffalo wilderness salmon & chicken grill grain-free ,Blue Buffalo,Blue Buffalo,4.6,100.0,pate
489,31.44,9.899999999999999,merrick classic grain-free cowboy cookout recipe ,Merrick,Merrick,4.6,141.0,chunks in gravy
490,22.69,9.75,"purina beyond chicken,carrot & pea recipe ground entrée grain-free ",Purina Beyond,Purina,4.7,48.0,pate
491,8.38,2.625,cesar home delights turkey & pot roast multipack dog food trays,Cesar,Cesar,4.8,34.0,chunks in gravy
492,18.85,9.75,hill's science diet adult chicken & barley entree ,Hill's Science Diet,Hill's,4.6,43.0,minced
493,14.56,5.0,"purina beneful prepared meals beef stew with peas,carrots,rice & barley wet dog food",Purina Beneful,Purina,4.4,20.0,stew
494,18.91,9.75,purina pro plan focus puppy classic chicken & rice entree ,Purina Pro Plan,Purina,4.7,57.0,pate
495,23.40,9.375,blue buffalo wilderness turkey & chicken grill grain-free puppy ,Blue Buffalo,Blue Buffalo,4.8,70.0,pate
496,31.44,9.899999999999999,merrick classic grain-free turducken recipe ,Merrick,Merrick,4.8,94.0,chunks in gravy
497,22.86,4.125,nature's recipe grain-free chicken & duck recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.8,56.0,bits in broth
498,45.48,10.5,weruva no ruff days variety pack grain-free ,Weruva,Weruva,4.6,107.0,chunks in gravy
499,18.96,9.75,purina pro plan select adult classic sensitive skin & stomach salmon & rice entree ,Purina Pro Plan,Purina,4.3,118.0,pate
500,18.85,9.600000000000001,hill's science diet adult 7+ savory stew with beef & vegetables ,Hill's Science Diet,Hill's,4.8,52.0,stew
501,22.13,9.375,hill's science diet adult perfect weight hearty vegetable & chicken stew ,Hill's Science Diet,Hill's,5.0,39.0,stew
502,33.99,9.899999999999999,wellness 95% chicken grain-free ,Wellness,Wellness,4.7,109.0,pate
503,24.99,9.375,blue buffalo freedom adult chicken recipe grain-free ,Blue Buffalo,Blue Buffalo,4.8,97.0,pate
504,13.95,9.899999999999999,"nature's recipe easy-to-digest chicken,rice & barley recipe cuts in gravy stew ",Nature's Recipe,Nature's Recipe,4.2,59.0,stew
505,18.96,9.75,purina pro plan savor adult classic beef & rice entree ,Purina Pro Plan,Purina,4.8,67.0,pate
506,31.44,9.899999999999999,merrick classic grain-free grammy's pot pie recipe ,Merrick,Merrick,4.6,125.0,chunks in gravy
507,18.96,9.75,purina pro plan savor adult beef & vegetables entree slices in gravy ,Purina Pro Plan,Purina,4.4,60.0,chunks in gravy
508,14.94,0.1875,purina beneful incredibites variety pack ,Purina Beneful,Purina,4.8,33.0,shredded
509,19.71,9.75,purina beyond salmon & sweet potato recipe ground entrée grain-free ,Purina Beyond,Purina,4.7,74.0,pate
510,8.94,3.9375,"pedigree choice cuts variety pack with beef,chicken & filet mignon wet dog food",Pedigree,Pedigree,4.8,17.0,chunks in gravy
511,18.96,9.75,purina pro plan focus adult weight management turkey & rice entree morsels in gravy ,Purina Pro Plan,Purina,4.6,68.0,chunks in gravy
512,18.85,9.75,hill's science diet adult beef & chicken entree ,Hill's Science Diet,Hill's,4.6,53.0,minced
513,27.48,9.899999999999999,taste of the wild pacific stream grain-free ,Taste of the Wild,Taste of the Wild,4.6,175.0,chunks in gravy
514,31.44,9.524999999999999,merrick chunky grain-free big texas steak tips dinner ,Merrick,Merrick,4.5,119.0,chunks in gravy
515,18.54,9.75,"purina beyond beef,potato & green bean recipe ground entrée grain-free ",Purina Beyond,Purina,4.7,63.0,pate
516,8.98,9.9,pedigree chopped ground dinner variety pack with filet mignon & beef ,Pedigree,Pedigree,4.6,14.0,minced
517,29.99,9.375,blue buffalo wilderness rocky mountain recipe red meat dinner adult grain-free ,Blue Buffalo,Blue Buffalo,4.7,130.0,pate
518,9.89,4.0,redbarn naturals beef recipe dog food roll,Redbarn,Redbarn,4.7,244.0,pate
519,25.99,9.375,blue buffalo basics limited ingredient grain-free turkey & potato recipe ,Blue Buffalo,Blue Buffalo,4.7,70.0,pate
520,7.98,9.9,"alpo homestyle beef lover's pack ,13.2-oz,case of 12",ALPO,ALPO,4.8,40.0,chunks in gravy
521,8.38,2.625,cesar breakfast & dinner mealtime multipack dog food trays,Cesar,Cesar,4.9,46.0,pate
522,8.38,2.625,cesar gourmet filets in sauce beef multipack dog food trays,Cesar,Cesar,4.8,51.0,chunks in gravy
523,23.59,9.75,natural balance ultra premium beef formula ,Natural Balance,Natural Balance,4.6,151.0,pate
524,23.99,9.375,blue buffalo homestyle recipe lamb dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.8,101.0,pate
525,40.99,8.25,"hill's prescription diet i/d digestive care low fat rice,vegetable & chicken stew ",Hill's Prescription Diet,Hill's,4.9,160.0,stew
526,18.85,9.600000000000001,hill's science diet adult 7+ savory stew with chicken & vegetables ,Hill's Science Diet,Hill's,4.8,76.0,stew
527,36.99,9.75,hill's prescription diet c/d multicare urinary care chicken flavor ,Hill's Prescription Diet,Hill's,4.7,115.0,pate
528,13.95,9.899999999999999,"nature's recipe easy-to-digest chicken,rice & barley recipe homestyle ground ",Nature's Recipe,Nature's Recipe,4.6,73.0,minced
529,11.43,4.875,purina beyond grain-free ground entree variety pack adult ,Purina Beyond,Purina,4.9,51.0,pate
530,35.99,9.375,hill's prescription diet k/d kidney care beef & vegetable stew ,Hill's Prescription Diet,Hill's,4.8,155.0,stew
531,10.68,16.5,"pedigree chunky ground dinner with beef,bacon & cheese flavor ",Pedigree,Pedigree,4.7,28.0,minced
532,27.03,9.375,blue buffalo blue's hearty beef stew grain free ,Blue Buffalo,Blue Buffalo,4.6,100.0,stew
533,23.59,9.75,natural balance l.i.d. limited ingredient diets sweet potato & fish formula grain-free ,Natural Balance,Natural Balance,4.3,178.0,pate
534,18.85,9.75,hill's science diet adult 7+ beef & barley entree ,Hill's Science Diet,Hill's,4.7,79.0,minced
535,23.99,9.375,blue buffalo homestyle recipe turkey meatloaf dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.7,94.0,pate
536,22.13,9.600000000000001,hill's science diet adult sensitive stomach & skin grain-free salmon & vegetable entree ,Hill's Science Diet,Hill's,4.7,79.0,minced
537,60.34,20.1,royal canin veterinary diet canine glycobalance ,Royal Canin Veterinary Diet,Royal Canin,4.9,136.0,pate
538,38.99,9.375,hill's prescription diet c/d multicare urinary care chicken & vegetable stew ,Hill's Prescription Diet,Hill's,4.9,137.0,stew
539,8.38,2.625,cesar home delights beef stew & chicken & vegetable multipack dog food trays,Cesar,Cesar,4.9,47.0,chunks in gravy
540,23.59,9.75,natural balance l.i.d. limited ingredient diets lamb & brown rice formula ,Natural Balance,Natural Balance,4.5,163.0,pate
541,8.99,9.9,pedigree chopped ground dinner variety pack with beef & chicken ,Pedigree,Pedigree,4.6,25.0,minced
542,27.48,9.899999999999999,taste of the wild high prairie grain-free ,Taste of the Wild,Taste of the Wild,4.7,237.0,chunks in gravy
543,7.49,2.25,"purina beneful medleys tuscan,romana & mediterranean style variety pack ",Purina Beneful,Purina,4.7,92.0,stew
544,8.86,9.9,"alpo gravy cravers variety pack ,13.2-oz,case of 12",ALPO,ALPO,4.6,41.0,chunks in gravy
545,29.99,9.375,blue buffalo wilderness wolf creek stew chunky chicken stew grain-free adult ,Blue Buffalo,Blue Buffalo,4.5,170.0,stew
546,34.49,9.75,hill's prescription diet k/d kidney care with chicken ,Hill's Prescription Diet,Hill's,4.6,184.0,pate
547,18.85,9.75,hill's science diet adult 7+ chicken & barley entree ,Hill's Science Diet,Hill's,4.7,89.0,minced
548,32.99,10.05,purina pro plan veterinary diets en gastroenteric formula ,Purina Pro Plan Veterinary Diets,Purina,4.9,147.0,minced
549,25.99,9.375,blue buffalo wilderness turkey & chicken grill grain-free ,Blue Buffalo,Blue Buffalo,4.6,154.0,pate
550,84.09,20.4,royal canin veterinary diet selected protein adult pr ,Royal Canin Veterinary Diet,Royal Canin,4.9,126.0,pate
551,18.96,9.75,purina pro plan savor adult classic chicken & rice entree ,Purina Pro Plan,Purina,4.6,98.0,pate
552,17.88,2.6,merrick lil' plates mini medley grain-free variety pack dog food trays,Merrick,Merrick,4.6,56.0,stew
553,23.99,9.375,blue buffalo homestyle recipe beef dinner with garden vegetables & sweet potatoes ,Blue Buffalo,Blue Buffalo,4.6,122.0,pate
554,21.60,9.375,blue buffalo homestyle recipe senior chicken dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.8,118.0,pate
555,36.99,9.375,hill's prescription diet w/d digestive/weight/glucose management vegetable & chicken stew ,Hill's Prescription Diet,Hill's,4.9,174.0,stew
556,87.89,20.7,royal canin veterinary diet hydrolyzed protein adult hp ,Royal Canin Veterinary Diet,Royal Canin,4.8,173.0,pate
557,21.88,4.125,nature's recipe grain-free chicken recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.6,97.0,bits in broth
558,67.99,4.5,royal canin veterinary diet urinary so moderate calorie morsels in gravy ,Royal Canin Veterinary Diet,Royal Canin,4.8,205.0,chunks in gravy
559,23.59,9.899999999999999,natural balance l.i.d. limited ingredient diets duck & potato formula grain-free ,Natural Balance,Natural Balance,4.5,280.0,pate
560,7.98,9.75,"alpo chop house rotisserie chicken & t-bone steak flavor in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.2,43.0,chunks in gravy
561,16.80,5.25,cesar classics pate poultry multipack dog food trays,Cesar,Cesar,4.8,81.0,pate
562,44.99,9.75,hill's prescription diet z/d original skin/food sensitivities ,Hill's Prescription Diet,Hill's,4.7,185.0,pate
563,23.59,9.75,natural balance l.i.d. limited ingredient diets chicken & sweet potato formula grain-free ,Natural Balance,Natural Balance,4.6,262.0,pate
564,7.99,9.9,"alpo chop house filet mignon & bacon and roasted chicken & top sirloin flavors savory juices ,13.2-oz,case of 12",ALPO,ALPO,4.5,83.0,chunks in gravy
565,25.99,9.375,blue buffalo wilderness beef & chicken grill grain-free ,Blue Buffalo,Blue Buffalo,4.7,188.0,pate
566,64.59,20.4,royal canin veterinary diet urinary so ,Royal Canin Veterinary Diet,Royal Canin,4.8,319.0,pate
567,23.99,9.375,blue buffalo homestyle recipe chicken dinner with garden vegetables & brown rice ,Blue Buffalo,Blue Buffalo,4.7,185.0,pate
568,23.59,9.75,natural balance l.i.d. limited ingredient diets sweet potato & venison formula grain-free ,Natural Balance,Natural Balance,4.5,473.0,pate
569,32.49,9.75,hill's prescription diet w/d digestive/weight/glucose management with chicken ,Hill's Prescription Diet,Hill's,4.7,283.0,pate
570,10.98,3.0,rachael ray nutrish natural variety pack wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.4,184.0,chunks in gravy
571,37.49,9.375,hill's prescription diet i/d digestive care chicken & vegetable stew ,Hill's Prescription Diet,Hill's,4.9,283.0,stew
572,16.80,5.25,cesar club variety cube dog food trays,Cesar,Cesar,4.7,129.0,pate
573,33.49,9.75,hill's prescription diet i/d digestive care original low fat ,Hill's Prescription Diet,Hill's,4.8,331.0,pate
574,33.49,9.75,hill's prescription diet i/d digestive care with turkey ,Hill's Prescription Diet,Hill's,4.8,417.0,pate
575,65.49,20.4,"royal canin veterinary diet gastrointestinal low fat lf ,13.6-oz can,case of 24",Royal Canin Veterinary Diet,Royal Canin,4.9,630.0,pate
576,37.08,9.899999999999999,nature's logic canine beef feast grain-free ,Nature's Logic,Nature's Logic,4.9,21.0,minced
577,21.48,4.125,halo holistic beef recipe adult ,Halo,Halo,4.8,39.0,stew
578,16.80,5.25,cesar classics pate oven roasted chicken flavor dog food trays,Cesar,Cesar,5.0,11.0,pate
579,13.94,4.5,"purina beneful incredibites with beef,tomatoes,carrots & wild rice ",Purina Beneful,Purina,5.0,1.0,chunks in gravy
580,17.94,4.76,instinct by nature's variety grain-free stews lamb recipe wet ,Instinct,Instinct,5.0,3.0,stew
581,38.64,5.25,nutro ultra antioxidant boost chicken pate dog food trays,Nutro Ultra,Nutro,4.5,4.0,pate
582,39.48,9.75,"petkind tripett green beef tripe,duck & salmon grain-free ",PetKind,PetKind,4.7,26.0,pate
583,33.49,9.524999999999999,newman's own organics turkey & brown rice formula ,Newman's Own Organics,Newman's Own Organics,4.8,16.0,pate
584,16.80,5.25,cesar home delights beef stroganoff dog food trays,Cesar,Cesar,4.8,5.0,chunks in gravy
585,7.58,9.9,kibbles 'n bits chef’s choice bistro & homestyle variety pack ,Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy
586,58.99,9.0,"wellness core chunky centers with salmon,tuna & spinach grain-free wet dog food",Wellness,Wellness,4.8,6.0,"pate, chunks in gravy"
587,34.68,9.75,party animal california chicken recipe ,Party Animal,Party Animal,5.0,1.0,pate
588,54.84,9.899999999999999,nature's logic rabbit feast grain-free ,Nature's Logic,Nature's Logic,4.8,11.0,minced
589,34.68,9.899999999999999,"precise holistic complete turkey & duck ""wild at heart flight line"" grain-free ",Precise Holistic Complete,Precise Holistic Complete,4.4,8.0,pate
590,34.68,9.375,nutro wild frontier large prey recipe beef stew with liver high-protein grain-free ,Nutro,Nutro,,,stew
591,31.08,9.75,dave's pet food stewlicious grain-free chicken pot pie stew ,Dave's Pet Food,Dave's Pet Food,,,stew
592,58.99,9.0,"wellness core chunky centers with tuna,chicken & kale grain-free wet dog food",Wellness,Wellness,5.0,3.0,"pate, chunks in gravy"
593,40.92,9.0,tiki dog gourmet carnivore beef liver & chicken grain-free ,Tiki Dog,Tiki Dog,4.0,1.0,sliced
594,31.99,0.34375,tender & true antibiotic-free natural turkey & brown rice recipe ,Tender & True,Tender & True,,,pate
595,34.99,0.3125,tender & true organic turkey & liver recipe grain- free ,Tender & True,Tender & True,5.0,2.0,pate
596,37.08,9.149999999999999,kasiks cage-free chicken formula grain-free ,KASIKS,KASIKS,,,pate
597,59.88,9.375,caru real turkey with lamb stew grain-free wet dog food,Caru,Caru,4.0,3.0,stew
598,23.88,9.5625,variety pet foods salmon & chicken entree ,Variety Pet Foods,Variety Pet Foods,3.5,2.0,stew
599,23.99,8.25,triumph chicken 'n rice formula for puppies ,Triumph,Triumph,,,pate
600,45.24,10.5,tiki dog hapuna luau ahi tuna on brown rice with crab ,Tiki Dog,Tiki Dog,4.2,4.0,shredded
601,40.80,5.25,nutro wild frontier gamebird recipe turkey loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,Nutro,Nutro,,,pate
602,16.00,3.29,triumph meals of victory turkey recipe in savory juices dog food trays,Triumph,Triumph,,,bits in broth
603,29.26,9.75,dave's pet food grain-free beef & vegetable cuts in gravy ,Dave's Pet Food,Dave's Pet Food,,,chunks in gravy
604,59.88,9.75,k9 natural grass-fed 100% lamb green tripe grain-free ,K9 Natural,K9 Natural,4.0,3.0,pate
605,44.28,9.899999999999999,go! daily defence turkey stew ,Go!,Go!,5.0,6.0,stew
606,44.28,9.899999999999999,go! daily defence salmon pate recipe ,Go!,Go!,4.8,5.0,pate
607,45.24,10.5,tiki dog tonga luau sardine cutlets ,Tiki Dog,Tiki Dog,4.8,5.0,shredded
608,28.99,9.75,avoderm natural chicken & rice formula puppy ,AvoDerm,AvoDerm,5.0,1.0,pate
609,30.00,9.9,"solid gold love at first bark beef,potatoes & apples puppy recipe grain-free ",Solid Gold,Solid Gold,,,pate
610,21.43,4.8,halo wild salmon & venison recipe healthy weight small breed ,Halo,Halo,,,
611,21.36,9.899999999999999,variety pet foods homestyle stew grandma's stew ,Variety Pet Foods,Variety Pet Foods,4.0,2.0,stew
612,43.21,9.75,"bravo! canine cafe 95% beef,turkey & liver dinner grain-free ",Bravo!,Bravo!,5.0,2.0,shredded
613,28.99,11.73,"purina beyond simple origins free-range chicken,pacific cod & carrot grain-free recipe ground entree dog food",Purina Beyond,Purina,,,minced
614,29.26,9.75,dave's pet food grain-free chicken & vegetable cuts in gravy ,Dave's Pet Food,Dave's Pet Food,4.5,2.0,chunks in gravy
615,29.99,9.0,tiki dog gourmet carnivore beef & liver grain-free ,Tiki Dog,Tiki Dog,3.3,6.0,sliced
616,28.56,9.899999999999999,petguard turkey & barley dinner ,PetGuard,PetGuard,5.0,3.0,pate
617,30.99,9.899999999999999,petguard beef & vegetable & wheat germ dinner ,PetGuard,PetGuard,5.0,1.0,pate
618,31.20,9.375,nutro wild frontier farm bird recipe chicken stew with liver high-protein grain-free ,Nutro,Nutro,,,stew
619,29.26,9.75,"dave's pet food grain-free chicken,salmon & sweet potato entree ",Dave's Pet Food,Dave's Pet Food,,,pate
620,37.08,9.149999999999999,firstmate 50/50 salmon & tuna formula grain-free ,FirstMate,FirstMate,5.0,1.0,pate
621,31.08,9.899999999999999,dave's pet food stewlicious meaty beefy stew ,Dave's Pet Food,Dave's Pet Food,4.8,9.0,stew
622,28.46,9.75,redbarn naturals chicken pate immune support grain-free ,Redbarn,Redbarn,,,pate
623,40.92,9.0,tiki dog gourmet carnivore chicken & liver grain-free ,Tiki Dog,Tiki Dog,4.6,5.0,sliced
624,33.48,9.899999999999999,precise naturals puppy formula ,Precise Naturals,Precise Naturals,5.0,6.0,pate
625,10.80,3.17,purina bella with lamb in savory juices small breed dog food trays,Purina Bella,Purina,,,pate
626,32.62,9.75,canine caviar 97% unagi grain-free  supplement,Canine Caviar,Canine Caviar,5.0,1.0,pate
627,23.88,9.5625,variety pet foods sunday brunch ,Variety Pet Foods,Variety Pet Foods,5.0,2.0,stew
628,54.72,9.899999999999999,halo vigor chicken & beef recipe ,Halo,Halo,5.0,1.0,pate
629,39.48,9.75,petkind that's it! duck grain-free ,PetKind,PetKind,3.7,9.0,pate
630,29.88,9.75,redbarn naturals turkey stew grain-free ,Redbarn,Redbarn,4.9,7.0,stew
631,30.50,9.524999999999999,castor & pollux organix organic chicken & potato recipe adult ,Castor & Pollux,Castor & Pollux,5.0,2.0,pate
632,29.99,9.899999999999999,petguard lamb & brown rice dinner ,PetGuard,PetGuard,4.7,3.0,pate
633,32.99,9.375,"blue buffalo nantucket feast with cod,shrimp & cranberries ",Blue Buffalo,Blue Buffalo,,,chunks in gravy
634,31.20,9.375,nutro wild frontier large bird recipe turkey stew with liver high-protein grain-free ,Nutro,Nutro,,,stew
635,12.99,3.29,triumph meals of victory chicken recipe in savory juices dog food trays,Triumph,Triumph,5.0,1.0,bits in broth
636,26.99,9.75,dave's pet food restricted bland diet lamb & rice formula ,Dave's Pet Food,Dave's Pet Food,,,pate
637,30.02,9.75,nutrisca grain-free duck & chickpea stew recipe ,Nutrisca,Nutrisca,,,pate
638,16.99,2.625,under the sun grain-free with turkey & green beans in gravy dog food trays,Under the Sun,Under the Sun,,,chunks in gravy
639,38.28,9.75,"wild calling triple delight 96% lamb,salmon & chicken grain-free adult ",Wild Calling,Wild Calling,4.3,3.0,pate
640,45.24,10.5,tiki dog hilo luau ahi tuna on brown rice with tiger prawns ,Tiki Dog,Tiki Dog,5.0,5.0,shredded
641,30.99,9.899999999999999,petguard turkey & sweet potato stew in gravy grain-free ,PetGuard,PetGuard,4.8,6.0,pate
642,24.96,7.0,whole earth farms small breed recipe turkey dinner grain-free ,Whole Earth Farms,Whole Earth Farms,4.0,2.0,stew
643,15.99,9.9,pedigree chunky ground dinner with chicken ,Pedigree,Pedigree,,,minced
644,17.40,9.899999999999999,pedigree choice cuts in gravy with beef & barley ,Pedigree,Pedigree,,,chunks in gravy
645,26.13,9.899999999999999,"evolve nature's menu hearty stew with beef,carrots & potatoes ",Evolve,Evolve,4.5,2.0,chunks in gravy
646,22.02,9.899999999999999,triumph grain-free beef & vegetable stew ,Triumph,Triumph,4.6,9.0,pate
647,22.99,9.899999999999999,"triumph lamb,rice 'n vegetable formula ",Triumph,Triumph,5.0,4.0,pate
648,31.20,9.375,nutro wild frontier grass-fed prey recipe lamb stew with liver high-protein grain-free ,Nutro,Nutro,,,stew
649,39.89,9.75,hound & gatos lamb formula grain-free ,Hound & Gatos,Hound & Gatos,4.0,2.0,pate
650,50.70,9.75,canine caviar 97% brushtail grain-free  supplement,Canine Caviar,Canine Caviar,5.0,3.0,pate
651,18.05,2.625,canidae grain-free pure petite escalloped style dinner with salmon & shrimp small breed dog food trays,CANIDAE,CANIDAE,3.0,1.0,pate
652,28.99,9.75,purina beyond simple origins grain-free free-range chicken & pea recipe ground entree dog food,Purina Beyond,Purina,,,minced
653,34.68,9.75,party animal blazin' beef recipe grain-free ,Party Animal,Party Animal,4.3,10.0,pate
654,25.08,2.625,castor & pollux organix tiny feasts grain-free organic turkey recipe dog food trays,Castor & Pollux,Castor & Pollux,,,pate
655,48.87,9.75,"bravo! canine cafe 95% rabbit,pork & liver dinner grain-free ",Bravo!,Bravo!,5.0,1.0,shredded
656,33.48,9.75,redbarn naturals duck & turkey pate high protein grain-free ,Redbarn,Redbarn,5.0,1.0,pate
657,26.13,9.899999999999999,evolve nature's menu mountain range medley with salmon & venison in sauce ,Evolve,Evolve,4.3,3.0,chunks in gravy
658,44.28,9.899999999999999,"go! fit + free grain-free chicken,turkey & trout stew ",Go!,Go!,4.7,7.0,stew
659,18.77,9.899999999999999,hi-tor veterinary select reduso diet ,HI-TOR,HI-TOR,4.0,2.0,pate
660,28.99,9.75,"purina beyond simple origins grain-free free-range chicken,wild alaskan salmon & spinach recipe ground entree dog food",Purina Beyond,Purina,,,minced
661,21.43,4.8,halo salmon recipe grain-free puppy ,Halo,Halo,,,pate
662,21.43,4.8,halo chicken recipe grain-free puppy ,Halo,Halo,,,pate
663,59.88,9.75,k9 natural grass-fed lamb feast grain-free ,K9 Natural,K9 Natural,5.0,3.0,pate
664,31.08,9.75,dave's pet food stewlicious grain-free chunky chicken stew ,Dave's Pet Food,Dave's Pet Food,4.7,3.0,stew
665,33.48,9.75,redbarn naturals beef pate puppy grain-free ,Redbarn,Redbarn,4.0,1.0,pate
666,40.68,9.75,petkind that's it! bison tripe grain-free ,PetKind,PetKind,4.3,17.0,pate
667,28.68,9.899999999999999,precise holistic complete pork with vegetables formula in gravy grain-free ,Precise Holistic Complete,Precise Holistic Complete,4.0,8.0,pate
668,9.75,3.5,pedigree chopped meaty ground dinner with slow cooked beef wet dog food,Pedigree,Pedigree,,,minced
669,16.99,2.625,under the sun grain-free with lamb & carrots in gravy dog food trays,Under the Sun,Under the Sun,,,chunks in gravy
670,28.68,9.899999999999999,health extension grain-free tasty turkey stew ,Health Extension,Health Extension,5.0,1.0,stew
671,40.92,9.0,"tiki dog gourmet carnivore beef,liver & lamb grain-free ",Tiki Dog,Tiki Dog,4.8,4.0,sliced
672,26.99,9.75,dogswell vitality duck & sweet potato stew recipe grain-free ,Dogswell,Dogswell,4.3,7.0,stew
673,10.80,3.17,purina bella grilled top sirloin flavor in savory juices small breed dog food trays,Purina Bella,Purina,,,pate
674,13.99,9.9,pedigree chopped ground dinner with chopped liver & beef ,Pedigree,Pedigree,,,minced
675,16.99,2.625,under the sun grain-free with chicken and peas dog food trays,Under the Sun,Under the Sun,5.0,1.0,pate
676,59.88,9.375,caru real pork stew grain-free wet dog food,Caru,Caru,4.5,6.0,stew
