,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture,id,benefits
521,8.38,2.625,cesar breakfast & dinner mealtime multipack dog food trays,Cesar,Cesar,4.9,46,pate,86454," specialized formula made with premium turkey and 25% less fat than other purina formulas to maintain a healthy weight for your adult dog to thrive , highly digestible formula with prebiotic fiber to maintain intestinal balance and to promote digestive health , omega-6 fatty acids are included for healthy skin and a beautiful shiny coat , 100% complete and balanced diet is rich in powerful antioxidants to support a healthy immune system and is ideal for overweight dogs , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
522,8.38,2.625,cesar gourmet filets in sauce beef multipack dog food trays,Cesar,Cesar,4.8,51,chunks in gravy,86464," precisely balanced nutrition to maintain advanced fitness , this delicious formula contains high-quality protein for lean muscle maintenance , key nutrients to promote ideal body weight , easy-to-digest, high-quality ingredients , recommended for adult dogs 1-6 years of age "
523,23.59,9.75,natural balance ultra premium beef formula ,Natural Balance,Natural Balance,4.6,151,pate,48008," grain-free complete and balanced formula can also be fed as your pet’s sole diet , features salmon as the first ingredient, providing omegas 3 and 6 fatty acids to promotes optimal skin and coat health , made with highly nutritious fruits and vegetables such as sweet potatoes, blueberries and raspberries, acting as great sources of antioxidants to help give your friend for a healthy lifestyle , a delicious grain-free formula with fish and potatoes for your sensitive pet , made right here in the usa! "
524,23.99,9.375,blue buffalo homestyle recipe lamb dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.8,101,pate,46809," grain-free formula , great for all breeds and all life stages , made with big chunks of beef in gravy, this new chunky flavor will make any mealtime special , merrick chunky grain free big texas steak tips dinner contains no artificial colors, flavors or preservatives , delicious, home style chunks that your dog will love "
525,40.99,8.25,"hill's prescription diet i/d digestive care low fat rice,vegetable & chicken stew ",Hill's Prescription Diet,Hill's,4.9,160,stew,81166," this pate style adult dog food starts off with real beef as the 1st ingredient. vitamins and minerals are added to make this a complete and balanced meal so your pup can live a long, healthy life. , accented with potatoes and green beans which provide the natural nutrients your pup needs to play and thrive. , there's no grains, glutens, corn, wheat or soy so it's a great option for pet parents that are concerned with allergies, obesity and digestibility. , quality proteins are found in this formula and there's no poultry by-product meal, added artificial colors, flavors, or preservatives so you can feel confident about feeding your loved one. , made in the usa! "
526,18.85,9.6,hill's science diet adult 7+ savory stew with chicken & vegetables ,Hill's Science Diet,Hill's,4.8,76,stew,52801," variety pack features a hearty chopped texture with an irresistible choice of flavors. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
527,36.99,9.75,hill's prescription diet c/d multicare urinary care chicken flavor ,Hill's Prescription Diet,Hill's,4.7,115,pate,69743," inspired by the diet of the wolf and made with more of the meat dogs love , b12 supplement improves gastrointestinal function and chelated minerals improve immune system , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete , healthy complex carbohydrates , contains real beef as the first ingredient followed by antioxidant-rich fruits and vegetables "
528,13.95,9.9,"nature's recipe easy-to-digest chicken,rice & barley recipe homestyle ground ",Nature's Recipe,Nature's Recipe,4.6,73,minced,56217," high-quality beef is the very first ingredient in every roll and accounts for over 50% of the entire recipe. , single-meat protein and no corn, soy or beet pulp makes this savory food highly palatable and highly digestible; ideal for the dog with food sensitivities or allergies. , formulated with added vitamins and minerals to provide complete nutrition, as well as omega-3 fatty acids for healthy skin and coat. , highly versatile–can be served as a complete meal, shredded over dry kibble, cubed into training treats, or wrapped around a pill to help administer medication. , proudly made in the usa using the highest quality ingredients and suitable for all life stages. "
529,11.43,4.875,purina beyond grain-free ground entree variety pack adult ,Purina Beyond,Purina,4.9,51,pate,103746," contains turkey, a high-quality protein not typically used in dog food and potatoes, an easily digestible carbohydrate source , a precise blend of veggies, fruit and micronutrients - these ingredients were selected for their nutritional value and their capacity to help in the digestive process , an optimal blend of omega 3 &amp; 6 fatty acids helps maintain the immune system and support skin and coat health , contains no chicken (or poultry) by-product meals, artificial ingredients of any kind, or corn, wheat, soy, dairy or eggs - ingredients known to cause allergies in some dogs , made without grains that contain glutens some pet parents choose to avoid "
530,35.99,9.375,hill's prescription diet k/d kidney care beef & vegetable stew ,Hill's Prescription Diet,Hill's,4.8,155,stew,82592," tender chunks and slices of meat in gravy, every dog will love! , made with high-quality protein sources , contains 25% more protein than the leading canned competitor’s adult dog food , fortified with 23 vitamins and minerals for overall well-being , 100% complete and balanced for adult dogs "
531,10.68,0.825,"pedigree chunky ground dinner with beef,bacon & cheese flavor ",Pedigree,Pedigree,4.7,28,minced,114375," high quality cuisine that provides unparalleled variety and enjoyment , formula provides complete and balanced nutrition in a pate formulated for adult dogs , fortified with vitamins and minerals to help dogs of all sizes to stay healthy , savory dog food is served in convenient trays with easy, peel-away freshness seals , features delectable grilled steak and eggs and chicken and liver flavors for dogs with refined tastes at any time of day "
532,27.03,9.375,blue buffalo blue's hearty beef stew grain free ,Blue Buffalo,Blue Buffalo,4.6,100,stew,46820," high quality cuisine that provides unparalleled variety and enjoyment , formula provides complete and balanced nutrition in pate formulated for adult dogs , fortified with vitamins and minerals to help dogs of all sizes to stay healthy , savory dog food is served in convenient trays with easy, peel-away freshness seals , features delectable delicious savory flavor for dogs with refined tastes at any time of day "
533,23.59,9.75,natural balance l.i.d. limited ingredient diets sweet potato & fish formula grain-free ,Natural Balance,Natural Balance,4.3,178,pate,48023," a complete and balanced formula that’s perfect for all breeds and all ages, from puppies to adults , this unique blend of food is highly digestible allowing for maximum nutrient absorption , made with added vegetables such as dried kelp and carrots , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , yucca schidigera extract aids gastrointestinal system and reduces odor in stool "
534,18.85,9.75,hill's science diet adult 7+ beef & barley entree ,Hill's Science Diet,Hill's,4.7,79,minced,48971," made without wheat, a common allergy trigger for dogs , cranberries guard against acid urine and offer bacteria prevention , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , vitamin b12 supplement aids gastrointestinal function , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
535,23.99,9.375,blue buffalo homestyle recipe turkey meatloaf dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.7,94,pate,46805," improves digestion and ensures easy nutrient absorption and promotes beneficial microflora , reduces the risk of urinary stone formation while supporting a healthy immune system , highly digestible and low in fat and enriched with prebiotic fiber and ginger , contains high levels of omega-3 fatty acids and fortified with controlled minerals , made with clinically proven antioxidants for optimal health benefits "
536,22.13,9.6,hill's science diet adult sensitive stomach & skin grain-free salmon & vegetable entree ,Hill's Science Diet,Hill's,4.7,79,minced,74199," this formula is a delicious way to provide precisely balanced nutrition that enhances the overall health and well-being of your older dog , made with real chicken, brown rice and a medley of delectable vegetables including peas and carrots, all smothered in a delicious gravy , formulated with high-quality, lean protein to promote lean muscle and ideal body weight , gentle fibers promote healthy digestion , recommended for mature adult dogs 7+ years of age "
537,60.34,0.825,royal canin veterinary diet canine glycobalance ,Royal Canin Veterinary Diet,Royal Canin,4.9,136,pate,58700," designed to dissolve and reduce the risk of struvite and calcium oxalate stones , controlled levels of magnesium, calcium, and phosphorus for optimal health benefits , enriched with antioxidants, potassium citrate and omega-3 fatty acids , controlled fat levels and low sodium to keep your dog at an optimal weight , recommended for lifelong feeding of adult dogs "
538,38.99,9.375,hill's prescription diet c/d multicare urinary care chicken & vegetable stew ,Hill's Prescription Diet,Hill's,4.9,137,stew,80492," highly palatable homestyle blend of ingredients with rice and barley , made with real animal protein and no animal by-product meals , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , no artificial flavors or preservatives , a 100% complete and balanced diet that’s easy to digest for dogs of all breeds "
539,8.38,2.625,cesar home delights beef stew & chicken & vegetable multipack dog food trays,Cesar,Cesar,4.9,47,chunks in gravy,86476," real chicken, salmon, and beef are the #1 ingredients followed by wholesome vegetables like carrots, peas and sweet potato for a wholesome meal you can trust , no poultry by-product meal , no added artificial colors, flavors, or preservatives for a simple, natural recipe to promote a balanced diet , corn, wheat, soy and grain free , includes vitamins and nutrients including vitamins e, b-12, a, and d-3 "
540,23.59,9.75,natural balance l.i.d. limited ingredient diets lamb & brown rice formula ,Natural Balance,Natural Balance,4.5,163,pate,60681," protects vital kidney and heart function with proven nutrition developed by nutritionists and veterinarians. , boosts vitality and energy and supports the natural ability to build lean muscle daily. , made with controlled phosphorus and low sodium, plus therapeutic levels of l-carnitine and omega-3 fatty acids. , also includes high levels of essential amino acids, which are the building blocks of protein. , made in usa and clinically tested to improve and lengthen the quality of life. "
541,8.99,0.825,pedigree chopped ground dinner variety pack with beef & chicken ,Pedigree,Pedigree,4.6,25,minced,114330," features a hearty ground texture with an irresistible taste of beef, bacon and cheese. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
542,27.48,9.9,taste of the wild high prairie grain-free ,Taste of the Wild,Taste of the Wild,4.7,237,chunks in gravy,49077," filled with tender, juicy chunks of beef, carrots, potatoes, and peas-cooked just right and drenched in savory gravy. , made without wheat, a common allergy trigger for dogs or artificial flavors, colors, or preservatives , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , b12 supplement improves gastrointestinal function , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
543,7.49,0.825,"purina beneful medleys tuscan,romana & mediterranean style variety pack ",Purina Beneful,Purina,4.7,92,stew,100129," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
544,8.86,0.825,"alpo gravy cravers variety pack ,13.2-oz,case of 12",ALPO,ALPO,4.6,41,chunks in gravy,100080," made with top-quality natural ingredients slow-cooked and perfectly balanced for a healthier pet and a happier life , this wholesome recipe features real beer and nutritious cracked pearled barley in a mouthwatering gravy your dog will crave , additional fruits and veggies like carrots, apples and broccoli provide ample flavor and also help support healthy digestion for calm tummies , formulated without artificial colors, flavors, or preservatives, and no corn, wheat or soy – just a wholesome and healthy meal , recommended for adult dogs 7+ years of age "
545,29.99,9.375,blue buffalo wilderness wolf creek stew chunky chicken stew grain-free adult ,Blue Buffalo,Blue Buffalo,4.5,170,stew,75784," real, deboned turkey provides essential amino acids , whole grains and barley supply complex carbohydrates needed for energy , wholesome natural ingredients like peas, carrots, blueberries, cranberries and sweet potatoes for everyday nourishment , made without wheat, a common allergy trigger for dogs, great for dogs with sensitive digestive systems , vitamin b12 boosts energy and improves gastrointestinal function "
546,34.49,9.75,hill's prescription diet k/d kidney care with chicken ,Hill's Prescription Diet,Hill's,4.6,184,pate,69771," made with wholesome ingredients with no artificial flavors or preservatives , high-quality protein helps build and maintain lean muscle and supports easy digestion with balanced and complete nutrition , natural vegetable fibers promote healthy digestion while omega fatty acids nourish your pet’s skin and coat , vitamins c and e from apples boost the immune system and grain-free salmon provides a lean protein , recommended for adult dogs 1-6 years of age "
547,18.85,9.75,hill's science diet adult 7+ chicken & barley entree ,Hill's Science Diet,Hill's,4.7,89,minced,48954," canine glycobalance is a low starch canned food diet formulated specifically to help manage blood glucose fluctuations , this diet is made to help dogs that have been diagnosed with canine diabetes or other related diseases that affect blood sugar , features a high fiber formula that has a combination of prebiotics and both soluble and insoluble fibers helps minimize glucose fluctuations , this diet promotes a urinary environment unfavorable to the development of both struvite and calcium oxalate crystals , highly palatable formula is great for even the pickiest of pups "
548,32.99,10.05,purina pro plan veterinary diets en gastroenteric formula ,Purina Pro Plan Veterinary Diets,Purina,4.9,147,minced,72415," designed to dissolve and reduce the risk of struvite and calcium oxalate stones , controlled levels of magnesium, calcium, and phosphorus for optimal health benefits , enriched with antioxidants, potassium citrate and omega-3 fatty acids , controlled fat levels and low sodium to keep your dog at an optimal weight , recommended for lifelong feeding of adult dogs "
549,25.99,9.375,blue buffalo wilderness turkey & chicken grill grain-free ,Blue Buffalo,Blue Buffalo,4.6,154,pate,46835," high quality cuisine that provides unparalleled variety and enjoyment , formula provides complete and balanced nutrition in pate formulated for adult dogs , fortified with vitamins and minerals to help dogs of all sizes to stay healthy , savory dog food is served in convenient trays with easy, peel-away freshness seals , features delectable delicious beef stew and chicken flavors for dogs with refined tastes at any time of day "
550,84.09,0.825,royal canin veterinary diet selected protein adult pr ,Royal Canin Veterinary Diet,Royal Canin,4.9,126,pate,49962," a complete and balanced formula for all breeds from puppies to adults , there are a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
551,18.96,9.75,purina pro plan savor adult classic chicken & rice entree ,Purina Pro Plan,Purina,4.6,98,pate,67570," variety pack features a hearty chopped texture with an irresistible choice of flavors. , balanced recipe provides complete nutrition and is highly digestible for easy nutrient absorption. , optimal levels of oil and minerals nourish the skin and coat for a luxurious shine. , soft texture adds flavor and variety to dog’s diets. serve it alone or mix it with kibble. , proudly made in the usa with the flavors dogs crave and the nutrition they need. "
552,17.88,0.825,merrick lil' plates mini medley grain-free variety pack dog food trays,Merrick,Merrick,4.6,56,stew,117166," grain-free complete and balanced formula can also be fed as your pet’s sole diet , contains bison, lamb and venison for a blend of quality animal protein sources to meet the needs of your special dog , formulated with potatoes and peas as an excellent sources of nutrients, and highly digestible carbohydrate sources. , supplemented with highly nutritious ingredients such as tomatoes, blueberries and raspberries, to deliver antioxidants to help give your friend a healthy lifestyle , made right here in the usa! "
553,23.99,9.375,blue buffalo homestyle recipe beef dinner with garden vegetables & sweet potatoes ,Blue Buffalo,Blue Buffalo,4.6,122,pate,46804," this finely chopped, savory blend is full of real ingredients you can see with a touch of sauce , made to break apart easily, so even the tiniest pups and even senior dogs can enjoy this scrumptious meal without trouble , features a delicate taste and a delightful texture even the pickiest of dogs will love! , fortified with vitamins and minerals for overall wellness , it’s all packed into a convenient tub that you can use to store uneaten portions for tomorrow’s dinner "
554,21.6,9.375,blue buffalo homestyle recipe senior chicken dinner with garden vegetables ,Blue Buffalo,Blue Buffalo,4.8,118,pate,64620," tender slices of meat in gravy, every dog will love! , made with high-quality protein sources , contains 25% more protein than the leading canned competitor’s adult dog food , fortified with 23 vitamins and minerals for overall well-being , 100% complete and balanced for adult dogs "
555,36.99,9.375,hill's prescription diet w/d digestive/weight/glucose management vegetable & chicken stew ,Hill's Prescription Diet,Hill's,4.9,174,stew,90938," a hearty dinner that captures the spirit of the open prairies where wolves roamed freely. , made with generous chunks of chicken your dog craves steeped in a savory gravy for an irresistible flavor. , no chicken (or poultry) by-product meals, corn, wheat, soy, artificial colors, flavors or preservatives , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete , made without any grain, a common allergy trigger for dogs "
556,87.89,0.825,royal canin veterinary diet hydrolyzed protein adult hp ,Royal Canin Veterinary Diet,Royal Canin,4.8,173,pate,48779," clinically tested nutrition especially formulated to support your dog's kidney health and improve and lengthen his quality of life , using targeted levels of high-quality protein and controlled levels of phosphorus and sodium, this recipe helps protect the kidneys and heart , designed to boost your dog’s vitality and energy all while supporting a healthy appetite , contains a lean muscle support complex and targeted levels of high quality protein for vitality and energy , protects vital kidney and heart function sustains a healthy body condition "
557,21.88,4.125,nature's recipe grain-free chicken recipe in broth wet dog food,Nature's Recipe,Nature's Recipe,4.6,97,bits in broth,80259," precisely balanced nutrition to sustain mobility and muscle mass , this delicious formula contains high-quality protein to sustain lean muscle and maintain ideal body weight , this recipe promotes a healthy heart and vital organs , developed with easy-to-digest, high-quality ingredients , recommended for adult dogs 7+ years of age "
558,67.99,0.825,royal canin veterinary diet urinary so moderate calorie morsels in gravy ,Royal Canin Veterinary Diet,Royal Canin,4.8,205,chunks in gravy,48764," gastrointestinal upset is one of the most common reason dogs visit the vet. it can be caused by many factors and generally impairs a dog's ability to digest and absorb nutrients. , purina pro plan veterinary diets en has been specifically formulated with the protein levels that your dog needs, as well as prebiotics and low fiber to support intestinal health. , it has excellent palatability, low carbohydrates, and moderate fat levels so it provides your dog with optimized nutrition. , suited for dogs that have gastritis and enteritis, inflammatory bowel disease, pancreatitis, and other diseases of the intestinal tract. , made in the usa! "
559,23.59,9.9,natural balance l.i.d. limited ingredient diets duck & potato formula grain-free ,Natural Balance,Natural Balance,4.5,280,pate,48021," made with the finest natural ingredients, including generous amounts of tasty and nutritious turkey and chicken , made without any grain, a common allergy trigger for dogs , no corn, wheat, soy, chicken/poultry by-product meals, artificial preservatives, colors or flavors , b12 supplement improves gastrointestinal function, flaxseed boosts the immune system and chelated minerals improve immune system , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
560,7.98,0.825,"alpo chop house rotisserie chicken & t-bone steak flavor in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.2,43,chunks in gravy,99991," complete and balanced, selected-protein canned food diet formulated for dogs diagnosed with food sensitivities resulting in dermatologic or gastrointestinal issues , the protein in the diet is provided by potato, and rabbit, which rarely cause food sensitivities , optimal amounts of b vitamins and amino acids are added help maintain the skin’s natural barrier effect , contains epa &amp; dha, long chain omega-3 fatty acids that promote a healthy skin and coat , for dogs with sensitive stomachs or food-related allergies "
561,16.8,5.25,cesar classics pate poultry multipack dog food trays,Cesar,Cesar,4.8,81,pate,86458," 100% complete and balanced diet can be used on its own or as a topper and is specifically formulated to support a healthy, active lifestyle for adult dogs , made with lean chicken along with energy-boosting complex carbohydrates from rice, providing the ultimate texture and taste your dog craves , powerful antioxidants support a strong immune system and optimal protein and fat levels help to promote an ideal body composition , omega-6 fatty acids are included to maintain healthy skin and a beautiful shiny coat , proudly manufactured in purina-owned u.s.a facilities and does not contain any added artificial colors, flavors, or preservatives "
562,44.99,9.75,hill's prescription diet z/d original skin/food sensitivities ,Hill's Prescription Diet,Hill's,4.7,185,pate,69803," convenient, single-serve trays designed to offer the right-sized portion for smaller breeds. , rich in animal protein with three savory recipes: petite pot pie, itsy bitsy beef stew and tiny thanksgiving day dinner. , 100% grain-free so it’s easily digestible and perfect for pups with sensitive stomachs. , made without corn, wheat, soy or gluten for a wholesome recipe. , locally sourced farm fresh ingredients in the usa to ensure the highest quality. "
563,23.59,9.75,natural balance l.i.d. limited ingredient diets chicken & sweet potato formula grain-free ,Natural Balance,Natural Balance,4.6,262,pate,48019," chelated minerals boost the immune system and biotin keeps the skin and coat healthy , whole ground brown rice provides complex carbohydrates for all-day play , cranberries prevent bacteria and acid urine development , oatmeal is a quality source of fiber not commonly found in canned dog food , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
564,7.99,0.825,"alpo chop house filet mignon & bacon and roasted chicken & top sirloin flavors savory juices ,13.2-oz,case of 12",ALPO,ALPO,4.5,83,chunks in gravy,99993," whole ground brown rice provides complex carbohydrates for all-day play and peas and barley provide energy for aging pets , chelated minerals boost the immune system and biotin keeps the skin and coat healthy , can be served on its own or used as a dry food topper , made without wheat—a common allergy trigger in dogs , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
565,25.99,9.375,blue buffalo wilderness beef & chicken grill grain-free ,Blue Buffalo,Blue Buffalo,4.7,188,pate,51568," clinically tested nutrition specially formulated to support your dog's weight management , low in fat, calories, magnesium and sodium to help maintain a healthy weight , contains clinically proven antioxidants to support a healthy immune system , helps metabolize fat and maintain lean muscle while promoting urinary tract health , using therapeutic l-carnitine levels and an optimal blend of soluble and insoluble fiber, this delicious formula helps dogs with weight, digestive and glucose management "
566,64.59,0.825,royal canin veterinary diet urinary so ,Royal Canin Veterinary Diet,Royal Canin,4.8,319,pate,49970," canine hydrolyzed protein is a highly palatable, highly digestible, complete and balanced hydrolyzed protein diet. the diet is specifically formulated for use as short-term elimination feeding and as long-term nutrition for dogs with food sensitivities. , hydrolyzed soy protein, composed of low molecular weight peptides, is highly digestible and supports gastrointestinal and dermatological health , epa &amp; dha are long chain omega-3 fatty acids that promote a healthy skin and coat , optimal amounts of b vitamins and amino acids help maintain the skin’s natural barrier effect , specific nutrient blend to help regulate intestinal transit and to help support the digestive flora "
567,23.99,9.375,blue buffalo homestyle recipe chicken dinner with garden vegetables & brown rice ,Blue Buffalo,Blue Buffalo,4.7,185,pate,46811," highly palatable grain-free blend of ingredients in a savory broth , made with real animal protein and no animal by-product meals , added vitamins like vitamin a and vitamin b12 help support a healthy immune system , no artificial flavors or preservatives , a 100% complete and balanced diet that’s for dogs of all breeds "
568,23.59,0.825,natural balance l.i.d. limited ingredient diets sweet potato & venison formula grain-free ,Natural Balance,Natural Balance,4.5,473,pate,124494," canine urinary so moderate calorie is a highly digestible, palatable, complete and balanced adult dog food formulated to aid in the nutritional management of calcium oxalate and struvite urolithiasis , moderate calorie content, compared to canine urinary so helps maintain ideal weight , relative super saturation (rss) methodology predicts the crystallization potential of urine; rss is used to develop diets that lower the concentration of ions contributing to struvite and calcium oxalate urolithiasis , increasing the urine volume simultaneously reduces the saturation of urine with calcium oxalate and struvite crystals , royal canin urinary so index® promotes a urinary environment unfavorable to the development of both struvite and calcium oxalate crystals "
569,32.49,9.75,hill's prescription diet w/d digestive/weight/glucose management with chicken ,Hill's Prescription Diet,Hill's,4.7,283,pate,69796," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with potatoes for a premium quality carbohydrate that provides potassium and a highly digestible energy source. "
570,10.98,3,rachael ray nutrish natural variety pack wet dog food,Rachael Ray Nutrish,Rachael Ray Nutrish,4.4,184,chunks in gravy,100496," tender chunks of meat in gravy, every dog will love! , made with high-quality protein sources , contains 25% more protein than the leading canned competitor’s adult dog food , fortified with 23 vitamins and minerals for overall well-being , 100% complete and balanced for adult dogs "
571,37.49,9.375,hill's prescription diet i/d digestive care chicken & vegetable stew ,Hill's Prescription Diet,Hill's,4.9,283,stew,81163," high quality cuisine that provides unparalleled variety and enjoyment , formula provides complete and balanced nutrition in a pate formulated for adult dogs , fortified with vitamins and minerals to help dogs of all sizes to stay healthy , savory dog food is served in convenient trays with easy, peel-away freshness seals , features delectable delicious flavors for dogs with refined tastes at any time of day "
572,16.8,5.25,cesar club variety cube dog food trays,Cesar,Cesar,4.7,129,pate,86492," helps improve digestion and stool quality with highly hydrolyzed protein , helps eliminate food related causes of skin irritation and results in visible improvement to the skin and coat , helps maintain a healthy skin barrier and enriched with essential fatty acid , developed with a single carbohydrate source: corn starch , clinically proven antioxidants are added for optimal health benefits "
573,33.49,9.75,hill's prescription diet i/d digestive care original low fat ,Hill's Prescription Diet,Hill's,4.8,331,pate,69765," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
574,33.49,9.75,hill's prescription diet i/d digestive care with turkey ,Hill's Prescription Diet,Hill's,4.8,417,pate,69761," tender chunks of meat in gravy, every dog will love! , made with high-quality protein sources , contains 25% more protein than the leading canned competitor’s adult dog food , fortified with 23 vitamins and minerals for overall well-being , 100% complete and balanced for adult dogs "
575,65.49,0.825,"royal canin veterinary diet gastrointestinal low fat lf ,13.6-oz can,case of 24",Royal Canin Veterinary Diet,Royal Canin,4.9,630,pate,61822," high-protein, grain-free food that will provide your dog with a higher concentration of the beef and chicken he loves. , made with the finest natural ingredients, including generous amounts of tasty and nutritious beef and chicken , fortified with essential vitamins and minerals , no corn, wheat, soy, chicken/poultry by-product meals, artificial preservatives, colors or flavors , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
576,37.08,9.9,nature's logic canine beef feast grain-free ,Nature's Logic,Nature's Logic,4.9,21,minced,54307," canine urinary so is a complete and balanced diet for adult dogs formulated to aid in the nutritional management of calcium oxalate and struvite urolithiasis. , relative super saturation (rss) methodology predicts the crystallization potential of urine; rss is used to develop diets that lower the concentration of ions contributing to struvite and calcium oxalate urolithiasis , increasing the urine volume simultaneously reduces the saturation of urine with calcium oxalate and struvite crystals , reduced level of magnesium, a natural component of struvite stones , royal canin urinary so index® promotes a urinary environment unfavorable to the development of both struvite and calcium oxalate crystals "
577,21.48,4.125,halo holistic beef recipe adult ,Halo,Halo,4.8,39,stew,47567," chelated minerals boost the immune system and biotin keeps the skin and coat healthy , high-quality chicken provides lean protein and essential amino acids , hearty whole grains provide complex carbohydrates needed for energy , garden veggies and fruit are loaded with nutrients , a sensible alternative to less convenient raw diets, which often require additional supplementation to be nutritionally complete "
578,16.8,5.25,cesar classics pate oven roasted chicken flavor dog food trays,Cesar,Cesar,5,11,pate,86446," a complete and balanced formula for all breeds from puppies to adults , there are no grains and a limited number of ingredients, perfect for dogs with food allergies and sensitivities , this unique blend of food is highly digestible allowing for maximum nutrient absorption , added vitamins and minerals like vitamin a and vitamin b12 help support a healthy immune system , made with sweet potatoes to help aid in good digestive health "
579,13.94,0.825,"purina beneful incredibites with beef,tomatoes,carrots & wild rice ",Purina Beneful,Purina,5,1,chunks in gravy,130998," clinically tested nutrition specially formulated to support your dog's weight management , low in fat, calories, magnesium and sodium to help maintain a healthy weight , contains clinically proven antioxidants to support a healthy immune system , helps metabolize fat and maintain lean muscle while promoting urinary tract health , using therapeutic l-carnitine levels and an optimal blend of soluble and insoluble fiber, this delicious formula helps dogs with weight, digestive and glucose management "
580,17.94,0.825,instinct by nature's variety grain-free stews lamb recipe wet ,Instinct,Instinct,5,3,stew,122343," mix up mealtime with these natural foods containing added vitamins and minerals. they provide your pup with the complete and balanced nutrition they need for a happy, healthy life. , each recipe is made with real meat, like chicken, beef, or lamb, to satisfy your dog's natural cravings. , there's no glutens, corn, wheat, or soy, so they're great for pet parents who are concerned with allergies, obesity, or digestibility. , there's no meat by-products or fillers, so you can be confident in feeding your loved one. , there also aren't artificial flavors, colors, or preservatives, just simple natural ingredients. "
581,38.64,5.25,nutro ultra antioxidant boost chicken pate dog food trays,Nutro Ultra,Nutro,4.5,4,pate,84681," highly digestible protein and fat to help repair tissues and assimilate nutrients faster , mixed fiber source helps maintain gastrointestinal health , optimal balance of nutrients with electrolytes and b vitamins help replenish the body and help encourage recovery , added antioxidants to control cell oxidation and promote a healthy immune system , suitable for adult dogs and growing puppies "
582,39.48,9.75,"petkind tripett green beef tripe,duck & salmon grain-free ",PetKind,PetKind,4.7,26,pate,59463," high quality cuisine that provides unparalleled variety and enjoyment , formula provides complete and balanced nutrition in pate formulated for adult dogs , fortified with vitamins and minerals to help dogs of all sizes to stay healthy , savory dog food is served in convenient trays with easy, peel-away freshness seals , features delectable delicious savory flavor for dogs with refined tastes at any time of day "
583,33.49,9.525,newman's own organics turkey & brown rice formula ,Newman's Own Organics,Newman's Own Organics,4.8,16,pate,48330," clinically proven with highly digestible nutrition for dogs with digestive challenges , prebiotic fibers promote growth of beneficial bacteria , includes ginger to help calm and soothe the gi tract to keep your pup happy , omega 3 fatty acids to support gi recovery as well as skin and coat health , clinically proven antioxidants to support a healthy immune system "
