,pos_review_content
324,One of two of my beagles had stopped eating his dog food.  I ordered this and the adult healthy dry also.  And both of my beagles gulped it down with wagging tales.  They both have more pep in their walks and run to the kitchen for meal time.  Love this stuff.
325,"Of all of our pets, Scooby is the pickiest. She loves treats and to steal table food so her dry food habits are terrible. Luckily, she is not as picky when it comes to treats. I have bought a few kinds of canned wet dog food in the past that she turned her nose up to, though, so I am always nervous as"
326,"My dog loves this, he's a Boston Terrier and has to have me puree it because of his small teeth."
327,Our two Irish Setters love this food!  We only buy Nutro Chunks as far as canned food goes.  Love getting it through Chewy.com.  It ships fast and the packaging keeps it fresh!
328,"Thank you for this product.  My 2 dogs have eaten Pedigree canned &
 dry dog food for years.  This time I tried the chicken/lamb and they
 liked the flavor and I will order this item again.  So many choices!"
329,"Right now I am house-bound due to a serious back injury. Shopping was going to be a nightmare, I thought! Well, for our littlest family member, it has been a breeze! His Purina Beneful food came in today along with 2 packs of treats -- and I only ordered them two days ago! I am so impressed with the "
330,My havanese is a VERY picky eater and she loves this food. She will also eat the dry Natures Recipe but prefers the wet. Another huge plus is the addition of pumpkin. This has solved her long standing anal gland problems. What could be better than that!!!!!
331,"My pup Scout isn't picky when it comes to wet food, but we tried this today and she wouldn't stop barking from the moment I took off the lid, mixed it into her kibble and until I put it down!! She was super excited and loved this wet food! We will continue to buy other fun flavors for her to try :-)"
332,"I usually don't buy 'chunky' canned food but thought I'd give this one a try - it doesn't have chicken in it, which my dog is allergic to - and he can't get enough of it! Will buy this one again."
333,I have fed this as a mix in for my dogs for years. They all love it. I have 7 dogs. All different breeds.
334,FIRST OF ALL I WANT TO TELL YOU I LOVE YOUR CUSTOMER SERVICE PEOPLE NOT ONLY ARE THEY HELPFUL AND POLITE BUT FUNNY TOO. I WAS REALLY HAVING A BAD DAY WHEN I CALLED AND THE  CUSTOMER SERVICE GUY WAS SO FUNNY AND TRIED TO CHEER ME. NOW THAT'S SERVICE. I WISH I CAN REMEMBER HIS NAME. BUT ANYWAY THANK YOU
335,"My two rescue dogs love this food.  My store sometimes ran out and it was pricey, but at chewy it is always in Stock and at a very reasonable price. A plus is it can quickly and right to my door. Thank you so much."
336,"My Cavaliers are picky and will turn their nose up to even this food if they get it several days in a row.  So, instead of 5 stars, I gave this food 4 stars for the previously mentioned reason.  IF/when I find a food that my spoiled fur kids won't turn their noses up to, even if fed frequently, I will"
337,"Our auto order arrived on time, with no hassle of loading my own dog food anymore and at a very reasonable price.  Free shipping."
338,"My 13 year old doxie has had a cough and lots of mucus. The vet had her on several antibiotics which did nothing.
I tried this food and she has stopped coughing and the mucus has went away. She loves this food and acts like a puppy when im getting it ready gor her."
339,"We have an aging mini schnauzer that is soon to be 14. She has bladder cancer and is a stubborn, cantankerous, conniving little troublemaker who is the sweetest cuddler with the most tender kisses and biggest brown eyes a black schnauzer could have. And we love her to pieces. We clean up behind her about"
340,Henry had been on a Hills UD diet pretty much of his life as my Corgi is 12 Y/O now. I have always fed him Hills UD dry food and he's devoured it. But he recently has lost his sight and his appetite and has lost weight. He's beginning to fail but is in no pain. My vet suggested Hills Solid UD. I ordered
341,"For some reason Chewy doesn't list the correct information on this food. It is grain free. It's a little fatty, but our dog likes it. We sometimes by this at the grocery store, but Chewy has better prices. Thanks!"
342,"My name is  Bosco, a dog of questionable parentage, and I  can be a bit of a pill when it comes to eating!! I have become more so now. You see, on September 18th,  I lost my third GSD Sister. It was a horrible week. Mommy and Daddy were so upset. They were running to the vets from Monday Sept 11 thru"
343,"Yes I highly recommend this dog food, the containers are nice sized. The food itself looked fabulous, looked good enough and smelt good enough to eat, has real vegetables and meat chunks in a thick gravy sauce. It's so good my finicky cat loves it too, I know cats shouldn't eat dog food but I couldn't"
344,"The duck & chicken grill is of the same fine quality of all the Blue products. I love Chewy, being able to purchase all the different products and brands for our critters, with different species and ages. A huge plus is getting our shipments to our door, not having to get it in a cart, in the car, and"
345,"I know that most of you out there can relate, when you open up a can of dog food and it's looks and smells like death??
Well this is NOT that food!! this food actually comes with cubes of solid meat as well as two whole wings in the can of food!! in this delicious looking gravy my dogs go Bonkers over"
346,"My Bentley is a seven-year-old purebred, short-coated Chihuahua and I'm his second human. When I first got him, it was really hard to find anything he'd eat. Then I tried Cesar - Jackpot! He loves the stuff and sometimes even wants seconds (which I generally let him have, he's active and has no weight"
347,I have the pickiest dog ever...we have 3 dogs two would eat anything you give them. One...could care less about food everyday I give her fake medicine( a spoon of wet food) just to temp her to eat. I started using this food about a month ago...she has not missed a meal yet!
348,"I have 4 Chihuahuas.  One has a liver shunt condition, and has been on this prescription food for 2 years.  Trixie is happy and healthy.  My other 3 dogs are all fed this food, because it is easier to ensure that Trixie only eats her prescription l/d diet.  Well, they all love it.  I use one can for "
349,"My dog has skin allergies and yeast.  We found out that chicken was one of the foods that make her allergies worse.  She is now on Blue Basics Salmon and she loves it.  After doing price comparisons, Chewy.com is more economical even with the shipping cost.  I also like the autoship especially because"
350,I buy this all the time at the pet store and just recently started purchasing it here on chewy.com because the price is better when buying 12/pk.  My dog loves this food and I feel good about her eating quality food.
351,This food was recommended by the emergency vet when my dog had a serious IBD attack. It has a new protein (duck) that my dog has never  eaten. She seems to like it and is eating regularly so she will probably be on it for the rest of her life.
352,I am a senior mixed breed terrier and I have a lot of problems eating hard dog food so my Gamma decided to try this type of food.  She knows I love chicken and this is absolutely delicious.  I am picky and this food makes me really get excited about dinner!  She will reorder when we get low.
353,"Our Ruby loved the canned food!  We were feeding her dry Blue Buffalo, until I read an article from a Veterinarian.  It stated raw was best, but you can also screw up if you don't know what you're doing.  The next best choice was high quality brand canned food.  Ruby used to leave her food sitting all"
354,"My subscription is always on time with great pre-notice of shipment.  I wanted to change flavor of Wellness CORE Grain Free and got a fabulous recommendation of alternate choice.  My dogs love it.

AND Chewy's prices are great...very competitive with anyone out there...retailer or online.  

Thank"
355,"My 13 year old Yorki-Poo has a very strict no poultry diet due to her Irritable Bowel Disease. There aren't too many options out there that truly have no poultry ingredients and this is her favorite. Every time I give her this, she gobbles it down! Its also nice that it comes finely ground since she "
356,"It is not as stew-y as I expected based on other brands of stews I have purchased. By that I mean there is really not a gravy like you would expect to see. In fact, the texture is more like a canned meat. That said, my girls LOVE LOVE LOVE it!!!! I have a Yorkipoo and a Papipoo and they absolutely inhale"
357,Made meal time so much better for my pup! Half way through eating he would get bored and lose interest in his dry food. I only add a spoonful to echt meal and mix into the dry food and he eats every last bit! Licks the bowl clean and is one happy pup!
358,"I have a dog with food allergies. No lamb, rice, or sweet potatoes. Blue Buffalo has identifiable ingredients and I have multiple choices in this food line to feed my dog. My only constructive comment is the ingredients should be listed in bigger print. It is difficult to read."
359,"This got my (sick) cat eating again, after he had suddenly begun turning up his nose at all of his usual prescription food.  I started with a few cans from my veterinarian's office, but am now already halfway through the case I ordered from Chewy."
360,"DOG LOVES IT! I WAS TEMPTED TO EAT IT TOO
BUT I HAVE CHOSEN TO ONLY LET THE DOG HAVE IT
THAT'SHOW MUCH I LOVE HER! I ORDR ALL MY FOOD ON YOUR SITE AND THE DOGS ALMOST LIKE ALL
I AM DONE WRITING SO GOODBYE
U NEED TO SHORTEN THE AMOUNT OF WORDS TO WRITE HER"
361,"I bought a huge bag of Solid Gold dry food without testing it on my dogs.  Dumb, because they don't love it unless I top it off with the Blue Buffalo Salmon and Chicken.   They are two small dogs, so 6 months from now when the 28lbs of SG is finally gone, I will stick with Blue Buffalo products solely"
362,Our two dogs eat dry and can Science Diet.  We have tried other foods and go back to S.D.  We love the convenience of Chewy.  Chewy has made it so easy to order with a great turnaround time.  We are young seniors and love home shopping.
363,"I've done extensive research to find a dog food that is palatable for my pet and doesn't contain tons of ""by-products"" that only seem to irritate my dogs sensitive skin. MOST of the brands of dog food on the market contain grain and chicken ""products"" which cause itching in my dog,  and also contain "
364,My dogs love this food! I was running out of ideas for ways to get my 11 year old Border Collie / Lab mix to take her daily meds.  I tried hiding it in many different foods and regular wet dog food worked for awhile but she figured that out too. This has a gravy base so it helps to hide the pill and 
365,"I have a 9 month old puppy who lost a lot of weight while ill. He is a picky eater and I was having a hard time getting the weight back on. The Purina Puppy food is high calorie. I mix it in with his regular food, and he is beginning to put on weight. I would say that he likes, rather than loves, this"
366,"We just adopted a new shelter dog (she had been residing in the shelter for 18 months, half her life) and wanted to make certain she ate a healthy diet.  After much research we decided upon Beyond canned foods in addition to a grain free dry food.  She absolutely loves the Beyond.  So, she loves it and"
367,"My mommy loves to shop Chewy for my favorite foods and treats that she  can buy in bulk.  The Cesar Home Delights has veggies that I don't have to try and sneak off her plate when she's not looking - LOL.  
I get sooooo excited when she reaches for my tray that I have been known to have little accidents"
368,"We supplement this for our dogs at dinner time each day along with their dry Merrick grain free dog food. They love it....as soon as they hear the bowls...they come running.  
There are so many benefits for them going grain free! We have noticed the difference in their joint issues. Highly recommend"
369,"My puppy is trying many brands of dog food and she is very picky, I shouldn't have gotten her to eat wet food, she doesn't like dry now, anyway she doesn't want to move away from her bowl when I give her this brand."
370,"I have a cattle dog/husky mix, 8 months old.  I guess she has listened to the cats on now to be picky about food.  :/
Seems like she gets tired of foods quickly and turns her nose up.  This food is pretty simple.  It has shreds of chicken or beef, depending on flavor, some veggies and bits of pumpkin"
371,"My dog loves this food and I mix it with his kibbles, just half a container so it last me quiet some time. The food looks good enough that almost seems like people's food. You can actually see the shredded chicken. I just wish that a whole case could be made of different flavors. I know there is the "
372,"This is the first time I've ordered Wellness canned dog food for our dogs. I mix it in with their dry food. They absolutely love it!!! I am very pleased that it is 95% chicken, grain free...completely a nutritious choice for our lab and cocker! It is reasonably priced as well. I'll never purchase another"
373,"My senior Pekingese suddenly developed a food allergy. She was itchy & miserable. Full body rash & itchy raw toosh. I switched her to this & in the 1st 24 hrs, her rash faded alot. By 48 hrs, rash gone & toosh was looking much less irritated. Now she's been on it for a wk & you can't even tell she had"
374,"One thing to bring to your attention and this doesn't effect my purchase. But, for what it's worth, there were 12 cans of food out of 24 that were dented. Dented cans were in both lots of 12. The reason I mention this is that it clearly wasn't your fault but it might effect a retail store's inventory"
375,I have a senior doxie who had begun to lose lots of weight. I added this food as a supplement to her meals and her appetite is so much better. She is excited for lunch and dinner time again. I feel so much better knowing that she is getting the nourishment that she needs as an aging girl. She is still
376,"My dog is very picky but he loves this food. However I gave it 4 stars because a number of the cans, though still in their case of both cardboard and plastic, were dented. A little more care is needed but I would buy again."
377,Our dogs have been eating this for years because they like it and keeps them at healthy weight
378,"Forced to change dog foods, I was looking for a food low in carbs high in protein that looked and smelled appetizing. The grain-free recipes from Merrick fit the bill. 
The meat and the veggies are recognizable and it doesn't have that horrible canned dog food smell. My dogs love it!"
379,"My Shiba Inu, Tibetan Spaniel and Albino Shih Tzu/Lhasa Apso all love this food. They sit there and wait for me to fix it, usually they just lay around and ignore but when I open the can I have an audience waiting! So happy I found them this food!!!"
380,"I am so glad i found this 27 count pack on chewy ! My girl is a picky eater but loves the food,but it was so hard to find a large pack . Buying small packs was costly and time consuming.Thanks to Chewy it will come straight to the door right on time ! Thanks Chewy :)"
381,I am still researching what canned food to feed my overweight pug girl.  This is what I've gone with for the last 2 months.  This works to get her interested in eating her food right away due to me feeding my pack twice daily.  Sophie is 5 years old and my precious 4 legged baby and I want to do the 
382,"My dogs love this food.  They devour it.  And I love it because it doesn't cause my dogs to have gas like a lot of canned food.  And their poo is solid, easy to pick up, not a globby, disgusting mess."
383,"Oliver gets wet food every other evening for dinner. The other meals are dry food. He has Spaniel ears which soak up any liquid in his food, and this has just the right amount to satisfy him without soaking his ears. If you have any breed with long floppy ears, you know what I mean. He loves the flavor"
384,"I like to add a little wet to my 2 dog's dry food. This is the perfect size to split 1 pouch between the 2 and not have left overs to worry about. One dog can be very finicky and wouldn't always eat the old canned food,  but no walking away without eating anymore."
385,"Like this brand and dogs like it also like the beef. I like this better because it is not in chunks so I can give vitamins or medicine in it. Dogs don't seem to care but have had some that don't like the chunks. Very moist, I mix with their dry."
386,"We keep trying to find a canned food to add to the dry food we feed our lab.  Finally, we decided to try the Merrick and started with the Steak Tips Dinner.  So far, our dog loves it and looks forward to mealtime.  We are looking forward to trying some of the other dinners from Merrick."
387,"When our Daisy eats something that she loves, she will head into the living room when finished. She will turn in a circle a few times grunting, then she will throw herself down roll to her back twisting and turning, talking to us the whole time. it just makes you warm inside to see."
388,"Not that Topper (12 year old, 75# Australian Shepherd) is very picky about his food, but he really likes this.  I mix this with some Purina Bright Mind dry food, and T-man is back to working on string theory."
389,"My dog's trainer cuts this up and uses it as treats and the dogs go crazy for it! You need to keep it refrigerated but I usually just cube it up, put it in tupperware, and pull it out for training sessions. It's great because you really get a lot for your money and the soft texture is better for training"
390,How would I know how great it is....it is only dog food which is made from ingredients from human food so no big deal people..I taste it..some dog foods are disgusting tasting...too salty...too bland yet you expect your dog to eat it....the flavors this brand of food and the quality and taste is the 
391,My lab was having chronic ear infections and the vet thought perhaps it was an allergy. I selected this product to mix with dry and he loves it. Gobbles it up every morning. Was using Wellness Core and he was refusing to eat it lately though he had originally enjoyed it. Allergies seem to be improving
392,Well Ceasar is the only food my little girl Zoe will eat.  I'm going to try to add some  Blue hard food mixed in with life source bits for added quality.
393,"My dog is dancing in circles every night around feeding time. She used to eat at random times and leave food in her bowl for hours or all day, but now she cant wait to eat. Easy to open and pour in bowl with out using a utensil. Pour over dry food too! She cleans her bowl every night."
394,"This is a review of the Caesar filets food, but I have to mention that recently our English Bulldog (Bella) had not been doing well. At almost 12 years old, she's outlived most of her breed. As is typical with Bulldogs (and short nose breeds), she started to have more trouble lately breathing. She couldn't"
395,"My sweet Border Collie has fought allergies all her life. We kept having problems getting the expensive food, main ingredient rabbit. I decided to go to the pet store and read all the ingredients in canned dog food to find one she was able to eat. I found Natural Balance and  I thought would work and"
396,I have had excellent service when ordering from Chewy. I had recently purchased this dog food because my 13 year old West Terrier (diagnosed with terminal cancer) was shying away from his other food. He stopped eating and drinking and started having spasms a week later and we had to end his suffering
397,My Vet just put my older dog on Hill's Prescription Diet and he loves it.  I love getting it from Chewy as the Vet charges too much and I have to go there to get it.  Chewy ships free and I receive it within 2 days.  Great service.  I had been using Chewy for his kibble prior to this and also have bought
398,"We were recently advised to begin our dog on Hill's C/D prescription food. After researching where to buy, Chewy had the  best price and offered the best service. I placed the order and had it within 2 days. I was impressed with their service and price. Since this is something my Bailey will need for"
399,My dogs ate this just fine. I personally don't like a big blob of mush. I mix wet food with their dry food and this type takes too long to mix with so many dogs. I prefer pieces with a smoother gravy for mixing. I probably won't buy it again.
400,"Relatively fresh and good looking stew. The chunks of chicken are a good size.  Mixes well with my dog's dry prescription food.  Milo wouldn't eat the dry stuff if it weren't for the addition of the stew, so it's a lifesaver. We used to cook a similar product from scratch, but it was a pain. Autoship"
401,"My dog Bella will not eat! We have tried just about every product, both wet and dry. She prefers treats! She also prefers to be fed from a table spoon instead of eating like a dog! SHE LOVES THIS FOOD! I am still feeding her, but now she is eating her food. Bless You!"
402,I was impressed with Chewy's ability to contact my Vet when my dog was prescribed a special canned dog food.  Chewy notified me that they would do this.  They further notified me that the food was ready to be shipped.  With no effort on my part my dog got her special food.
403,"This is Topper, Mike's dog.  I don't trust Mike to write this review.  I LOVE THIS STUFF!  Love it, love it, love it. I'd order it myself but I can't do the keys (his password was a piece of cake - I'm an Aussie).  How good is it?  If you serve it on a sesame bun, it's a doggy bacon cheeseburger."
404,"A healthy, no-chicken (for my allergic chiweenie) canned food. Both of my dogs (the other is a retreagle) love it, and the price is far less than grocery or pet store prices! Chewy is now my goto pet store!"
405,"My 3 dogs love this!  I use a tablespoon of it everyday in their same L.I. D. food with a bit of water, they run to their dishes!!  Plus the shipping is AWESOME!!!  Received literally in 2 days!"
406,"My dogs have been eating this food all their life and they do well on it.  I love ordering it from Chewy; it arrives quickly, costs a bit less than where I have been buying it, and I don't have to look for it (sometimes it's out of stock). 
Thanks Chewy for making it so easy."
407,"Now that my lab has to eat softer food due to surgery he had, it was hard finding a high quality, grain free dog food. He is pretty picky about his food and knows what he likes and dislikes. It has been difficult finding one he would eat. I found that he does not like the canned food that has 95% meat"
408,"I mix this in with HS Diet advanced fitness dry food for my German shepherd and golden retriever. I thought I'd switch it up since I usually get the HS Diet healthy cuisine stew. They both LOVE each of the canned foods equally as much, but I can't stand the smell of this stuff, so I'll probably go back"
409,When my Vet found crystals in my morkie's urine he prescribed Science Diet Urinary Care food and gave us a few cans of the regular food to try.  He suggested mixing half of the food with her regular food for a few days to gradually change over.  Snookie did not like the food and stopped eating.  Knowing
410,I am very satisfied with Chewy and the dog food is amazing for my sweet girl. She was just diagnosed as being diabetic and she loves the food so much that it keeps her mind off getting her shot. lol  Will definitely recommend this site to family and friends. Thanks Chewy..
411,"These little portions are ideal for mixing with dry food, no matter how large or how small the dog.  The other varieties from the same maker are like little blocks of jelled food and do not mix well at all.  My big dog thinks he's in heaven with this on his food.  When mixed with dry food, the little"
412,I love the fast shipping and the variety of items. I love buffalo can food they really are tasty i tried a taste because my dogs seems to gooble it with a pasion  it was good and healthy  love chewy
413,I feed my dog pro plan dry dog food and I've tried him on several wet foods. He wouldn't eat the more expensive canned foods.  He loves pedigree and it doesn't upset his stomach so that's what I'm going to feed him. No point in buying a more expensive or fancier food if he won't eat it.
414,"Our Vet had recently discovered high levels on Casey's bloodwork, re: Kidneys. Another test was almost normal. I had tried Hill's Regular canned diet.  I've had her tested 2 times since, and the phosphorus level had gone up. She's almost 14, so I thought I'd try a different flavor. I got her the dry "
415,This is a great product that's made right here in the USA. It's grain free and contains meat along with various fruits. I do have a smaller dog so I had to make the chunks a little smaller for her meal. I have a long hair chihuahua and she seemed to like the taste of the food! *We received this item 
416,"My tiny chihuahua girl, Harley, absolutely LOVES this food! She's 13 years old and eating dry dog food is difficult for her. But she gobbles these Little Caesars flavors down and barks for more! I'd definitely recommend it, especially for smaller dogs."
417,"I was very impressed with the manner in which my package of two cases of canned dog food and a bag of dry dog food arrived. It cases were incased in a heavy duty corrugated cardboard box inside the bigger box with the bag of dry food. The cans were perfect, no dings or dents. The bag of dog food was "
418,"I have a little dog that is very fussy what she eats. I have finally found a can dog food, wolf creek stew, that she loves. I put some stew on top of her dry dog food and it's gone before I know it.  Thank you chewy for having such a great selection of dog foods."
419,"This is the best diet to give your pet if they have kidney disease.  
Also very bland so good on sensitive tummies too!  
My dog (Autumn-10 yr old SF brindle boxer)  prefers the original pate version (which I think is gross) but as long as she eats it and likes it I am fine with that.  =-).  They also"
420,I have been purchasing this can food from various places around the area but when I opened up the first can from my order from chewy.com the contents of the wet canned food was moist and appeared so much fresher  than the other cans I had opened from previous distributors.
421,"My Labradoodle, was diagnosed with pancreatitis, (likely due to pork). We were provided ""Pro plan RX, EN"" at the clinic. Chewy made it easy to order more, by making the contact with our Veterinarian, for the needed prescription, then sent it promptly.  Sophie is doing well.... Thanks So Much, Chewy!"
422,"I add a scoop to my dogs dry food and add a little water to distribute it,  my dogs love it. As they are getting older I want to be sure they are eating enough."
423,"My Rottie pup has been on the Royal Canin Hydrolyzed Protein diet for almost 3 months due to severe protein allergies. One day he just looked at me and said ""Nope, not eating this anymore"". I tried everything short of standing on my head to get him to eat. Called the vet, she said we could now try one"
424,My CBR Addie loves this mixed with her dry food! One can per day  mixed in and she eats really well . In mid summer she dortbof went off her feed but this fixed it.
425,"Our Jack Russell / Italian Greyhound mix was getting tired of her old topper (Nature's Recipe), so I tried this one. She LOVES it! Jumps in the air with glee while we are getting it ready and wolfs it down in record time!
I hope she does not tire of this one - there seems to be no sign of that happening"
426,I have one of the fussiest dogs on the planet!!  The only food I could get her to eat was Newman's Own canned.  My sister in law had a stroke and that's how I got the dog.  She used to feed her just dry food and maybe every now and again a spoon of canned.  She told me to leave the dry food out and she'd
427,My elderly dog was getting frail in his old age so I decided to switch him to wet food. He wasn't eating much of his dry food & I was concerned with him getting proper nutrition. He loves this and I've seen the improvement after just a couple of weeks.
428,"My vet put my dog on the Hills pate form of this food years ago because she had a hard time going potty, and it's worked wonders!  She's had no more problems since starting it! But my vet was out of the pate form so I was forced to try the stew form. Well, I've always had a bit of a hard time getting"
429,One of my dogs spent days at the emergency hospital with acute pancreatitis and this is the food that the doctors decided would be the safest for him.  He loved it immediately - and that was after days of not being interested in any food.  Since I have 2 other dogs I thought it would be easier to feed
430,"My 10 lb, 14 year old Shih Tzu has never had an iron stomach, so I prefer to give her grain free things, and chicken is generally her meat of choice. She used to be dry-food-only (we now use the same brand, also chicken), but when I moved in with my parents due to disability, and she saw their dog getting"
431,"My Vet recommend this food for my Sheltie when she found crystals in her urine on her lab tests.  She said that crystals could cause kidney stones, which are painful and expensive to treat.  I bought two cans to see if Zoey would eat it.  She gobbled it down like she always does.  I checked on-line to"
432,"I tried the canned version of the Duck and Potato for my dogs to mix up their normal Duck and Potato dry food. Needless to say, they love it so much that one of them won't eat the dry without a lil' wet duck/potato mixed in. He loves it too much! Highly recommend Natural Balance LID foods!"
433,"I bought Alpo wet dog food, Beggin Strips and Milkbone Dog Biscuits, all of which we have been using for quite a while. The most impressive is the quick delivery. Super Service is what I call chewy.com.

Thanks for making it easier to care for our dog Foxy."
434,"My elderly Yorkies have developed several health issues, which include skin & allergies problems as well as digestive issues- They have always been fed a high quality dog food but nothing seemed to help until my vet recommended using Hills Prescription dog food. The itching has subsided and no stomach"
435,My and my best friend's dog both love this food.  They have lost a lot of teeth so I thought this food would be easy for them to eat and boy do they love us for giving them this.
436,"I'll admit, my dog can be a bit of a picky princess.  She became allergic to grain foods about a year or two ago and has to be on permanent medication.  She usually eats pretty well, but every few months she turns her nose up at the food and refuses to eat, so we have to switch it up.  This food does"
437,"This is so much easier than putting five cases of can dog food in the cart, pushing it out to the car, lifting and loading it in the car full of groceries, then unloading to carry into the house. I'm to old for this stuff. Just deliver to my front door, ring my bell and the mail man helps lift it up "
438,My German Shepherd LOVES this flavor! She goes crazy when she sees me reach for a can! A lot of people said it causes gas but my dog didn't seem to have that problem! (THANK GOD). Chewy delivered this in record time! I ALWAYS get my packages super fast and none of my items have ever been damaged.
439,"I have a mini-schnauzer that gets bladder stones and has been prescribed this food by our Vet.  In the past, we have purchased only the dry version but now mix the dry and wet together.  Just a small amount of the wet mixed in with the dry makes all the difference.  Plus, she is missing some of her teeth"
440,We trust and love the Blue Buffalo products. Mac especially loves the chicken and rice canned dinners. They are easy on his digestive track and I often mix it with a dry formula.
441,My dog absolutely loves this canned food. We use this with the natural balance dry food of the same flavor and my dog is very happy with it. It's also been great for his digestive system. His poops are finally solid!  We also like to mix the wet food with the dry food and put in a kong and freeze. This
442,"While this particular food is expensive and you need a prescription to order it, it is the Rolls Royce of dog food. High in fiber, aides in digestion and gives a solid stool consistency if your dog is having digestive issues or getting over a sickness. 
Because this particular food requires a prescription"
443,We have bought soooo many brands of dog food over the last few years trying to find something our picky eaters like and can tolerate well.  Our standard poodle has food allergies and a VERY sensitive stomach.  We had just about given up when we decided to take a chance on this food.  We're so glad we
444,"Mattie is a Yorkie rescued from a puppy mill. When I got her, she weighed two pounds less than she does now (6.5 lbs.) I have lost count of the various dog foods I tried her on and which she couldn't tolerate. The vet and I finally tried her on the Z/D, which is pretty much just hydrolized protein. She"
445,"My dog is older, and finicky. He eats at least two of these trays daily (along with dry food). He will only eat pate..no chunks, flakes or slivers. He really loves this stuff. Other than the bogo coupons that in stores, Chewy has the best price I have found."
446,"My name is Guy, short for McGuyver. Most people call me Butters, though. (That's from a funny show called ""South Park"" that my family watches.) I answer to just about anything, though. I'm a good boy! People tell me that all the time!

Not to long ago I got very sick. I was very scared and thought "
447,My eight and a half pound Chihuahua was suffering from dehydration she just didn't like to drink water at that much. My vet said one of her dogs was the same way. So this Hill's prescription diet has a high content of water in the food. Although when you open the can it's a full can of food. Anyway she
448,I have a little cairn terrier named Eddie.  I love the little guy.  He was vomiting often and had loose stools.  I took Eddie to the Vet and his tests results were for pancreatitis.  The Vet said Eddie should be restricted to a low fat diet and recommended Royal Canin Low Fat dog food.  It has worked
449,I mix this with my pups dry food in the evening and you'd think I put down a Med/Rare Filet Mignon with a red wine reduction sauce on top. He loves to stand and wait for me to finish mixing this up for him and then he strolls over and gives me one last glance before he savors every last morsel of food
450,"Tiki Dog has SO many healthy ingredients! It was recommended by my vet after my Boxer, Giada, was diagnosed with cancer. She was only 2 years old! She is now 5 and healthy. What I like most is that each ingredient is recognizable so I KNOW what I'm giving her. It looks like human food! She loves it and"
451,"My dog is a big dog who is older, and we split a can of this over a few days, putting it on top of his kibble. He has gotten picky and peckish in his old age, but he really, really loves this stuff! We tried fancier brands but this is the winner, so we ordered a case. It came so quickly from Chewy.com"
452,My dogs like this food. It doesn't seem to cause any distress.
453,"Nice addition to mix into food for my evening feedings, puppies have fattened up. Solid stools as well"
454,My furbaby love home delights meat lasagna because it looks just like what i make and smells like lasagna to i mix with casar kibble .
455,"My two German Shepherds, Zach and Ziva, absolutely love Holistic Select Lamb Pate grain free canned food and I love that it is wonderfully healthy for them. You can't find a food any better! It is the perfect consistency to mix with dry food as a topper. It causes no stomach upset either. The only reason"
456,"My dog, Sophie, likes this very much!! It seems to have ""real"" meat in it. She prefers this to the pate'. When I broke my leg in December, a friend took Sophie and ended up keeping her for three months. While on her ""vacation"" Sophie let her custodians know she was not fond of the ""pate"" types of Cesar's"
457,"I don't typically buy, fish items for my dogs although I know the Omega 3's are really good for him (Rocky-85lb. pitty mix) but, this one wasn't bad at all.  Had a slight odor (which I would expect) but, not overwhelming.  Dog loved it.  Gobbled it all down.  Clean Bowls=Happy Owners.  Great food for"
458,The food has been right on time and at a better price that it sells for locally.  We will keep ordering and recommending this to our friends.
459,More meat proteins and good ingredients and less fillers. Good clean food.
460,"Well I can't lie I was worried!
Rowen my 5 pound Chihuahua has only been eating Merrick turkey and pork for a long time when I found out that his food was discontinued I had my worst nightmare come true!
What will he eat without having GI upset with blood yes blood my poor little guy....
Chewy staff"
461,Wonderful supplement.  My puppies love it and I love giving them such a quality food.  It keeps their digestion running smoothly and that's a win win for us all.
462,Dogs loved it like it was a treat! Usually cook fresh but now i have this food
463,my doggie has health issues and this is one of a few foods she can tolerate. can't find it anywhere else. pet stores here stopped carrying it. thank God for Chewy
464,"One of my 9 rescues requires poultry free food .he's also a very picky eater . I've tried the high priced food and he wouldn't eat it . At this price I can afford to feed all six of my bullies a no grain , poultry free food . It also makes a great mixer with their kibble ."
465,"I started using this food when one dog gained weight after a fractured knee and ligament tears.  She needed to have high quality food but keep weight off to help heal after surgery.  She loves the food, and I started feeding it to my outdoor dog, too, and now she looks shinier and never leaves food in"
466,I adopted a German Shepherd with serious health problems including hip dysplasia and luxating patellas. When he got here he was covered in scabs and very little hair. I put him on Barking at the Moon dry kibble and a can of the soft. He bounced back within 3 months. I have been using Solid Gold for nearly
467,"Grain free, Organic and easy to digest!!! 
My pups love the beef sausage, beef tripes and the venison."
468,"My two German Shepherds, Zach and Ziva, love Dave's grain free canned food and I love that it is very healthy and doesn't break the bank! It is the perfect consistency to mix with dry food as a topper. It causes no stomach upset either. I do wish that Dave's would remove carrageenan from all its canned"
469,"Our kitchen and living area is on the 2nd floor.  I started feeding my 2 dogs separately when my sweet George's hips could no longer climb stairs.  So, Kady is upstairs and gets her dinner with her biscuit, for desert, on the side.  As I head downstairs to feed George, she would always gobble up her "
470,"My two dogs LOVE this fish food best of all the Avoderm flavors available. I like that it's a chunky stew cause you can see the carrots & peas. I do mash it a bit cause my guys are small (silky Terrier & Chi/Russel mix) but, no matter what form it's in, they can't get it down fast enough!"
471,"My 9 yr old yorkie has been eating this all his life.  Great price and convenient shipping,"
472,I like the Wild Calling brand in general but the Duck is probably my favorite in consistency. I try to alternate this with other varieties of W.C.
473,My dog Star loves this food and I love that I can see all the meat and veggies.
